ÉåÅ[ÉXID,ãÊï™,åéì˙éûï™,ì™êî,íPèüï[êî, 1î‘, 2î‘, 3î‘, 4î‘, 5î‘, 6î‘, 7î‘, 8î‘, 9î‘,10î‘,11î‘,12î‘,13î‘
2026071803020701,1,07171831,13,          1,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   1.0,   0.0,   0.0
2026071803020701,1,07171836,13,         12,   0.0,   0.0,   4.8,   1.9,   0.0,   9.6,   0.0,   0.0,   0.0,   0.0,   2.4,   0.0,   0.0
2026071803020701,1,07171841,13,         38,  30.4,  30.4,   5.0,   5.0,  30.4,  30.4,  30.4,   4.3,   7.6,  30.4,   5.0,  10.1,   0.0
2026071803020701,1,07171847,13,         44,  35.2,  35.2,   5.8,   5.8,  17.6,  17.6,  35.2,   3.9,   8.8,  17.6,   5.8,   8.8,   0.0
2026071803020701,1,07171852,13,         79,  31.6,  31.6,   7.9,   7.0,   7.0,  21.0,  31.6,   5.2,  10.5,  10.5,   7.0,   7.9,  21.0
2026071803020701,1,07171857,13,        105,  42.0,  42.0,   9.3,   6.0,   4.0,  28.0,  28.0,   5.6,  10.5,  14.0,   8.4,   9.3,  28.0
2026071803020701,1,07171902,13,        117,  46.8,  46.8,  10.4,   5.5,   4.2,  31.2,  31.2,   6.2,  11.7,  15.6,   5.2,  10.4,  31.2
2026071803020701,1,07171908,13,        141,  37.6,  56.4,   5.1,   4.5,   5.1,  37.6,  37.6,   7.5,  14.1,  18.8,   5.9,  12.5,  28.2
2026071803020701,1,07171913,13,        217,  34.7,  86.8,   7.5,   2.9,   6.6,  34.7,  15.7,   9.6,  17.3,  28.9,   7.5,   6.6,  43.4
2026071803020701,1,07171918,13,        234,  37.4,  62.4,   8.1,   2.8,   7.2,  31.2,  17.0,   9.8,  12.4,  31.2,   7.8,   7.2,  46.8
2026071803020701,1,07171923,13,        268,  42.8,  71.4,   8.5,   3.0,   8.2,  23.8,  19.4,  10.2,   8.2,  35.7,   6.7,   7.3,  42.8
2026071803020701,1,07171929,13,        335,  53.6,  89.3,  10.7,   3.7,   3.8,  26.8,  24.3,  11.6,   9.5,  38.2,   5.9,   8.6,  44.6
2026071803020701,1,07171934,13,        479,  76.6,  95.8,  14.1,   5.0,   4.7,  23.9,  31.9,   3.0,  12.3,  22.5,   8.5,  10.9,  63.8
2026071803020701,1,07171939,13,        536,  85.7,  85.7,  15.8,   4.9,   5.2,  23.8,  30.6,   3.0,  13.8,  23.8,   8.2,   8.2,  71.4
2026071803020701,1,07171944,13,        615,  70.2,  82.0,  17.5,   4.0,   5.1,  25.8,  28.9,   3.3,  14.4,  25.8,   8.7,   8.9,  54.6
2026071803020701,1,07171950,13,        798,  91.2,  70.9,  21.2,   2.4,   6.0,  26.6,  31.9,   4.1,  17.2,  31.9,  10.4,  11.4,  70.9
2026071803020701,1,07171955,13,        850,  85.0,  48.5,  21.9,   2.3,   6.4,  26.1,  32.3,   4.0,  17.8,  34.0,  10.7,  11.1,  75.5
2026071803020701,1,07172000,13,        878,  87.8,  50.1,  21.9,   2.3,   6.5,  27.0,  33.4,   4.1,  15.2,  35.1,  11.1,  10.0,  78.0
2026071803020701,1,07172005,13,        939,  93.9,  46.9,  22.7,   2.5,   6.0,  27.8,  35.7,   4.4,  15.3,  35.7,  10.0,   8.8,  83.4
2026071803020701,1,07172011,13,        981,  98.1,  46.1,  21.2,   2.4,   6.1,  28.0,  37.3,   4.5,  16.0,  34.1,   9.5,   8.6,  78.4
2026071803020701,1,07172016,13,       1138, 113.8,  53.5,  23.9,   2.6,   7.0,  32.5,  41.3,   3.3,  15.4,  35.0,  10.7,   9.7,  70.0
2026071803020701,1,07172021,13,       1198, 119.8,  43.5,  25.2,   2.5,   7.2,  26.6,  41.6,   3.4,  16.2,  36.8,   9.9,   9.7,  73.7
2026071803020701,1,07172026,13,       1333, 133.3,  46.3,  20.9,   2.7,   6.7,  29.6,  46.3,   3.4,  16.6,  39.4,   9.5,   8.8,  71.0
2026071803020701,1,07172032,13,       1603, 142.4,  53.4,  24.6,   2.2,   7.4,  20.3,  53.4,   4.0,  15.8,  45.8,  10.1,   9.6,  80.1
2026071803020701,1,07172037,13,       1663, 133.0,  55.4,  25.5,   2.3,   7.5,  20.7,  53.2,   4.2,  13.7,  47.5,  10.2,   8.8,  83.1
2026071803020701,1,07172042,13,       1801, 130.9,  41.1,  22.1,   2.2,   8.0,  21.1,  55.4,   4.4,  14.5,  48.0,  10.0,   9.0,  90.0
2026071803020701,1,07172047,13,       2274, 101.0,  33.6,  21.6,   2.0,   8.3,  17.8,  29.8,   5.3,  18.1,  38.7,  10.5,  10.0,  95.7
2026071803020701,1,07172053,13,       2492, 104.9,  31.1,  22.1,   2.2,   8.2,  18.9,  32.6,   5.3,  19.5,  41.5,   8.6,   8.1,  99.6
2026071803020701,1,07172058,13,       2673, 106.9,  32.8,  23.4,   2.3,   6.2,  18.9,  33.9,   5.4,  17.2,  40.3,   9.0,   8.5,  82.2
2026071803020701,1,07172103,13,       4866, 169.2,  58.9,  40.1,   1.3,  10.9,  31.1,  60.8,   9.2,  27.4,  72.0,  15.7,  14.8, 129.7
2026071803020701,1,07172108,13,       4927, 171.3,  58.8,  40.2,   1.3,  10.7,  31.2,  61.5,   9.2,  27.1,  71.6,  15.7,  14.2, 131.3
2026071803020701,1,07172114,13,       4994, 173.7,  57.9,  40.3,   1.3,  10.6,  30.9,  62.4,   9.1,  27.5,  71.3,  15.9,  13.5, 117.5
2026071803020701,1,07172119,13,       5056, 168.5,  57.7,  40.4,   1.3,  10.5,  30.4,  63.2,   8.8,  27.1,  70.9,  15.8,  13.3, 101.1
2026071803020701,1,07172124,13,       5346, 178.2,  61.0,  38.8,   1.4,   8.4,  31.6,  66.8,   9.0,  18.7,  72.4,  14.3,  13.9, 104.3
2026071803020701,1,07172129,13,       5563,  28.8,  62.6,  31.5,   1.4,   8.7,  32.9,  68.4,   9.1,  18.1,  71.7,  14.7,  14.3,  96.7
2026071803020701,1,07172135,13,       5613,  29.1,  62.3,  31.8,   1.4,   8.7,  33.2,  67.0,   9.2,  18.1,  72.4,  14.3,  14.2,  91.6
2026071803020701,1,07172140,13,       5763,  29.9,  60.6,  31.7,   1.4,   8.6,  29.5,  66.8,   9.0,  18.4,  73.1,  14.5,  14.2,  92.2
2026071803020701,1,07172145,13,       5802,  29.9,  61.0,  31.7,   1.4,   8.7,  29.7,  66.3,   9.0,  18.2,  72.5,  14.3,  13.6,  91.0
2026071803020701,1,07172150,13,       5969,  30.8,  61.2,  32.4,   1.5,   8.3,  30.4,  66.3,   8.2,  18.0,  72.3,  14.4,  12.8,  93.6
2026071803020701,1,07172156,13,       6119,  31.3,  61.1,  33.0,   1.5,   8.4,  30.5,  66.1,   8.2,  17.6,  73.0,  14.7,  12.2,  94.1
2026071803020701,1,07172201,13,       6227,  31.9,  58.6,  32.5,   1.5,   8.4,  30.3,  63.0,   7.9,  17.6,  72.1,  14.8,  12.4,  93.9
2026071803020701,1,07172206,13,       6720,  34.2,  56.0,  35.1,   1.6,   6.7,  32.3,  67.2,   6.3,  18.9,  75.7,  15.4,  12.9, 101.4
2026071803020701,1,07172211,13,       6850,  34.4,  55.9,  35.1,   1.6,   6.5,  31.6,  68.5,   6.2,  18.9,  77.1,  15.3,  12.7, 101.4
2026071803020701,1,07172217,13,       6938,  34.9,  56.0,  35.3,   1.6,   6.4,  32.0,  69.3,   6.2,  19.1,  78.1,  15.4,  12.5, 100.9
2026071803020701,1,07172222,13,       7028,  35.3,  56.7,  35.1,   1.6,   6.4,  32.4,  69.4,   6.2,  19.2,  79.1,  15.3,  12.6,  85.1
2026071803020701,1,07172227,13,       7459,  37.5,  29.9,  37.0,   1.6,   6.6,  34.2,  72.7,   6.2,  20.1,  81.7,  15.7,  12.6,  89.0
2026071803020701,1,07172232,13,       7556,  37.3,  30.3,  37.5,   1.6,   6.7,  34.3,  72.8,   6.1,  19.5,  82.8,  15.0,  12.5,  90.2
2026071803020701,1,07172238,13,       7898,  38.7,  31.5,  39.0,   1.6,   6.9,  35.9,  75.2,   6.2,  18.5,  85.3,  14.5,  12.0,  94.3
2026071803020701,1,07172243,13,       8065,  39.5,  31.4,  39.5,   1.7,   7.0,  36.4,  76.8,   6.3,  14.4,  83.7,  14.7,  12.1,  94.8
2026071803020701,1,07172248,13,       8200,  40.2,  32.0,  40.0,   1.7,   6.8,  35.4,  78.0,   6.4,  14.6,  80.9,  14.9,  12.2,  96.4
2026071803020701,1,07172253,13,       8536,  40.8,  33.1,  41.3,   1.6,   7.1,  36.5,  65.6,   6.3,  15.2,  82.2,  14.7,  12.4, 100.4
