ÉåÅ[ÉXID,ãÊï™,åéì˙éûï™,ì™êî,íPèüï[êî, 1î‘, 2î‘, 3î‘, 4î‘, 5î‘, 6î‘, 7î‘, 8î‘, 9î‘,10î‘,11î‘,12î‘,13î‘,14î‘
2026062803020212,1,06271932,14,          1,   0.0,   0.0,   1.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2026062803020212,1,06271941,14,          7,   5.6,   0.0,   5.6,   0.0,   5.6,   5.6,   5.6,   5.6,   0.0,   0.0,   0.0,   0.0,   0.0,   5.6
2026062803020212,1,06271949,14,        161,   3.1,  21.4,  64.4,   6.7,  16.1,  21.4,   5.1,  25.7,  64.4,  42.9,  32.2,   9.2,   5.1, 128.8
2026062803020212,1,06271957,14,        241,   3.8,  21.4,  96.4,   8.7,   7.7,  17.5,   6.4,  14.8,  27.5,  32.1,  17.5,  12.8,   5.3,  48.2
2026062803020212,1,06272005,14,        383,   4.5,   9.2, 153.2,   9.2,   7.2,  25.5,   7.8,  12.2,  43.7,  25.5,  23.5,  17.0,   4.2,  43.7
2026062803020212,1,06272014,14,        655,   6.5,  12.1,  18.7,  14.9,   9.0,  43.6,  10.9,  12.4,  74.8,  43.6,  22.7,  29.1,   2.2,  26.2
2026062803020212,1,06272022,14,        982,   9.5,   8.1,  26.1,   5.3,  11.9,  52.3,   7.2,  14.8, 112.2,  56.1,  31.4,  13.0,   3.3,  19.1
2026062803020212,1,06272030,14,       1099,   9.0,   7.1,  29.3,   5.4,  10.8,  54.9,   7.0,  15.7, 125.6,  62.8,  32.5,  14.1,   3.5,  16.9
2026062803020212,1,06272038,14,       1210,   8.8,   7.5,  32.2,   5.7,   8.7,  50.9,   6.6,  16.9, 138.2,  56.9,  35.8,  15.1,   3.5,  17.9
2026062803020212,1,06272047,14,       1282,   8.3,   7.5,  32.0,   5.8,   8.1,  51.2,   6.8,  15.7, 146.5,  60.3,  37.9,  15.3,   3.6,  16.8
2026062803020212,1,06272055,14,       1492,   8.5,   8.5,  36.1,   6.4,   5.9,  56.8,   7.5,  16.3, 132.6,  62.8,  38.5,  17.5,   3.4,  16.5
2026062803020212,1,06272103,14,       1595,   6.1,   8.7,  37.5,   6.7,   6.2,  60.7,   7.9,  17.0, 127.6,  63.8,  37.5,  18.7,   3.6,  17.7
2026062803020212,1,06272111,14,       1799,   6.6,   9.4,  42.3,   6.7,   6.7,  65.4,   7.5,  10.8, 130.8,  62.5,  41.1,  21.1,   3.6,  14.5
2026062803020212,1,06272120,14,       2395,   7.6,   3.3,  38.3,   7.9,   8.2,  87.0,   9.3,  14.1, 174.1,  83.3,  50.4,  26.2,   4.3,  19.1
2026062803020212,1,06272128,14,       2543,   7.9,   3.4,  40.6,   8.4,   8.1,  81.3,   8.7,  12.9, 169.5,  78.2,  53.5,  27.8,   4.2,  17.3
2026062803020212,1,06272136,14,       2666,   7.9,   3.5,  36.1,   8.6,   8.1,  85.3,   7.8,  12.6, 164.0,  82.0,  54.6,  29.2,   4.3,  18.2
2026062803020212,1,06272144,14,       2774,   7.6,   3.6,  36.9,   8.4,   7.9,  88.7,   8.0,  12.9, 138.7,  76.5,  55.4,  28.8,   4.4,  15.9
2026062803020212,1,06272153,14,       2886,   7.7,   3.7,  38.4,   8.6,   8.0,  82.4,   7.1,  13.3,  88.8,  76.9,  57.7,  29.6,   4.5,  14.4
2026062803020212,1,06272201,14,       2984,   7.5,   3.8,  39.7,   8.0,   8.0,  74.6,   7.0,  13.3,  85.2,  77.0,  56.8,  30.6,   4.6,  14.9
2026062803020212,1,06272209,14,       3253,   6.2,   3.7,  43.3,   8.7,   8.2,  65.0,   7.3,  14.4,  92.9,  83.9,  61.9,  32.9,   4.8,  15.5
2026062803020212,1,06272217,14,       3381,   6.3,   3.8,  43.6,   8.0,   8.3,  67.6,   7.0,  14.7,  93.2,  87.2,  58.8,  33.3,   4.8,  16.0
2026062803020212,1,06272226,14,       3465,   6.2,   3.8,  42.6,   8.2,   8.3,  69.3,   7.1,  14.1,  95.5,  86.6,  57.7,  34.2,   4.7,  16.0
2026062803020212,1,06272234,14,       3585,   6.1,   3.9,  44.1,   8.4,   8.5,  69.9,   6.7,  14.0,  92.5,  79.6,  57.3,  34.1,   4.7,  15.2
2026062803020212,1,06272242,14,       4024,   6.9,   4.4,  48.0,   9.2,   5.4,  78.5,   7.2,  15.7, 100.6,  89.4,  63.1,  36.5,   5.2,  10.1
2026062803020212,1,06272250,14,       4263,   7.2,   4.4,  49.4,   9.3,   4.9,  83.1,   7.4,  15.8,  89.7,  89.7,  66.8,  38.7,   5.2,  10.7
2026062803020212,1,06272259,14,       4366,   7.3,   4.5,  49.1,   9.1,   4.8,  85.1,   7.4,  15.9,  91.9,  81.2,  68.4,  37.9,   5.2,  10.5
2026062803020212,1,06272307,14,       4579,   7.6,   4.6,  47.5,   8.8,   4.9,  76.3,   6.6,  15.7,  96.4,  85.1,  65.4,  35.5,   5.3,  11.0
2026062803020212,1,06272315,14,       4634,   7.7,   4.5,  48.1,   8.9,   4.9,  75.6,   6.6,  15.7,  90.4,  86.2,  66.2,  35.9,   5.3,  11.1
2026062803020212,1,06272323,14,       4858,   7.8,   4.7,  49.8,   8.8,   5.0,  76.2,   6.6,  15.6,  94.7,  84.4,  68.1,  37.0,   4.9,  11.5
2026062803020212,1,06272332,14,       4971,   7.8,   4.7,  50.9,   8.8,   5.1,  72.3,   6.6,  15.5,  77.9,  86.4,  69.7,  36.8,   5.0,  10.6
2026062803020212,1,06272340,14,       5346,   8.3,   4.7,  54.1,   9.4,   5.4,  64.8,   5.7,  16.0,  80.6,  83.8,  72.4,  35.9,   4.8,  10.9
