ÉåÅ[ÉXID,ãÊï™,åéì˙éûï™,ì™êî,íPèüï[êî, 1î‘, 2î‘, 3î‘, 4î‘, 5î‘, 6î‘, 7î‘, 8î‘, 9î‘,10î‘,11î‘,12î‘,13î‘,14î‘,15î‘,16î‘
2026070402010702,1,07031837,16,          1,   0.0,   0.0,   0.0,   0.0,   1.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2026070402010702,1,07031846,16,         28,   0.0,   0.0,   5.6,   0.0,   3.7,  11.2,  22.4,   0.0,   0.0,  22.4,  11.2,  11.2,   7.4,   0.0,   0.0,   3.2
2026070402010702,1,07031854,16,         43,  34.4,  34.4,   6.8,  17.2,   4.9,  11.4,  34.4,   0.0,   0.0,  34.4,  11.4,  11.4,   8.6,  17.2,   0.0,   3.4
2026070402010702,1,07031902,16,        162,   5.8,  11.7,   4.8,  43.2,   7.2,  32.4,  64.8,  64.8,  64.8,   4.6,  43.2,  32.4,   7.6,  21.6,  64.8,  11.7
2026070402010702,1,07031910,16,        200,   6.6,  14.5,   3.6,  53.3,   7.2,  40.0,  80.0,  80.0,  17.7,   5.7,  40.0,  22.8,   8.0,  22.8,  80.0,  14.5
2026070402010702,1,07031919,16,        234,   7.2,  15.6,   3.9,  62.4,   7.4,  31.2,  46.8,  62.4,  17.0,   6.4,  23.4,  23.4,   7.2,  15.6,  93.6,  15.6
2026070402010702,1,07031927,16,        298,   7.9,  10.8,   4.5,  79.4,   8.8,  39.7,  17.0,  59.6,  19.8,   7.6,  29.8,  12.5,   7.2,  12.5,  39.7,  19.8
2026070402010702,1,07031935,16,        382,   9.5,  13.8,   5.3,  76.4,   7.6,  50.9,  16.0,  61.1,  25.4,   8.9,  38.2,  11.3,   5.2,  10.5,  20.3,  21.8
2026070402010702,1,07031943,16,        422,  10.5,  14.0,   4.3,  84.4,   7.3,  48.2,  17.7,  56.2,  28.1,   9.3,  37.5,  11.6,   5.4,  11.6,  22.5,  22.5
2026070402010702,1,07031952,16,        511,  12.0,  16.3,   4.9,  25.5,   5.3,  40.8,  20.4,  58.4,  27.2,  10.7,  40.8,  11.3,   5.8,  14.0,  16.3,  22.7
2026070402010702,1,07032000,16,        711,   6.6,  21.8,   5.5,  35.5,   3.8,  56.8,  17.2,  63.2,  33.4,   9.4,  51.7,  12.3,   8.1,  18.9,  21.8,  25.8
2026070402010702,1,07032008,16,        869,   7.6,  26.7,   4.4,  43.4,   3.2,  63.2,  21.0,  49.6,  40.8,  10.6,  63.2,  12.4,   9.1,  23.1,  26.7,  28.9
2026070402010702,1,07032016,16,        992,   8.2,  25.6,   4.2,  49.6,   2.8,  72.1,  22.6,  56.6,  39.6,  11.6,  66.1,  13.2,  10.0,  26.4,  28.3,  29.3
2026070402010702,1,07032025,16,       1110,   6.9,  28.6,   4.6,  55.5,   2.9,  80.7,  24.0,  46.7,  32.8,  12.0,  68.3,  12.5,   9.6,  20.6,  31.7,  29.6
2026070402010702,1,07032033,16,       1317,   8.2,  33.9,   3.2,  61.9,   3.0,  95.7,  26.3,  50.1,  31.9,  14.0,  58.5,  13.8,  11.3,  24.5,  33.9,  32.9
2026070402010702,1,07032041,16,       1455,   8.4,  35.2,   3.3,  29.8,   3.3,  83.1,  25.8,  50.6,  22.8,  14.5,  64.6,  13.8,  10.9,  20.4,  29.8,  34.2
2026070402010702,1,07032049,16,       1524,   8.0,  36.9,   3.4,  30.4,   3.4,  87.0,  27.0,  53.0,  23.9,  14.6,  67.7,  12.3,  10.8,  21.3,  31.2,  22.5
2026070402010702,1,07032058,16,       1708,   8.8,  40.1,   2.9,  29.0,   3.7,  97.6,  25.7,  52.5,  25.3,  14.5,  68.3,  13.2,  11.9,  22.4,  33.3,  21.3
2026070402010702,1,07032106,16,       1826,   9.0,  41.7,   2.8,  30.4,   3.7, 104.3,  27.5,  54.1,  26.5,  15.5,  73.0,  13.1,  11.7,  23.5,  35.6,  18.0
2026070402010702,1,07032114,16,       2105,   9.8,  46.7,   2.8,  29.0,   3.8, 112.2,  25.5,  48.1,  28.5,  14.5,  51.0,  11.1,  12.5,  26.7,  39.1,  17.9
2026070402010702,1,07032122,16,       2270,  10.1,  50.4,   2.9,  30.2,   3.7, 113.5,  26.7,  49.0,  28.8,  15.1,  55.0,  11.9,  12.7,  28.8,  41.2,  12.2
2026070402010702,1,07032131,16,       2438,  10.4,  46.4,   3.0,  32.5,   3.7, 121.9,  25.0,  37.5,  29.5,  15.3,  55.7,  11.6,  12.5,  30.4,  35.4,  12.2
2026070402010702,1,07032139,16,       2541,  10.5,  41.4,   2.9,  32.7,   3.6, 119.5,  25.4,  38.3,  29.0,  15.4,  53.4,  11.7,  12.3,  30.8,  36.3,  12.7
2026070402010702,1,07032147,16,       3110,  12.0,  42.1,   3.5,  38.2,   4.3, 113.0,  30.3,  27.6,  34.0,  11.7,  62.2,  13.8,  12.1,   6.6,  42.1,  15.3
2026070402010702,1,07032155,16,       3184,  11.3,  43.1,   3.5,  36.3,   4.3, 115.7,  29.2,  27.9,  34.4,  11.7,  63.6,  14.2,  12.1,   6.7,  42.4,  15.5
2026070402010702,1,07032204,16,       3373,  10.1,  43.5,   3.6,  37.4,   4.4, 112.4,  30.6,  29.6,  31.7,  11.1,  65.8,  13.0,  11.6,   7.1,  42.1,  15.5
2026070402010702,1,07032212,16,       3499,  10.0,  42.4,   3.5,  38.3,   4.4, 116.6,  31.8,  29.1,  32.9,  11.2,  59.5,  13.3,  11.9,   7.3,  41.7,  15.7
2026070402010702,1,07032220,16,       4082,  10.5,  47.3,   4.0,  42.9,   4.9, 130.6,  35.8,  33.6,  30.2,   9.0,  64.0,   7.2,   9.7,   8.3,  46.6,  17.8
2026070402010702,1,07032228,16,       4302,  10.5,  46.5,   4.2,  45.2,   5.0, 132.3,  37.8,  35.4,  30.7,   9.4,  51.3,   7.4,   9.0,   8.6,  49.1,  13.3
2026070402010702,1,07032237,16,       4480,  10.6,  47.7,   4.0,  45.3,   5.0, 123.5,  38.9,  36.9,  30.8,   9.6,  47.1,   7.6,   9.0,   8.9,  50.4,  13.0
2026070402010702,1,07032245,16,       4705,  11.0,  49.5,   4.1,  47.0,   5.2,  96.5,  39.6,  38.8,  31.8,   9.5,  47.0,   6.4,   9.3,   9.3,  52.2,  12.9
2026070402010702,1,07032253,16,       4934,  11.1,  50.6,   4.0,  46.9,   5.4,  87.7,  39.0,  38.6,  32.3,   9.5,  48.7,   6.4,   9.6,   9.7,  32.0,  12.7
2026070402010702,1,07032301,16,       5118,  11.4,  51.8,   4.1,  48.1,   5.4,  90.9,  40.1,  38.2,  33.5,   9.5,  50.5,   6.3,   9.6,   9.8,  33.2,  11.9
2026070402010702,1,07032310,16,       5389,  11.0,  53.8,   4.1,  49.5,   5.4,  89.8,  40.2,  32.1,  33.9,   9.0,  47.3,   6.1,   9.7,  10.3,  34.2,  12.3
2026070402010702,1,07032318,16,       5615,  11.0,  52.2,   4.3,  49.3,   4.9,  93.5,  41.9,  33.5,  34.2,   8.9,  48.3,   6.3,   9.7,  10.6,  35.6,  12.6
2026070402010702,1,07032326,16,       5855,  11.0,  45.4,   4.3,  47.3,   5.0,  95.5,  42.9,  34.4,  34.9,   8.6,  48.2,   6.2,   9.3,  11.1,  36.8,  12.8
2026070402010702,1,07032334,16,       6076,   9.9,  42.6,   4.4,  47.1,   5.2,  72.5,  43.7,  34.4,  35.4,   8.6,  49.6,   6.3,   9.5,  11.4,  37.3,  12.6
2026070402010702,1,07032343,16,       6250,   9.7,  43.8,   4.3,  48.0,   5.3,  73.5,  43.8,  30.4,  36.4,   8.6,  49.5,   6.1,   9.6,  11.7,  38.1,  12.6
2026070402010702,1,07032351,16,       6432,   9.9,  45.1,   4.3,  49.4,   5.4,  75.6,  41.4,  30.8,  37.2,   8.7,  49.9,   5.6,   9.7,  12.0,  38.9,  12.8
2026070402010702,1,07032359,16,       6601,   9.8,  42.5,   4.4,  49.8,   5.3,  75.4,  36.4,  31.0,  37.9,   8.5,  49.8,   5.7,  10.0,  12.3,  39.7,  13.1
2026070402010702,1,07040007,16,       6625,   9.8,  42.7,   4.3,  49.5,   5.3,  74.6,  36.0,  31.1,  37.8,   8.5,  50.0,   5.7,  10.0,  12.3,  39.8,  13.1
2026070402010702,1,07040016,16,       6843,  10.1,  44.1,   4.2,  51.1,   5.4,  73.9,  36.9,  31.8,  38.0,   8.6,  49.7,   5.4,  10.2,  12.7,  38.5,  13.2
2026070402010702,1,07040024,16,       6999,  10.3,  44.7,   4.2,  51.8,   5.5,  75.6,  27.7,  32.3,  38.6,   8.6,  49.1,   5.5,  10.3,  13.0,  39.4,  13.4
2026070402010702,1,07040032,16,       7377,  10.6,  47.2,   3.9,  54.6,   5.6,  79.7,  27.3,  33.5,  39.8,   8.9,  49.5,   5.5,  10.1,  13.7,  39.0,  13.8
2026070402010702,1,07040040,16,       7545,   9.8,  47.1,   4.0,  55.8,   5.6,  81.5,  27.1,  34.2,  40.2,   8.9,  50.7,   5.5,   9.9,  14.0,  39.9,  14.1
2026070402010702,1,07040049,16,       7727,   9.8,  47.5,   3.9,  56.1,   5.7,  82.4,  27.4,  34.7,  39.3,   8.8,  51.5,   5.6,   9.6,  14.2,  38.6,  14.0
2026070402010702,1,07040057,16,       8349,   9.0,  51.3,   3.7,  60.7,   5.8,  87.8,  29.6,  37.1,  42.5,   8.9,  54.7,   5.7,  10.1,  15.3,  41.4,  12.2
2026070402010702,1,07040105,16,       8637,   9.2,  53.1,   3.5,  62.8,   6.0,  86.3,  27.9,  37.9,  43.7,   9.0,  55.7,   5.9,  10.3,  15.7,  42.6,  12.5
2026070402010702,1,07040113,16,       8822,   9.3,  54.2,   3.5,  61.9,   5.9,  88.2,  28.5,  38.3,  44.6,   8.5,  56.9,   6.0,  10.3,  16.0,  41.7,  12.5
2026070402010702,1,07040122,16,       9070,   9.0,  55.8,   3.3,  63.6,   6.0,  90.7,  29.2,  39.4,  44.5,   8.7,  58.0,   6.1,  10.5,  16.4,  42.6,  12.6
2026070402010702,1,07040130,16,       9732,   9.1,  59.8,   2.9,  67.1,   6.4,  96.1,  30.0,  41.1,  47.4,   9.2,  62.2,   6.4,  11.3,  17.6,  45.5,  12.8
2026070402010702,1,07040138,16,       9876,   8.9,  60.7,   2.9,  66.9,   6.5,  96.3,  29.9,  41.1,  48.1,   9.3,  62.7,   6.5,  10.6,  17.8,  45.9,  13.0
2026070402010702,1,07040146,16,      10019,   8.9,  60.2,   2.9,  67.9,   6.6,  96.5,  30.1,  41.3,  47.7,   9.4,  62.1,   6.3,  10.7,  18.0,  45.5,  12.9
2026070402010702,1,07040155,16,      10236,   8.9,  60.6,   2.9,  68.8,   6.4,  98.6,  30.7,  42.2,  48.7,   8.9,  62.9,   6.4,  10.8,  18.4,  44.9,  13.0
2026070402010702,1,07040203,16,      10372,   8.1,  61.0,   3.0,  69.1,   6.4,  96.4,  31.1,  42.5,  49.3,   9.0,  61.4,   6.5,  10.9,  18.7,  45.3,  13.1
2026070402010702,1,07040211,16,      10657,   8.0,  62.2,   2.9,  71.0,   6.5,  97.9,  31.9,  43.7,  50.7,   9.3,  62.2,   6.5,  11.1,  19.1,  43.4,  13.4
2026070402010702,1,07040219,16,      10730,   7.9,  62.6,   2.9,  70.9,   6.4,  98.6,  32.1,  44.0,  50.4,   9.3,  61.7,   6.6,  11.1,  18.9,  43.7,  13.4
2026070402010702,1,07040228,16,      10800,   7.9,  62.6,   2.9,  71.4,   6.4,  99.3,  32.3,  42.9,  50.8,   9.3,  57.9,   6.6,  11.1,  19.0,  42.9,  13.5
2026070402010702,1,07040236,16,      11335,   6.7,  62.1,   3.0,  71.4,   6.5, 101.8,  32.6,  44.8,  53.0,   9.7,  60.8,   6.6,  11.5,  19.9,  45.1,  12.4
2026070402010702,1,07040244,16,      11586,   6.6,  63.0,   3.0,  72.9,   6.4,  92.6,  33.3,  45.2,  49.5,   9.8,  61.3,   6.8,  11.7,  19.8,  45.8,  12.3
2026070402010702,1,07040253,16,      11795,   6.7,  63.7,   3.0,  74.2,   6.4,  94.3,  33.9,  46.0,  49.9,   9.8,  60.4,   6.8,  11.9,  20.2,  46.7,  10.8
2026070402010702,1,07040301,16,      11928,   6.6,  61.5,   3.0,  73.4,   6.4,  93.5,  33.2,  46.3,  50.4,   9.9,  59.2,   6.9,  12.0,  19.7,  47.0,  10.9
2026070402010702,1,07040309,16,      12012,   6.6,  61.2,   3.0,  73.9,   6.4,  94.2,  33.4,  46.6,  50.5,  10.0,  59.6,   6.9,  11.9,  19.8,  47.3,  10.9
2026070402010702,1,07040317,16,      12132,   6.6,  61.4,   3.0,  74.0,   6.4,  95.1,  33.5,  47.1,  51.0,  10.0,  59.9,   7.0,  12.0,  19.6,  47.8,  10.8
2026070402010702,1,07040326,16,      12159,   6.6,  61.1,   3.0,  74.2,   6.4,  95.3,  32.9,  47.2,  51.1,  10.1,  59.6,   7.0,  12.0,  19.6,  47.9,  10.8
2026070402010702,1,07040334,16,      12364,   6.6,  58.1,   3.0,  74.9,   6.5,  96.9,  33.3,  48.0,  52.0,   9.8,  60.3,   7.0,  11.6,  19.9,  48.4,  10.7
2026070402010702,1,07040342,16,      12470,   6.5,  58.6,   3.0,  75.5,   6.6,  97.8,  33.5,  48.4,  52.5,   9.9,  60.8,   7.1,  11.0,  20.1,  48.6,  10.8
2026070402010702,1,07040350,16,      12559,   6.5,  59.1,   3.0,  76.1,   6.5,  98.5,  33.8,  48.3,  52.8,   9.9,  60.8,   7.1,  11.0,  20.2,  48.5,  10.8
2026070402010702,1,07040359,16,      12613,   6.5,  59.0,   3.0,  75.8,   6.5,  97.9,  33.8,  48.0,  52.8,  10.0,  60.4,   7.1,  10.9,  19.9,  48.2,  10.8
