ÉåÅ[ÉXID,ãÊï™,åéì˙éûï™,ì™êî,íPèüï[êî, 1î‘, 2î‘, 3î‘, 4î‘, 5î‘, 6î‘, 7î‘, 8î‘, 9î‘,10î‘,11î‘,12î‘,13î‘,14î‘,15î‘
2026062009030511,1,06191840,15,          2,   0.0,   0.0,   1.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2026062009030511,1,06191848,15,         59,  47.2,  11.8,  15.7,   0.0,  47.2,  23.6,   0.0,  23.6,  47.2,   5.9,   3.6,  23.6,   3.9,   4.7,   0.0
2026062009030511,1,06191857,15,        134,  26.8,   4.4,  11.9,   0.0,  26.8,  53.6, 107.2,  35.7,  26.8,  11.9,   4.8,   6.7,   5.3,   6.7,   0.0
2026062009030511,1,06191905,15,        228,  30.4,   7.0,   5.7,   0.0,  30.4,  45.6,  60.8,  60.8,  45.6,   6.0,   8.2,   6.2,   3.9,  10.7,   0.0
2026062009030511,1,06191913,15,        355,  31.5,   5.4,   3.0,   0.0,  47.3,  71.0,  56.8,  11.3,  71.0,   9.1,  12.3,   8.3,   5.6,  15.7, 142.0
2026062009030511,1,06191921,15,        424,  26.0,   6.0,   3.3, 339.2,  37.6,  56.5,  67.8,   7.2,  84.8,  10.9,  14.7,   8.2,   6.5,   9.9, 169.6
2026062009030511,1,06191930,15,        538,  28.6,   7.4,   3.6, 143.4,  47.8,  71.7,  71.7,   4.2,  86.0,  13.0,  16.5,   9.1,   6.9,   9.5, 107.6
2026062009030511,1,06191938,15,        681,  16.0,   9.2,   4.0,  36.3,  54.4,  77.8,  90.8,   4.1,  90.8,  15.5,  17.0,   8.7,   8.0,   7.3,  77.8
2026062009030511,1,06191946,15,        764,  17.9,   9.8,   4.1,  38.2,  50.9,  87.3,  87.3,   4.1,  76.4,  14.9,  15.2,   8.8,   7.8,   6.8,  87.3
2026062009030511,1,06191954,15,        927,  21.8,  10.0,   4.4,  33.7,  61.8,  61.8,  92.7,   4.9,  82.4,  16.8,   9.1,   9.1,   6.3,   6.6, 105.9
2026062009030511,1,06192003,15,       1212,  25.5,   8.0,   4.5,  44.0,  74.5,  16.7, 107.7,   6.4,  88.1,  21.0,   8.0,   7.8,   8.2,   6.1,  74.5
2026062009030511,1,06192011,15,       1469,  22.1,   9.1,   3.8,  34.5,  90.4,  17.0, 130.5,   7.3,  90.4,  15.8,   8.3,   8.2,   8.2,   6.8,  90.4
2026062009030511,1,06192019,15,       1607,  24.2,   7.6,   3.6,  35.7,  98.8,  18.3, 116.8,   7.9,  91.8,  17.3,   8.3,   8.8,   8.5,   6.9,  75.6
2026062009030511,1,06192027,15,       1999,  25.7,   7.9,   3.6,  25.7, 114.2,  21.3, 133.2,   8.9,  59.2,  19.9,   7.3,   8.9,  10.3,   5.6,  94.0
2026062009030511,1,06192036,15,       2353,  26.8,   9.0,   3.9,  28.9, 125.4,  24.7, 134.4,  10.1,  67.2,  10.3,   8.1,   6.4,  12.0,   5.5, 110.7
2026062009030511,1,06192044,15,       2748,  30.5,   7.9,   3.4,  33.8, 129.3,  24.9, 129.3,  10.3,  75.8,  11.8,   9.3,   7.0,  13.3,   5.3,  95.5
2026062009030511,1,06192052,15,       3116,  33.2,   8.9,   3.1,  37.2, 146.6,  28.3, 138.4,  11.7,  83.0,  13.2,   9.4,   5.4,  14.2,   5.6, 103.8
2026062009030511,1,06192100,15,       3822,  33.2,   9.9,   2.5,  43.0, 145.6,  33.9, 145.6,  13.5,  98.6,  14.4,  10.8,   5.6,  15.8,   6.0,  55.5
2026062009030511,1,06192109,15,       4125,  30.2,  10.3,   2.7,  46.4, 150.0,  34.0, 126.9,  13.2, 103.1,  15.4,  10.8,   5.9,  11.0,   6.0,  56.8
2026062009030511,1,06192117,15,       4706,  30.3,  11.5,   2.9,  39.6, 150.5,  37.2,  99.0,   8.9, 110.7,  17.1,  11.6,   6.1,   8.8,   6.1,  60.7
2026062009030511,1,06192125,15,       4960,  29.8,   8.9,   2.9,  41.3, 146.9,  38.5, 101.7,   9.3, 116.7,  18.1,  12.2,   6.1,   9.1,   6.1,  53.6
2026062009030511,1,06192134,15,       5353,  31.2,   9.1,   3.1,  41.5, 147.6,  41.1,  93.0,   9.1, 107.0,  19.0,  11.4,   6.0,   9.2,   6.0,  40.4
2026062009030511,1,06192142,15,       5635,  32.4,   9.5,   3.2,  42.5, 150.2,  38.8,  81.9,   9.2, 102.4,  15.2,  11.4,   5.5,   9.5,   6.2,  38.8
2026062009030511,1,06192150,15,       6003,  34.3,   9.8,   3.3,  38.1, 154.9,  39.0,  85.7,   8.8, 106.7,  16.2,  11.1,   5.7,  10.0,   5.5,  41.4
2026062009030511,1,06192158,15,       6329,  36.1,  10.0,   3.3,  39.8, 148.9,  37.2,  88.8,   9.1, 105.4,  16.1,  11.5,   5.8,  10.3,   5.0,  41.8
2026062009030511,1,06192207,15,       6877,  37.1,  10.6,   3.2,  42.9, 157.1,  33.5,  94.8,   9.1, 107.8,  17.0,  10.4,   5.5,  10.6,   5.3,  45.0
2026062009030511,1,06192215,15,       7118,  37.9,  10.7,   3.2,  40.9, 153.9,  34.0,  83.7,   8.3, 109.5,  17.0,  10.7,   5.7,  10.6,   5.4,  45.9
2026062009030511,1,06192223,15,       8008,  41.6,  11.9,   3.5,  43.8, 164.2,  36.4,  81.0,   8.0, 118.6,  18.8,  11.5,   6.0,   5.7,   6.0,  51.2
2026062009030511,1,06192231,15,       8256,  42.6,  11.6,   3.5,  44.0, 169.3,  37.3,  83.6,   8.1, 120.0,  19.3,  11.7,   6.0,   5.8,   5.9,  51.6
2026062009030511,1,06192240,15,       8802,  44.0,  12.0,   3.6,  45.7, 176.0,  34.5,  84.8,   8.0, 123.5,  19.7,  12.4,   6.3,   5.3,   5.7,  53.3
2026062009030511,1,06192248,15,       9191,  45.9,  12.2,   3.6,  47.1, 183.8,  36.0,  87.5,   8.0, 128.9,  20.4,  12.3,   6.3,   5.4,   5.3,  55.7
2026062009030511,1,06192256,15,       9586,  44.3,  12.0,   3.6,  45.1, 178.3,  35.6,  79.0,   7.4,  98.3,  20.3,  12.4,   6.5,   5.6,   5.4,  57.6
2026062009030511,1,06192304,15,       9904,  45.5,  12.3,   3.7,  46.0, 180.0,  36.6,  78.4,   7.7,  99.0,  20.7,  11.7,   6.6,   5.6,   5.1,  59.1
2026062009030511,1,06192313,15,      10391,  47.5,  12.5,   3.8,  39.0, 188.9,  37.7,  81.4,   7.8,  97.7,  21.0,  11.7,   6.2,   5.8,   5.0,  58.9
2026062009030511,1,06192321,15,      10888,  49.4,  12.4,   3.5,  38.8, 189.3,  38.0,  60.4,   8.1, 100.1,  21.7,  12.1,   6.4,   6.0,   5.0,  60.9
2026062009030511,1,06192329,15,      11585,  50.6,  11.4,   3.4,  41.1, 162.5,  40.1,  64.3,   8.1, 101.8,  23.1,  12.7,   6.6,   6.3,   4.9,  57.9
2026062009030511,1,06192337,15,      12469,  52.7,  12.1,   3.5,  43.1, 175.0,  38.0,  68.3,   8.4,  98.7,  24.6,  10.4,   6.9,   5.9,   4.9,  59.3
2026062009030511,1,06192346,15,      12914,  51.3,  12.5,   3.4,  42.8, 181.2,  39.1,  69.3,   8.6,  99.3,  25.3,  10.7,   6.7,   5.9,   4.8,  61.1
2026062009030511,1,06192354,15,      13055,  51.4,  12.4,   3.4,  42.6, 183.2,  39.5,  66.9,   8.3, 100.4,  25.4,  10.7,   6.7,   6.0,   4.9,  61.7
2026062009030511,1,06200007,15,      13461,  52.7,  12.8,   3.4,  40.4, 179.4,  40.0,  68.5,   8.3, 103.5,  26.0,  10.4,   6.6,   6.2,   4.9,  63.7
2026062009030511,1,06200015,15,      13760,  49.5,  12.9,   3.4,  40.9, 166.7,  39.7,  70.1,   8.3, 105.8,  26.5,  10.5,   6.5,   6.2,   4.7,  62.9
2026062009030511,1,06200023,15,      14350,  49.4,  13.5,   3.4,  41.0, 173.9,  40.0,  66.7,   8.4, 106.2,  27.5,  10.6,   6.8,   6.5,   4.4,  65.2
2026062009030511,1,06200031,15,      14542,  47.4,  13.1,   3.4,  41.5, 176.2,  40.3,  66.4,   8.3, 107.7,  27.8,  10.7,   6.8,   6.5,   4.4,  64.6
2026062009030511,1,06200040,15,      14864,  48.1,  12.9,   3.5,  34.4, 130.6,  41.1,  67.1,   8.4, 107.1,  28.4,  10.8,   6.9,   6.5,   4.4,  66.0
2026062009030511,1,06200048,15,      15051,  47.9,  12.8,   3.5,  32.8, 130.8,  41.5,  68.0,   8.5, 108.4,  28.1,  10.9,   7.0,   6.5,   4.4,  64.7
2026062009030511,1,06200056,15,      15204,  46.6,  12.9,   3.5,  33.2, 132.2,  40.6,  66.4,   8.4, 107.6,  28.2,  10.9,   6.9,   6.5,   4.4,  65.3
2026062009030511,1,06200104,15,      15415,  46.5,  13.1,   3.4,  33.3, 131.1,  41.2,  67.3,   8.5, 103.6,  27.7,  11.0,   6.9,   6.6,   4.4,  65.5
2026062009030511,1,06200113,15,      15531,  46.5,  13.0,   3.4,  33.5, 132.1,  41.5,  67.5,   8.3, 104.4,  27.3,  11.0,   6.9,   6.6,   4.4,  66.0
2026062009030511,1,06200121,15,      15840,  46.9,  12.9,   3.5,  33.7, 125.4,  42.3,  68.8,   8.4, 102.1,  27.8,  11.1,   6.6,   6.7,   4.4,  65.6
2026062009030511,1,06200129,15,      16064,  45.8,  13.0,   3.5,  34.1, 127.2,  41.8,  68.3,   8.3, 103.6,  27.6,  10.8,   6.6,   6.7,   4.4,  66.5
2026062009030511,1,06200137,15,      16293,  46.5,  13.1,   3.5,  34.0, 129.0,  42.4,  68.9,   8.3, 105.1,  27.9,  10.9,   6.7,   6.4,   4.4,  67.5
2026062009030511,1,06200146,15,      16386,  46.8,  13.0,   3.5,  34.0, 129.7,  42.6,  69.3,   8.4, 105.7,  28.0,  10.8,   6.7,   6.4,   4.5,  67.5
2026062009030511,1,06200154,15,      16533,  46.5,  13.1,   3.5,  34.2, 129.6,  39.2,  69.9,   8.4, 106.6,  28.2,  10.8,   6.8,   6.3,   4.5,  67.4
2026062009030511,1,06200202,15,      16669,  46.6,  13.2,   3.5,  34.4, 130.7,  39.3,  70.5,   8.4, 106.6,  28.3,  10.9,   6.8,   6.2,   4.5,  67.6
2026062009030511,1,06200210,15,      16920,  47.0,  12.9,   3.5,  34.9, 132.7,  39.9,  70.5,   8.4, 108.2,  28.6,  11.0,   6.9,   6.3,   4.4,  68.7
