ÉåÅ[ÉXID,ãÊï™,åéì˙éûï™,ì™êî,íPèüï[êî, 1î‘, 2î‘, 3î‘, 4î‘, 5î‘, 6î‘, 7î‘, 8î‘, 9î‘,10î‘,11î‘,12î‘
2026071802011106,1,07171834,12,         20,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   1.0
2026071802011106,1,07171843,12,         35,   0.0,   0.0,   0.0,  28.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   3.1,   1.1
2026071802011106,1,07171851,12,         51,  20.4,  40.8,   0.0,  13.6,  40.8,  20.4,   0.0,  13.6,   0.0,  13.6,   4.0,   1.5
2026071802011106,1,07171859,12,         55,  22.0,  44.0,   0.0,  14.6,  22.0,  22.0,   0.0,  14.6,  22.0,  14.6,   4.4,   1.6
2026071802011106,1,07171907,12,         76,  12.1,  30.4,   6.0,  10.1,  30.4,  30.4,   0.0,  15.2,  15.2,  20.2,   6.0,   2.1
2026071802011106,1,07171916,12,        122,  16.2,  32.5,   9.7,   8.8,  24.4,  32.5,  97.6,  16.2,  19.5,  32.5,   3.2,   2.4
2026071802011106,1,07171924,12,        155,  15.5,  41.3,   9.5,   8.8,  31.0,  41.3,  41.3,  17.7,  24.8,  41.3,   4.0,   2.0
2026071802011106,1,07171932,12,        177,  10.1,  35.4,  10.8,   9.4,   9.4,  47.2,  47.2,  20.2,  23.6,  35.4,   4.4,   2.3
2026071802011106,1,07171940,12,        248,  12.4,   6.6,  10.4,   9.0,  12.4,  33.0,  39.6,  22.0,  24.8,  33.0,   5.8,   2.5
2026071802011106,1,07171949,12,        283,  11.9,   5.1,  11.9,   9.0,  14.1,  28.3,  37.7,  15.0,  22.6,  37.7,   6.1,   2.9
2026071802011106,1,07171957,12,        305,  12.8,   5.0,  12.8,   9.0,  11.6,  30.5,  30.5,  11.6,  24.4,  34.8,   6.4,   3.0
2026071802011106,1,07172005,12,        404,  17.0,   6.5,  17.0,  10.1,  10.4,   8.5,  29.3,   4.6,  29.3,  46.1,   8.5,   4.0
2026071802011106,1,07172013,12,        436,  18.3,   6.5,  17.4,  10.5,   8.9,   8.7,  31.7,   4.8,  24.9,  31.7,   8.7,   4.1
2026071802011106,1,07172022,12,        481,  17.4,   6.8,  19.2,  11.6,   9.3,   9.6,  34.9,   5.3,  27.4,  32.0,   5.1,   4.5
2026071802011106,1,07172030,12,        530,  17.6,   6.0,  20.1,  11.7,   8.1,  10.3,  38.5,   5.5,  24.9,  30.2,   5.5,   4.6
2026071802011106,1,07172038,12,        584,  19.4,   6.1,  22.2,  11.9,   8.6,  11.3,  31.1,   4.7,  22.2,  33.3,   5.9,   4.5
2026071802011106,1,07172046,12,        632,  19.4,   5.8,  22.9,   9.0,   8.8,  12.0,  31.6,   5.1,  21.9,  33.7,   6.3,   4.5
2026071802011106,1,07172055,12,        696,  20.6,   6.0,  24.2,   9.7,   5.8,  12.6,  32.7,   5.4,  19.2,  34.8,   6.7,   4.9
2026071802011106,1,07172103,12,        733,  19.5,   5.6,  25.4,   9.9,   5.9,  11.9,  34.4,   5.6,  18.3,  29.3,   7.1,   5.0
2026071802011106,1,07172111,12,        764,  19.1,   5.7,  25.4,  10.1,   5.9,  12.4,  35.9,   5.6,  19.1,  29.1,   6.5,   5.0
2026071802011106,1,07172119,12,        914,  20.8,   5.9,  30.4,  11.9,   5.1,  14.6,  10.7,   6.5,  22.1,  22.8,   7.4,   5.3
2026071802011106,1,07172128,12,        951,  21.7,   5.8,  31.7,  12.2,   5.2,  15.2,   9.6,   6.5,  20.0,  23.0,   7.6,   5.5
2026071802011106,1,07172136,12,       1150,   6.6,   5.8,  30.6,  13.9,   6.1,  17.3,   9.6,   7.6,  22.4,  24.8,   8.7,   5.8
2026071802011106,1,07172144,12,       1177,   6.8,   5.7,  30.3,  13.6,   6.1,  17.7,   9.8,   7.7,  20.4,  23.5,   8.7,   5.9
2026071802011106,1,07172152,12,       1265,   7.2,   5.8,  30.6,  12.6,   6.3,  15.3,  10.4,   8.1,  16.0,  22.0,   8.5,   6.1
2026071802011106,1,07172201,12,       1318,   7.5,   5.8,  30.1,  12.4,   6.5,  15.7,  10.7,   8.5,  16.7,  21.5,   7.5,   6.0
2026071802011106,1,07172209,12,       1393,   7.9,   5.8,  31.8,  12.8,   6.8,  16.1,  11.0,   8.9,  17.6,  21.4,   6.4,   5.6
2026071802011106,1,07172217,12,       1448,   8.1,   5.7,  32.1,  13.1,   6.7,  16.5,  11.3,   9.2,  14.1,  22.2,   6.5,   5.6
2026071802011106,1,07172226,12,       1560,   8.0,   4.9,  33.7,  14.1,   6.7,  16.8,  12.1,   9.6,  14.3,  24.0,   7.0,   5.6
2026071802011106,1,07172234,12,       1639,   8.3,   5.2,  35.4,  14.4,   5.4,  17.4,  12.7,  10.0,  14.2,  25.2,   7.1,   5.8
2026071802011106,1,07172242,12,       1711,   7.6,   5.1,  35.0,  13.8,   5.4,  18.0,  13.2,  10.1,  14.8,  26.3,   7.3,   5.7
2026071802011106,1,07172250,12,       1849,   8.2,   3.9,  37.9,  14.2,   5.8,  19.2,  14.3,  10.7,  15.9,  23.4,   7.9,   6.0
2026071802011106,1,07172259,12,       1962,   8.4,   3.7,  36.5,  14.9,   6.1,  19.1,  14.9,  10.9,  16.0,  23.0,   8.3,   5.9
2026071802011106,1,07172307,12,       1993,   8.6,   3.6,  37.0,  15.1,   6.1,  19.4,  15.1,  11.0,  16.2,  22.7,   8.3,   5.8
2026071802011106,1,07172315,12,       2130,   8.9,   3.7,  36.2,  16.0,   6.3,  20.0,   9.3,  11.4,  17.2,  21.3,   8.7,   6.1
2026071802011106,1,07172323,12,       2231,   9.1,   3.8,  37.1,  16.0,   6.3,  20.9,   9.7,   8.6,  17.6,  22.3,   8.9,   6.3
2026071802011106,1,07172332,12,       2290,   9.2,   3.8,  37.3,  16.5,   6.4,  21.3,   9.9,   8.6,  17.6,  21.5,   9.1,   6.0
2026071802011106,1,07172340,12,       2323,   9.3,   3.7,  37.1,  16.7,   6.4,  21.6,  10.1,   8.7,  17.5,  21.6,   9.1,   6.0
2026071802011106,1,07172348,12,       2407,   9.7,   3.7,  38.5,  16.6,   5.6,  22.1,  10.4,   8.9,  17.9,  22.3,   9.3,   6.2
2026071802011106,1,07172356,12,       2443,   9.8,   3.7,  39.0,  16.8,   5.7,  22.4,  10.5,   9.0,  18.2,  22.4,   9.3,   5.9
2026071802011106,1,07180005,12,       2518,   7.9,   3.7,  39.4,  17.0,   5.9,  23.1,  10.8,   9.1,  18.4,  23.1,   9.5,   6.1
2026071802011106,1,07180013,12,       2528,   8.0,   3.7,  39.6,  16.9,   5.9,  22.7,  10.8,   9.1,  18.3,  23.2,   9.5,   6.1
2026071802011106,1,07180021,12,       2575,   8.1,   3.8,  40.3,  17.1,   5.9,  22.8,  11.0,   9.1,  17.9,  23.4,   9.5,   5.9
2026071802011106,1,07180029,12,       2617,   8.2,   3.7,  41.0,  17.3,   6.0,  23.0,  10.7,   9.3,  16.7,  23.7,   9.7,   6.0
2026071802011106,1,07180038,12,       2669,   8.2,   3.7,  41.8,  17.2,   6.0,  23.2,  10.8,   9.0,  16.8,  24.2,   9.5,   6.1
2026071802011106,1,07180046,12,       2742,   8.4,   3.7,  42.1,  17.5,   5.5,  23.0,  11.1,   9.2,  17.2,  24.6,   9.6,   6.3
2026071802011106,1,07180054,12,       2830,   8.7,   3.7,  43.5,  17.8,   5.5,  22.4,  10.6,   9.2,  17.6,  25.1,   9.8,   6.1
2026071802011106,1,07180102,12,       2889,   8.8,   3.7,  44.4,  18.0,   5.6,  20.8,   9.9,   9.3,  17.9,  25.6,   9.9,   6.0
2026071802011106,1,07180111,12,       2936,   8.7,   3.7,  45.1,  16.6,   5.6,  21.1,  10.0,   9.4,  17.9,  25.5,   9.9,   6.1
