ÉåÅ[ÉXID,ãÊï™,åéì˙éûï™,ì™êî,íPèüï[êî, 1î‘, 2î‘, 3î‘, 4î‘, 5î‘, 6î‘, 7î‘, 8î‘, 9î‘,10î‘
2026062710020105,1,06261834,10,          3,   0.0,   1.2,   0.0,   2.4,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2026062710020105,1,06261842,10,         37,  14.8,   4.2,   2.2,  14.8,  29.6,  29.6,  14.8,  14.8,   4.9,  29.6
2026062710020105,1,06261851,10,         59,   9.4,   5.9,   3.3,   5.2,  47.2,  23.6,  15.7,   9.4,   5.9,  11.8
2026062710020105,1,06261859,10,         93,  10.6,   6.7,   4.3,   6.7,  37.2,  18.6,   8.2,   9.3,   4.1,  12.4
2026062710020105,1,06261907,10,        159,  15.9,   2.2,   7.4,  10.6,  42.4,   9.0,  12.7,  12.7,   6.3,  15.9
2026062710020105,1,06261915,10,        189,  16.8,   2.5,   8.4,   6.5,  50.4,   6.0,  13.7,  13.7,   7.5,  16.8
2026062710020105,1,06261924,10,        247,  11.6,   2.9,  10.4,   7.9,  49.4,   5.0,  14.1,  17.9,   4.7,  21.9
2026062710020105,1,06261932,10,        285,  13.4,   3.1,   9.9,   9.1,   9.9,   5.0,  13.4,  20.7,   5.4,  22.8
2026062710020105,1,06261940,10,        329,  10.1,   3.0,  10.9,   9.4,  10.9,   5.7,  12.5,  23.9,   4.9,  26.3
2026062710020105,1,06261948,10,        386,  11.0,   2.9,  10.2,   9.9,  12.3,   4.9,  13.4,  22.0,   5.6,  23.7
2026062710020105,1,06261957,10,        580,  16.0,   3.8,  13.2,  14.9,  16.5,   2.9,  10.0,  27.2,   4.5,  35.6
2026062710020105,1,06262005,10,        611,  16.2,   4.0,  13.5,  14.8,  16.8,   3.0,  10.6,  27.1,   4.7,  14.3
2026062710020105,1,06262013,10,        711,  18.3,   4.0,  11.1,  16.7,  16.7,   3.2,  10.9,  27.0,   4.2,  14.2
2026062710020105,1,06262021,10,        770,  18.6,   3.7,  11.6,  13.6,  17.6,   3.3,  11.8,  24.6,   4.3,  15.4
2026062710020105,1,06262030,10,        847,  19.9,   3.6,  11.8,  14.7,  15.4,   3.4,  12.5,  27.1,   4.4,  12.5
2026062710020105,1,06262038,10,        947,  21.6,   4.0,  13.2,  16.1,  16.4,   2.8,  11.8,  23.6,   4.9,  13.5
2026062710020105,1,06262046,10,       1098,  21.4,   4.5,  13.9,  18.6,  18.3,   2.8,  11.1,  26.6,   3.8,  15.4
2026062710020105,1,06262054,10,       1150,  21.9,   4.5,  12.6,  19.1,  18.0,   2.9,  10.8,  27.0,   3.7,  15.3
2026062710020105,1,06262103,10,       1249,  20.3,   4.5,  12.3,  19.9,  18.5,   3.1,   9.8,  25.6,   3.7,  14.9
2026062710020105,1,06262111,10,       1282,  20.1,   4.5,  11.0,  20.1,  18.9,   3.1,   9.5,  26.2,   3.8,  15.0
2026062710020105,1,06262119,10,       1544,  23.7,   4.5,  11.0,  21.2,  20.9,   3.6,   5.3,  28.7,   3.9,  17.1
2026062710020105,1,06262127,10,       1625,  24.5,   4.4,  11.0,  22.0,  19.6,   3.6,   5.3,  28.8,   4.0,  17.8
2026062710020105,1,06262136,10,       1782,  26.8,   3.6,  11.6,  23.3,  20.9,   3.9,   5.2,  29.7,   4.3,  18.5
2026062710020105,1,06262144,10,       1829,  27.0,   3.7,  11.8,  22.8,  19.7,   3.8,   5.3,  28.6,   4.2,  18.7
2026062710020105,1,06262152,10,       1904,  25.8,   3.7,  11.8,  22.4,  16.3,   3.9,   5.4,  28.2,   4.3,  18.8
2026062710020105,1,06262200,10,       2045,  27.7,   4.0,  12.4,  24.0,  16.1,   4.1,   5.7,  30.2,   3.5,  19.4
2026062710020105,1,06262209,10,       2216,  27.2,   4.0,  11.5,  21.3,  17.3,   4.3,   6.0,  31.1,   3.3,  20.3
