ÉåÅ[ÉXID,ãÊï™,åéì˙éûï™,ì™êî,íPèüï[êî, 1î‘, 2î‘, 3î‘, 4î‘, 5î‘, 6î‘, 7î‘, 8î‘, 9î‘
2026070402010701,1,07031837,9,        167,   0.0,   1.2,   5.8, 133.6,  44.5,   0.0,   4.4,   0.0,   0.0
2026070402010701,1,07031842,9,        178, 142.4,   1.2,   5.4, 142.4,  47.4,   0.0,   4.5,   0.0, 142.4
2026070402010701,1,07031847,9,        259, 207.2,   1.1,   4.6, 207.2,  51.8,   0.0,   6.6,   0.0, 207.2
2026070402010701,1,07031852,9,        278, 222.4,   1.2,   3.9,  55.6,  55.6, 222.4,   6.9, 222.4, 222.4
2026070402010701,1,07031858,9,        294, 235.2,   1.3,   3.8,  33.6,  33.6, 235.2,   6.5, 235.2, 117.6
2026070402010701,1,07031903,9,        413, 330.4,   1.8,   2.0,  25.4,  36.7,  30.0,   9.1, 330.4, 165.2
2026070402010701,1,07031908,9,        433,  57.7,   1.8,   2.1,  26.6,  31.4,  20.3,   9.6, 346.4, 173.2
2026070402010701,1,07031913,9,        453,  32.9,   1.8,   2.2,  25.8,  32.9,  18.1,   9.2, 362.4,  90.6
2026070402010701,1,07031919,9,        481,  32.0,   1.9,   2.2,  27.4,  34.9,  16.0,   8.7, 192.4,  76.9
2026070402010701,1,07031924,9,        815,  54.3,   1.2,   3.7,  23.2,  46.5,  19.1,  14.1, 326.0, 130.4
2026070402010701,1,07031929,9,        991,  52.8,   1.5,   2.3,  27.3,  56.6,  22.6,  16.1, 158.5, 132.1
2026070402010701,1,07031934,9,       1028,  54.8,   1.6,   2.4,  28.3,  23.4,  22.2,  16.4,  74.7, 137.0
2026070402010701,1,07031940,9,       1074,  53.7,   1.6,   2.5,  29.6,  23.8,  22.6,   9.5,  71.6, 122.7
2026070402010701,1,07031945,9,       1366,  64.2,   2.1,   1.7,  34.1,  28.7,  28.0,  11.6,  91.0, 156.1
2026070402010701,1,07031950,9,       1443,  64.1,   2.1,   1.8,  27.4,  25.6,  26.2,  10.8,  96.2, 164.9
2026070402010701,1,07031955,9,       1501,  46.1,   2.1,   1.8,  25.0,  26.1,  24.5,  10.5,  92.3,  85.7
2026070402010701,1,07032001,9,       1580,  45.1,   2.2,   1.8,  25.7,  27.4,  24.3,   9.6,  90.2,  90.2
2026070402010701,1,07032006,9,       1638,  43.6,   2.2,   1.9,  25.6,  27.3,  19.2,   8.7,  93.6,  77.0
2026070402010701,1,07032011,9,       1686,  38.5,   2.2,   1.9,  22.1,  27.5,  19.2,   8.8,  96.3,  64.2
2026070402010701,1,07032016,9,       1717,  37.1,   2.2,   1.9,  22.1,  28.0,  19.3,   8.8,  98.1,  65.4
2026070402010701,1,07032022,9,       1765,  36.2,   2.2,   1.9,  20.1,  27.6,  19.0,   8.7, 100.8,  64.1
2026070402010701,1,07032027,9,       1843,  32.7,   2.2,   2.0,  19.4,  24.1,  19.4,   8.3,  92.1,  64.1
