ÉåÅ[ÉXID,ãÊï™,åéì˙éûï™,ì™êî,íPèüï[êî, 1î‘, 2î‘, 3î‘, 4î‘, 5î‘, 6î‘, 7î‘, 8î‘, 9î‘,10î‘
2026062005030505,1,06191842,10,         11,   8.8,   8.8,   0.0,   1.2,   0.0,   8.8,   0.0,   0.0,   8.8,   0.0
2026062005030505,1,06191850,10,         55,   6.2,  22.0,   0.0,   1.6,  22.0,  22.0,  22.0,   0.0,   3.3,  44.0
2026062005030505,1,06191859,10,         96,   2.7,  38.4,   0.0,   2.4,  15.3,  25.6,  38.4,  19.2,   3.8,  76.8
2026062005030505,1,06191907,10,        237,   6.5,  63.2,   0.0,   4.6,  37.9,  37.9,  12.6,  37.9,   1.4,  94.8
2026062005030505,1,06191915,10,        302,   6.7,  17.2,  20.1,   4.5,  34.5,  30.2,  16.1,  40.2,   1.6, 120.8
2026062005030505,1,06191923,10,        436,   8.5,  24.9,  29.0,   5.3,  34.8,  43.6,  18.3,  49.8,   1.3, 116.2
2026062005030505,1,06191932,10,        487,   9.0,  25.9,  29.9,   5.8,  25.9,  32.4,  20.5,  48.7,   1.3, 129.8
2026062005030505,1,06191940,10,        549,   9.1,  25.8,  31.3,   4.8,  25.8,  27.4,  23.1,  48.8,   1.3, 146.4
2026062005030505,1,06191948,10,        627,  10.0,  26.4,  31.3,   4.9,  19.2,  16.7,  20.9,  45.6,   1.4, 100.3
2026062005030505,1,06191956,10,        693,  10.2,  27.7,  29.1,   4.3,  19.8,  14.2,  20.5,  42.6,   1.5, 110.8
2026062005030505,1,06192005,10,        867,  12.3,  30.1,  28.9,   4.7,  16.9,  14.7,  23.9,  43.3,   1.4,  99.0
2026062005030505,1,06192013,10,       1149,  15.5,  27.8,  38.3,   4.8,  18.3,  11.9,  29.6,  54.0,   1.3, 131.3
2026062005030505,1,06192021,10,       1304,  13.2,  31.6,  41.7,   3.5,  19.6,  13.2,  31.6,  57.9,   1.5, 149.0
2026062005030505,1,06192029,10,       1423,   9.8,  32.5,  40.6,   3.4,  20.6,  13.5,  29.1,  42.1,   1.6,  87.5
2026062005030505,1,06192038,10,       1467,   9.6,  33.5,  37.8,   3.4,  20.9,  12.2,  27.9,  40.4,   1.6,  90.2
2026062005030505,1,06192046,10,       1827,   9.3,  40.6,  47.1,   3.5,  25.6,  12.9,  31.7,  48.7,   1.5, 112.4
2026062005030505,1,06192054,10,       2508,  11.9,  52.8,  60.8,   4.6,  28.2,  14.5,  42.6,  64.7,   1.3, 143.3
2026062005030505,1,06192102,10,       2739,   8.0,  54.7,  62.6,   4.6,  25.7,  15.4,  39.8,  70.6,   1.3, 128.8
2026062005030505,1,06192111,10,       2811,   8.1,  52.2,  59.1,   4.5,  24.9,  14.9,  36.2,  52.2,   1.4, 118.3
2026062005030505,1,06192119,10,       2912,   8.2,  50.6,  56.8,   4.5,  24.7,  14.0,  34.7,  52.9,   1.4, 101.2
2026062005030505,1,06192127,10,       3102,   8.6,  53.9,  57.7,   4.0,  22.5,  14.5,  35.9,  49.6,   1.4, 103.4
2026062005030505,1,06192136,10,       3282,   8.9,  57.0,  55.8,   4.1,  22.0,  15.0,  26.5,  49.5,   1.4,  70.9
2026062005030505,1,06192144,10,       3385,   8.9,  48.3,  47.5,   4.2,  22.5,  15.0,  17.8,  50.1,   1.5,  71.2
2026062005030505,1,06192152,10,       3678,   7.8,  52.5,  46.7,   4.0,  16.7,  14.9,  16.3,  53.4,   1.6,  77.4
2026062005030505,1,06192200,10,       3880,   7.9,  54.4,  47.7,   4.1,  16.6,  14.4,  16.5,  47.7,   1.6,  81.6
2026062005030505,1,06192209,10,       4114,   8.1,  57.7,  50.6,   4.2,  16.4,   9.7,  16.6,  47.0,   1.6,  73.1
2026062005030505,1,06192217,10,       4259,   8.0,  44.2,  50.1,   4.3,  15.4,   9.5,  15.9,  46.6,   1.7,  56.7
2026062005030505,1,06192225,10,       4450,   8.2,  45.0,  46.8,   4.4,  15.2,   8.8,  16.1,  47.4,   1.7,  56.5
2026062005030505,1,06192233,10,       4759,   6.7,  48.1,  49.4,   4.0,  15.9,   9.2,  17.1,  49.4,   1.8,  58.5
2026062005030505,1,06192242,10,       4943,   6.7,  48.8,  48.2,   4.0,  14.3,   9.2,  17.1,  49.4,   1.8,  57.3
2026062005030505,1,06192250,10,       5107,   6.8,  50.4,  47.5,   4.0,  13.5,   9.3,  17.4,  51.0,   1.8,  57.5
2026062005030505,1,06192258,10,       5402,   6.7,  50.2,  48.0,   4.1,  13.2,   9.6,  17.8,  51.4,   1.8,  54.7
2026062005030505,1,06192306,10,       5448,   6.7,  50.6,  47.8,   4.1,  13.0,   9.5,  17.2,  51.8,   1.8,  53.8
