ÉåÅ[ÉXID,ãÊï™,åéì˙éûï™,ì™êî,íPèüï[êî, 1î‘, 2î‘, 3î‘, 4î‘, 5î‘, 6î‘, 7î‘, 8î‘, 9î‘,10î‘,11î‘,12î‘,13î‘,14î‘
2026071103020503,1,07101833,14,          1,   0.0,   1.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2026071103020503,1,07101841,14,          6,   0.0,   4.8,   0.0,   0.0,   1.6,   0.0,   0.0,   0.0,   0.0,   0.0,   2.4,   0.0,   0.0,   0.0
2026071103020503,1,07101850,14,         36,  28.8,  14.4,   7.2,  28.8,   5.7,   7.2,   7.2,   4.1,   0.0,   7.2,  14.4,   0.0,   0.0,  14.4
2026071103020503,1,07101858,14,         47,  37.6,   4.7,   9.4,  12.5,   6.2,   9.4,   7.5,   5.3,   0.0,   7.5,  18.8,   0.0,   0.0,  18.8
2026071103020503,1,07101906,14,         87,  23.2,   8.7,  13.9,   5.3,   7.7,  13.9,   9.9,   6.9,  34.8,   8.7,  23.2,  34.8,   0.0,   5.8
2026071103020503,1,07101914,14,        213,  56.8,   7.7,  34.0,  10.0,  17.0,  28.4,  24.3,   1.5,  34.0,  21.3,  56.8,  56.8,   0.0,  13.1
2026071103020503,1,07101923,14,        282,  45.1,   4.0,  32.2,   8.0,  18.8,  32.2,  22.5,   1.9,  28.2,  28.2,  75.2,  45.1, 225.6,  16.1
2026071103020503,1,07101931,14,        345,  17.2,   4.7,  39.4,   6.4,  23.0,   9.8,  27.6,   2.2,  34.5,  34.5,  21.2,  55.2, 276.0,  18.4
2026071103020503,1,07101939,14,        509,  16.9,   5.9,  58.1,   7.5,   3.5,  13.5,  29.0,   3.1,  40.7,  50.9,  25.4,  22.6, 407.2,  27.1
2026071103020503,1,07101947,14,        580,  12.8,   6.1,  58.0,   5.8,   3.9,  14.0,  30.9,   3.4,  42.1,  51.5,  27.2,  23.2, 154.6,  23.2
