26,07,19,,函館,,,2歳未勝利 2歳未勝利,,芝,,1200,重,ステラトップガン,牡,2,鮫島克駿,55,8,,1,,,-0.1,,,,,6,7,0,0,35.8,444,高柳大輔,,590.0,24100120,,,02261C0101,,,モズアスコット,,スペシャルウィーク,,,1.7,,,
26,07,19,,函館,,,2歳未勝利 2歳未勝利,,芝,,1200,重,タイフーンナイン,牝,2,佐々木大,55,8,,2,,,0.1,,,,,1,1,0,0,36.4,440,柴田卓,,240.0,24105166,,,02261C0105,,,ダノンプレミアム,,Storm Cat,,,4.9,,,
26,07,19,,函館,,,2歳未勝利 2歳未勝利,,芝,,1200,重,リアルジャパン,牡,2,吉田隼人,55,8,,3,,,0.2,,,,,8,7,0,0,35.8,444,大橋勇樹,,150.0,24102714,,,02261C0103,,,シスキン,,Pioneerof the Nile,,,20.8,,,
26,07,19,,函館,,,2歳未勝利 2歳未勝利,,芝,,1200,重,キチロクタワー,牡,2,長浜鴻緒,54,8,,4,,,0.3,,,,,2,2,0,0,36.6,448,松永康利,,89.0,24100569,,,02261C0108,,,タワーオブロンドン,,アグネスタキオン,,,5.1,,,
26,07,19,,函館,,,2歳未勝利 2歳未勝利,,芝,,1200,重,ショパンコンクール,牡,2,丹内祐次,55,8,,5,,,0.3,,,,,6,4,0,0,36.2,430,岩戸孝樹,,59.0,24100176,,,02261C0104,,,ミッキーアイル,,ロードカナロア,,,6.0,,,
26,07,19,,函館,,,2歳未勝利 2歳未勝利,,芝,,1200,重,ゴートゥービッツン,牝,2,遠藤汰月,52,8,,6,,,0.3,,,,,2,2,0,0,36.6,410,伊藤伸一,,0,24104503,,,02261C0106,,,ダノンスマッシュ,,ハービンジャー,,,132.0,,,
26,07,19,,函館,,,2歳未勝利 2歳未勝利,,芝,,1200,重,アイルドフルール,牝,2,河原田菜,51,8,,7,,,0.4,,,,,4,4,0,0,36.4,396,田中克典,,0,24100607,,,02261C0107,,,ミッキーアイル,,ゴールドアリュール,,,114.0,,,
26,07,19,,函館,,,2歳未勝利 2歳未勝利,,芝,,1200,重,リーゼントエース,牡,2,池添謙一,55,8,,8,,,0.9,,,,,4,4,0,0,36.9,446,矢作芳人,,0,24104845,,,02261C0102,,,エフフォーリア,,キングズベスト,,,17.8,,,
26,07,19,,函館,,,3歳未勝利 3歳未勝利,,ダ,,1000,不,ミスチヴマリアンヌ,牝,3,佐々木大,55,10,,1,,,-0.3,,,,,2,2,0,0,35.6,436,小野次郎,,580.0,23103231,,,02261C0207,,,ミスチヴィアスアレックス,,ダイワメジャー,,,12.8,,,
26,07,19,,函館,,,3歳未勝利 3歳未勝利,,ダ,,1000,不,ジャーナーリア,牡,3,池添謙一,57,10,,2,,,0.3,,,,,4,3,0,0,35.8,528,本田優,,230.0,23100596,,,02261C0204,,,サートゥルナーリア,,ダイワメジャー,,,2.1,,,
26,07,19,,函館,,,3歳未勝利 3歳未勝利,,ダ,,1000,不,デルマハルナ,牝,3,和田陽希,52,10,,3,,,0.8,,,,,6,6,0,0,36.0,462,天間昭一,,150.0,23101370,,,02261C0201,,,ディーマジェスティ,,サウスヴィグラス,,,44.9,,,
26,07,19,,函館,,,3歳未勝利 3歳未勝利,,ダ,,1000,不,エコロセレナ,牝,3,斎藤新,55,10,,4,,,0.8,,,,,4,5,0,0,36.2,470,斎藤誠,,87.0,23107403,,,02261C0208,,,コントレイル,,アドマイヤムーン,,,2.7,,,
26,07,19,,函館,,,3歳未勝利 3歳未勝利,,ダ,,1000,不,ラブデウザ,牝,3,河原田菜,51,10,,5,,,0.9,,,,,1,1,0,0,36.7,398,加藤和宏,,58.0,23109094,,,02261C0202,,,リアルスティール,,キングカメハメハ,,,37.2,,,
26,07,19,,函館,,,3歳未勝利 3歳未勝利,,ダ,,1000,不,トルークマクト,牝,3,鷲頭虎太,53,10,,6,,,1.1,,,,,6,6,0,0,36.3,448,福永祐一,,0,23101088,,,02261C0210,,,ドレフォン,,キングカメハメハ,,,6.1,,,
26,07,19,,函館,,,3歳未勝利 3歳未勝利,,ダ,,1000,不,ホワイトラバーズ,牝,3,古川吉洋,55,10,,7,,,1.3,,,,,8,8,0,0,36.3,478,大根田裕,,0,23101742,,,02261C0206,,,ディーマジェスティ,,クロフネ,,,24.8,,,
26,07,19,,函館,,,3歳未勝利 3歳未勝利,,ダ,,1000,不,ミスマラッカ,牝,3,丹内祐次,55,10,,8,,,1.4,,,,,2,3,0,0,37.1,442,本間忍,,0,23103857,,,02261C0205,,,マテラスカイ,,サウスヴィグラス,,,16.2,,,
26,07,19,,函館,,,3歳未勝利 3歳未勝利,,ダ,,1000,不,アルマフレイヤ,牝,3,遠藤汰月,52,10,,9,,,1.4,,,,,9,9,0,0,36.2,396,伊藤伸一,,0,23101761,,,02261C0209,,,オルフェーヴル,,メジロベイリー,,,102.6,,,
26,07,19,,函館,,,3歳未勝利 3歳未勝利,,ダ,,1000,不,ハネマン,牝,3,原田和真,55,10,,10,,,1.6,,,,,10,10,0,0,36.0,420,伊坂重信,,0,23103936,,,02261C0203,,,ファインニードル,,ハービンジャー,,,97.9,,,
26,07,19,,函館,,,3歳未勝利 3歳未勝利,,ダ,,1700,不,ブレイズランナー,牡,3,長浜鴻緒,56,14,,1,,,-0.0,,,,,11,11,7,6,37.5,480,蛯名正義,,580.0,23103577,,,02261C0309,,,アルアイン,,ハービンジャー,,,5.0,,,
26,07,19,,函館,,,3歳未勝利 3歳未勝利,,ダ,,1700,不,ルージュリヴィエラ,牝,3,横山和生,55,14,,2,,,-0.0,,,,,3,3,3,3,38.2,402,嘉藤貴行,,230.0,23105608,,,02261C0303,,,ニューイヤーズデイ,,キングカメハメハ,,,5.7,,,
26,07,19,,函館,,,3歳未勝利 3歳未勝利,,ダ,,1700,不,ホウオウファラオ,牡,3,岩田康誠,57,14,,3,,,0.3,,,,,9,8,2,1,38.8,476,奥村武,,150.0,23105365,,,02261C0311,,,American Pharoah,,The Gurkha,,,5.0,,,
