raceid,kind,combo,payout
04263201,三連複,9 - 10 - 12,4480
04263201,三連単,12 → 9 → 10,7960
04263202,単勝,7,620
04263202,複勝,7,210
04263202,複勝,8,160
04263202,複勝,4,410
04263202,枠連,6 - 7,530
04263202,馬連,7 - 8,1170
04263202,ワイド,7 - 8,510
04263202,ワイド,4 - 7,2470
04263202,ワイド,4 - 8,930
04263202,馬単,7 → 8,2400
04263202,三連複,4 - 7 - 8,7560
04263202,三連単,7 → 8 → 4,34790
04263203,単勝,5,5380
04263203,複勝,5,1000
04263203,複勝,7,230
04263203,複勝,11,460
04263203,枠連,5 - 6,2930
04263203,馬連,5 - 7,13410
04263203,ワイド,5 - 7,3330
04263203,ワイド,5 - 11,6390
04263203,ワイド,7 - 11,1430
04263203,馬単,5 → 7,41840
04263203,三連複,5 - 7 - 11,39690
04263203,三連単,5 → 7 → 11,520800
04263204,単勝,12,480
04263204,複勝,12,160
04263204,複勝,7,170
04263204,複勝,1,180
04263204,枠連,4 - 7,780
04263204,馬連,7 - 12,1760
04263204,ワイド,7 - 12,520
04263204,ワイド,1 - 12,550
04263204,ワイド,1 - 7,710
04263204,馬単,12 → 7,3050
04263204,三連複,1 - 7 - 12,2940
04263204,三連単,12 → 7 → 1,15950
04263205,単勝,6,1260
04263205,複勝,6,350
04263205,複勝,4,140
04263205,複勝,18,1620
04263205,枠連,2 - 3,1030
04263205,馬連,4 - 6,1700
04263205,ワイド,4 - 6,710
04263205,ワイド,6 - 18,11150
04263205,ワイド,4 - 18,3020
04263205,馬単,6 → 4,4350
04263205,三連複,4 - 6 - 18,33440
04263205,三連単,6 → 4 → 18,160610
04263206,単勝,4,2640
04263206,複勝,4,410
04263206,複勝,14,160
04263206,複勝,7,140
04263206,枠連,3 - 8,1810
04263206,馬連,4 - 14,4200
04263206,ワイド,4 - 14,1300
04263206,ワイド,4 - 7,1210
04263206,ワイド,7 - 14,340
04263206,馬単,4 → 14,13730
04263206,三連複,4 - 7 - 14,4350
04263206,三連単,4 → 14 → 7,52130
04263207,単勝,2,280
04263207,複勝,2,120
04263207,複勝,7,140
04263207,複勝,3,180
04263207,枠連,2 - 7,700
04263207,馬連,2 - 7,700
04263207,ワイド,2 - 7,260
04263207,ワイド,2 - 3,400
04263207,ワイド,3 - 7,480
04263207,馬単,2 → 7,1200
04263207,三連複,2 - 3 - 7,1540
04263207,三連単,2 → 7 → 3,5810
04263208,単勝,12,420
04263208,複勝,12,160
04263208,複勝,7,180
04263208,複勝,8,170
04263208,枠連,6 - 8,390
04263208,馬連,7 - 12,1360
04263208,ワイド,7 - 12,520
04263208,ワイド,8 - 12,430
04263208,ワイド,7 - 8,630
04263208,馬単,12 → 7,2430
04263208,三連複,7 - 8 - 12,2370
04263208,三連単,12 → 7 → 8,11690
04263209,単勝,15,380
04263209,複勝,15,160
04263209,複勝,12,210
04263209,複勝,13,380
04263209,枠連,7 - 8,590
04263209,馬連,12 - 15,860
04263209,ワイド,12 - 15,410
04263209,ワイド,13 - 15,800
04263209,ワイド,12 - 13,1190
04263209,馬単,15 → 12,1870
04263209,三連複,12 - 13 - 15,3950
04263209,三連単,15 → 12 → 13,17970
04263210,単勝,4,210
04263210,複勝,4,110
04263210,複勝,5,220
04263210,複勝,3,120
04263210,枠連,4 - 5,880
04263210,馬連,4 - 5,1790
04263210,ワイド,4 - 5,470
04263210,ワイド,3 - 4,160
04263210,ワイド,3 - 5,580
04263210,馬単,4 → 5,2570
04263210,三連複,3 - 4 - 5,1190
04263210,三連単,4 → 5 → 3,7150
04263211,単勝,15,830
04263211,複勝,15,290
04263211,複勝,10,310
04263211,複勝,16,220
04263211,枠連,5 - 8,830
04263211,馬連,10 - 15,3870
04263211,ワイド,10 - 15,1180
04263211,ワイド,15 - 16,550
04263211,ワイド,10 - 16,930
04263211,馬単,15 → 10,7000
04263211,三連複,10 - 15 - 16,5270
04263211,三連単,15 → 10 → 16,29730
04263212,単勝,7,140
04263212,複勝,7,110
04263212,複勝,8,110
04263212,複勝,4,240
04263212,枠連,6 - 6,170
04263212,馬連,7 - 8,170
04263212,ワイド,7 - 8,120
04263212,ワイド,4 - 7,380
04263212,ワイド,4 - 8,510
04263212,馬単,7 → 8,250
04263212,三連複,4 - 7 - 8,830
04263212,三連単,7 → 8 → 4,1490
07263201,単勝,5,140
07263201,複勝,5,110
07263201,複勝,4,170
07263201,馬連,4 - 5,330
07263201,ワイド,4 - 5,140
07263201,ワイド,2 - 5,120
07263201,ワイド,2 - 4,240
07263201,馬単,5 → 4,480
07263201,三連複,2 - 4 - 5,290
07263201,三連単,5 → 4 → 2,1090
07263202,単勝,2,230
07263202,複勝,2,120
07263202,複勝,4,180
07263202,複勝,6,290
07263202,馬連,2 - 4,920
07263202,ワイド,2 - 4,330
07263202,ワイド,2 - 6,540
07263202,ワイド,4 - 6,1060
07263202,馬単,2 → 4,1420
07263202,三連複,2 - 4 - 6,2730
07263202,三連単,2 → 4 → 6,8650
07263203,単勝,4,420
07263203,複勝,4,220
07263203,複勝,5,480
07263203,複勝,2,640
07263203,枠連,4 - 5,4990
07263203,馬連,4 - 5,3780
07263203,ワイド,4 - 5,1120
07263203,ワイド,2 - 4,1020
07263203,ワイド,2 - 5,3120
07263203,馬単,4 → 5,5930
07263203,三連複,2 - 4 - 5,11970
07263203,三連単,4 → 5 → 2,51070
07263204,単勝,9,1300
07263204,複勝,9,390
07263204,複勝,7,1230
07263204,複勝,5,2260
07263204,枠連,4 - 5,3410
07263204,馬連,7 - 9,23200
07263204,ワイド,7 - 9,4140
07263204,ワイド,5 - 9,9180
07263204,ワイド,5 - 7,32220
07263204,馬単,9 → 7,45180
07263204,三連複,5 - 7 - 9,347970
07263204,三連単,9 → 7 → 5,1465810
07263205,単勝,11,1070
07263205,複勝,11,210
07263205,複勝,7,790
07263205,複勝,6,110
07263205,枠連,6 - 8,290
07263205,馬連,7 - 11,11380
07263205,ワイド,7 - 11,2960
07263205,ワイド,6 - 11,330
07263205,ワイド,6 - 7,1110
07263205,馬単,11 → 7,23070
07263205,三連複,6 - 7 - 11,5130
07263205,三連単,11 → 7 → 6,66710
07263206,単勝,5,470
07263206,複勝,5,180
07263206,複勝,3,210
07263206,複勝,2,540
07263206,枠連,3 - 4,960
07263206,馬連,3 - 5,1130
07263206,ワイド,3 - 5,500
07263206,ワイド,2 - 5,1610
07263206,ワイド,2 - 3,1700
07263206,馬単,5 → 3,2400
07263206,三連複,2 - 3 - 5,9690
07263206,三連単,5 → 3 → 2,41740
07263207,単勝,1,310
07263207,複勝,1,190
07263207,複勝,9,290
07263207,複勝,11,1790
07263207,枠連,1 - 5,780
07263207,馬連,1 - 9,1830
07263207,ワイド,1 - 9,880
07263207,ワイド,1 - 11,6690
07263207,ワイド,9 - 11,12020
07263207,馬単,1 → 9,2560
07263207,三連複,1 - 9 - 11,70520
07263207,三連単,1 → 9 → 11,238670
07263208,単勝,11,710
07263208,複勝,11,260
07263208,複勝,12,460
07263208,複勝,4,400
07263208,枠連,6 - 6,4930
07263208,馬連,11 - 12,6200
07263208,ワイド,11 - 12,1680
07263208,ワイド,4 - 11,1800
07263208,ワイド,4 - 12,2320
07263208,馬単,11 → 12,11790
07263208,三連複,4 - 11 - 12,23450
07263208,三連単,11 → 12 → 4,125740
07263209,単勝,3,160
07263209,複勝,3,110
07263209,複勝,7,230
07263209,複勝,8,130
07263209,馬連,3 - 7,1140
07263209,ワイド,3 - 7,390
07263209,ワイド,3 - 8,210
07263209,ワイド,7 - 8,730
07263209,馬単,3 → 7,1580
07263209,三連複,3 - 7 - 8,1180
07263209,三連単,3 → 7 → 8,4490
07263210,単勝,12,170
07263210,複勝,12,110
07263210,複勝,11,200
07263210,複勝,6,220
07263210,枠連,7 - 7,610
07263210,馬連,11 - 12,670
07263210,ワイド,11 - 12,320
07263210,ワイド,6 - 12,370
07263210,ワイド,6 - 11,1290
07263210,馬単,12 → 11,1020
07263210,三連複,6 - 11 - 12,2270
07263210,三連単,12 → 11 → 6,5480
07263211,単勝,4,670
07263211,複勝,4,250
07263211,複勝,6,700
07263211,複勝,9,180
07263211,枠連,2 - 3,1670
07263211,馬連,4 - 6,7600
07263211,ワイド,4 - 6,2630
07263211,ワイド,4 - 9,720
07263211,ワイド,6 - 9,2150
07263211,馬単,4 → 6,12350
07263211,三連複,4 - 6 - 9,11430
07263211,三連単,4 → 6 → 9,73550
07263212,単勝,5,2030
07263212,複勝,5,690
07263212,複勝,8,3550
07263212,複勝,9,470
07263212,枠連,3 - 4,2890
07263212,馬連,5 - 8,103090
07263212,ワイド,5 - 8,25300
07263212,ワイド,5 - 9,2690
07263212,ワイド,8 - 9,19720
07263212,馬単,5 → 8,123390
07263212,三連複,5 - 8 - 9,272710
07263212,三連単,5 → 8 → 9,1868900
