raceid,kind,combo,payout
01261407,三連複,4 - 9 - 12,28530
01261407,三連単,4 → 9 → 12,231140
01261408,単勝,2,460
01261408,複勝,2,170
01261408,複勝,1,240
01261408,複勝,14,150
01261408,枠連,1 - 2,2370
01261408,馬連,1 - 2,2240
01261408,ワイド,1 - 2,950
01261408,ワイド,2 - 14,530
01261408,ワイド,1 - 14,890
01261408,馬単,2 → 1,3980
01261408,三連複,1 - 2 - 14,3260
01261408,三連単,2 → 1 → 14,15830
01261409,単勝,8,1770
01261409,複勝,8,430
01261409,複勝,5,170
01261409,複勝,10,770
01261409,枠連,5 - 6,870
01261409,馬連,5 - 8,2860
01261409,ワイド,5 - 8,1110
01261409,ワイド,8 - 10,4670
01261409,ワイド,5 - 10,1420
01261409,馬単,8 → 5,8110
01261409,三連複,5 - 8 - 10,17600
01261409,三連単,8 → 5 → 10,119110
01261410,単勝,8,170
01261410,複勝,8,110
01261410,複勝,1,130
01261410,複勝,9,290
01261410,枠連,1 - 7,440
01261410,馬連,1 - 8,400
01261410,ワイド,1 - 8,200
01261410,ワイド,8 - 9,780
01261410,ワイド,1 - 9,1030
01261410,馬単,8 → 1,590
01261410,三連複,1 - 8 - 9,2780
01261410,三連単,8 → 1 → 9,5410
01261411,単勝,7,290
01261411,複勝,7,130
01261411,複勝,11,230
01261411,複勝,14,320
01261411,枠連,5 - 7,770
01261411,馬連,7 - 11,1120
01261411,ワイド,7 - 11,450
01261411,ワイド,7 - 14,900
01261411,ワイド,11 - 14,1940
01261411,馬単,7 → 11,1790
01261411,三連複,7 - 11 - 14,5560
01261411,三連単,7 → 11 → 14,22210
01261412,単勝,5,540
01261412,複勝,5,230
01261412,複勝,2,160
01261412,複勝,11,1140
01261412,枠連,2 - 4,790
01261412,馬連,2 - 5,960
01261412,ワイド,2 - 5,500
01261412,ワイド,5 - 11,5310
01261412,ワイド,2 - 11,2830
01261412,馬単,5 → 2,2310
01261412,三連複,2 - 5 - 11,22440
01261412,三連単,5 → 2 → 11,81470
04262401,単勝,7,490
04262401,複勝,7,170
04262401,複勝,5,160
04262401,複勝,4,120
04262401,枠連,5 - 6,1030
04262401,馬連,5 - 7,1160
04262401,ワイド,5 - 7,480
04262401,ワイド,4 - 7,450
04262401,ワイド,4 - 5,280
04262401,馬単,7 → 5,2130
04262401,三連複,4 - 5 - 7,1220
04262401,三連単,7 → 5 → 4,6610
04262402,単勝,5,530
04262402,複勝,5,200
04262402,複勝,10,190
04262402,複勝,6,440
04262402,枠連,5 - 7,1010
04262402,馬連,5 - 10,1510
04262402,ワイド,5 - 10,620
04262402,ワイド,5 - 6,1580
04262402,ワイド,6 - 10,1400
04262402,馬単,5 → 10,3010
04262402,三連複,5 - 6 - 10,7730
04262402,三連単,5 → 10 → 6,29790
04262403,単勝,13,3990
04262403,複勝,13,680
04262403,複勝,5,140
04262403,複勝,11,180
04262403,枠連,4 - 8,540
04262403,馬連,5 - 13,5660
04262403,ワイド,5 - 13,1700
04262403,ワイド,11 - 13,2540
04262403,ワイド,5 - 11,350
04262403,馬単,13 → 5,16260
04262403,三連複,5 - 11 - 13,8330
04262403,三連単,13 → 5 → 11,99050
04262404,単勝,9,260
04262404,複勝,9,160
04262404,複勝,8,180
04262404,複勝,10,260
04262404,枠連,5 - 5,790
04262404,馬連,8 - 9,870
04262404,ワイド,8 - 9,420
04262404,ワイド,9 - 10,740
04262404,ワイド,8 - 10,630
04262404,馬単,9 → 8,1340
04262404,三連複,8 - 9 - 10,2250
04262404,三連単,9 → 8 → 10,6290
04262405,単勝,3,950
04262405,複勝,3,310
04262405,複勝,4,5430
04262405,複勝,7,140
04262405,枠連,2 - 2,73240
04262405,馬連,3 - 4,106250
04262405,ワイド,3 - 4,24960
04262405,ワイド,3 - 7,570
04262405,ワイド,4 - 7,14600
04262405,馬単,3 → 4,185000
04262405,三連複,3 - 4 - 7,84360
04262405,三連単,3 → 4 → 7,851450
04262406,単勝,1,520
04262406,複勝,1,170
04262406,複勝,10,170
04262406,複勝,5,240
04262406,枠連,1 - 6,1050
04262406,馬連,1 - 10,1090
04262406,ワイド,1 - 10,460
04262406,ワイド,1 - 5,990
04262406,ワイド,5 - 10,880
04262406,馬単,1 → 10,2330
04262406,三連複,1 - 5 - 10,3730
04262406,三連単,1 → 10 → 5,16240
04262407,単勝,6,270
04262407,複勝,6,160
04262407,複勝,11,1280
04262407,複勝,4,720
04262407,枠連,3 - 6,2750
04262407,馬連,6 - 11,14560
04262407,ワイド,6 - 11,4190
04262407,ワイド,4 - 6,2000
04262407,ワイド,4 - 11,16370
04262407,馬単,6 → 11,22080
04262407,三連複,4 - 6 - 11,92420
04262407,三連単,6 → 11 → 4,462350
04262408,単勝,4,2850
04262408,複勝,4,580
04262408,複勝,1,350
04262408,複勝,8,180
04262408,枠連,1 - 3,6820
04262408,馬連,1 - 4,12280
04262408,ワイド,1 - 4,3340
04262408,ワイド,4 - 8,1940
04262408,ワイド,1 - 8,730
04262408,馬単,4 → 1,28180
04262408,三連複,1 - 4 - 8,13740
04262408,三連単,4 → 1 → 8,133640
04262409,単勝,6,2610
04262409,複勝,6,490
04262409,複勝,13,140
04262409,複勝,2,180
04262409,枠連,4 - 7,820
04262409,馬連,6 - 13,6660
04262409,ワイド,6 - 13,1770
04262409,ワイド,2 - 6,1850
04262409,ワイド,2 - 13,550
04262409,馬単,6 → 13,13720
04262409,三連複,2 - 6 - 13,9610
04262409,三連単,6 → 13 → 2,93320
04262410,単勝,4,1460
04262410,複勝,4,470
04262410,複勝,11,530
04262410,複勝,3,510
04262410,枠連,3 - 7,6430
04262410,馬連,4 - 11,17960
04262410,ワイド,4 - 11,4440
04262410,ワイド,3 - 4,3320
04262410,ワイド,3 - 11,4500
04262410,馬単,4 → 11,29760
04262410,三連複,3 - 4 - 11,71360
04262410,三連単,4 → 11 → 3,321520
04262411,単勝,13,280
04262411,複勝,13,140
04262411,複勝,12,130
04262411,複勝,4,570
04262411,枠連,7 - 8,240
04262411,馬連,12 - 13,530
04262411,ワイド,12 - 13,250
04262411,ワイド,4 - 13,2050
04262411,ワイド,4 - 12,1760
04262411,馬単,13 → 12,1060
04262411,三連複,4 - 12 - 13,5000
04262411,三連単,13 → 12 → 4,17810
04262412,単勝,13,840
04262412,複勝,13,190
04262412,複勝,14,110
04262412,複勝,15,130
04262412,枠連,7 - 7,250
04262412,馬連,13 - 14,840
04262412,ワイド,13 - 14,370
04262412,ワイド,13 - 15,450
04262412,ワイド,14 - 15,210
04262412,馬単,13 → 14,2480
04262412,三連複,13 - 14 - 15,860
04262412,三連単,13 → 14 → 15,5600
07262401,単勝,8,820
07262401,複勝,8,160
07262401,複勝,4,120
07262401,複勝,17,130
07262401,枠連,2 - 4,690
07262401,馬連,4 - 8,780
07262401,ワイド,4 - 8,310
07262401,ワイド,8 - 17,540
07262401,ワイド,4 - 17,320
07262401,馬単,8 → 4,2120
07262401,三連複,4 - 8 - 17,1370
07262401,三連単,8 → 4 → 17,9970
07262402,単勝,4,210
07262402,複勝,4,120
07262402,複勝,5,230
07262402,複勝,1,150
07262402,馬連,4 - 5,1390
07262402,ワイド,4 - 5,420
07262402,ワイド,1 - 4,230
07262402,ワイド,1 - 5,770
07262402,馬単,4 → 5,2010
07262402,三連複,1 - 4 - 5,1960
07262402,三連単,4 → 5 → 1,8220
07262403,単勝,8,6350
07262403,複勝,8,790
07262403,複勝,2,150
07262403,複勝,6,180
07262403,枠連,2 - 7,2190
07262403,馬連,2 - 8,9310
07262403,ワイド,2 - 8,2200
07262403,ワイド,6 - 8,2720
07262403,ワイド,2 - 6,340
07262403,馬単,8 → 2,32090
07262403,三連複,2 - 6 - 8,8900
07262403,三連単,8 → 2 → 6,140290
07262404,単勝,11,600
07262404,複勝,11,240
07262404,複勝,15,180
07262404,複勝,10,1170
07262404,枠連,6 - 8,920
07262404,馬連,11 - 15,1670
07262404,ワイド,11 - 15,670
07262404,ワイド,10 - 11,3960
07262404,ワイド,10 - 15,3070
07262404,馬単,11 → 15,3040
07262404,三連複,10 - 11 - 15,17810
07262404,三連単,11 → 15 → 10,63190
07262405,単勝,3,210
07262405,複勝,3,130
07262405,複勝,9,700
07262405,複勝,2,180
07262405,枠連,3 - 8,1880
07262405,馬連,3 - 9,5920
07262405,ワイド,3 - 9,1620
07262405,ワイド,2 - 3,360
07262405,ワイド,2 - 9,1930
07262405,馬単,3 → 9,8300
07262405,三連複,2 - 3 - 9,5150
07262405,三連単,3 → 9 → 2,35640
07262406,単勝,6,140
07262406,複勝,6,110
07262406,複勝,4,110
07262406,複勝,5,150
07262406,枠連,4 - 6,230
07262406,馬連,4 - 6,230
07262406,ワイド,4 - 6,140
07262406,ワイド,5 - 6,240
07262406,ワイド,4 - 5,320
07262406,馬単,6 → 4,300
07262406,三連複,4 - 5 - 6,470
07262406,三連単,6 → 4 → 5,1130
07262407,単勝,9,450
07262407,複勝,9,170
07262407,複勝,8,210
07262407,複勝,7,310
07262407,枠連,8 - 8,1340
07262407,馬連,8 - 9,1500
07262407,ワイド,8 - 9,510
07262407,ワイド,7 - 9,740
07262407,ワイド,7 - 8,1020
07262407,馬単,9 → 8,2470
07262407,三連複,7 - 8 - 9,4060
07262407,三連単,9 → 8 → 7,16820
07262408,単勝,5,270
07262408,複勝,5,120
07262408,複勝,7,200
07262408,複勝,3,140
07262408,枠連,5 - 6,700
07262408,馬連,5 - 7,1320
07262408,ワイド,5 - 7,420
07262408,ワイド,3 - 5,210
07262408,ワイド,3 - 7,530
07262408,馬単,5 → 7,1820
07262408,三連複,3 - 5 - 7,1450
07262408,三連単,5 → 7 → 3,7330
07262409,単勝,4,280
07262409,複勝,4,120
07262409,複勝,8,120
07262409,複勝,6,160
07262409,枠連,4 - 7,280
07262409,馬連,4 - 8,360
07262409,ワイド,4 - 8,170
07262409,ワイド,4 - 6,290
07262409,ワイド,6 - 8,280
07262409,馬単,4 → 8,650
07262409,三連複,4 - 6 - 8,590
07262409,三連単,4 → 8 → 6,1900
07262410,単勝,4,340
07262410,複勝,4,160
07262410,複勝,7,2760
07262410,複勝,11,220
07262410,枠連,3 - 5,7080
07262410,馬連,4 - 7,29630
07262410,ワイド,4 - 7,8770
07262410,ワイド,4 - 11,560
07262410,ワイド,7 - 11,17050
07262410,馬単,4 → 7,34780
07262410,三連複,4 - 7 - 11,63620
07262410,三連単,4 → 7 → 11,329840
07262411,単勝,6,520
07262411,複勝,6,240
07262411,複勝,2,630
07262411,馬連,2 - 6,2910
07262411,ワイド,2 - 6,650
07262411,ワイド,5 - 6,240
07262411,ワイド,2 - 5,520
07262411,馬単,6 → 2,4700
07262411,三連複,2 - 5 - 6,2030
07262411,三連単,6 → 2 → 5,14710
07262412,単勝,14,590
07262412,複勝,14,150
07262412,複勝,18,130
07262412,複勝,12,130
07262412,枠連,7 - 8,710
07262412,馬連,14 - 18,890
07262412,ワイド,14 - 18,350
07262412,ワイド,12 - 14,310
07262412,ワイド,12 - 18,250
07262412,馬単,14 → 18,1900
07262412,三連複,12 - 14 - 18,830
07262412,三連単,14 → 18 → 12,5230
