26,08,22,,札幌,,,2歳未勝利 2歳未勝利,,ダ,,1700,良,トゥザファイナル,牡,2,ルメール,55,12,,1,,,-0.1,,,,,2,2,2,2,39.2,550,小島茂之,,590.0,2024106404,,,0126210107,,,,,,,,1.8,,,
26,08,22,,札幌,,,2歳未勝利 2歳未勝利,,ダ,,1700,良,マーズエクレール,牡,2,鮫島克駿,55,12,,2,,,0.1,,,,,12,12,9,8,37.9,520,佐藤悠太,,240.0,2024106587,,,0126210106,,,,,,,,33.9,,,
26,08,22,,札幌,,,2歳未勝利 2歳未勝利,,ダ,,1700,良,シンゼンノト,牡,2,遠藤汰月,52,12,,3,,,0.6,,,,,1,1,1,1,40.0,480,荒川義之,,150.0,2024102290,,,0126210109,,,,,,,,63.2,,,
26,08,22,,札幌,,,2歳未勝利 2歳未勝利,,ダ,,1700,良,アンバーバレット,牡,2,長浜鴻緒,54,12,,4,,,1.0,,,,,5,5,4,4,40.0,464,矢嶋大樹,,89.0,2024100448,,,0126210102,,,,,,,,7.5,,,
26,08,22,,札幌,,,2歳未勝利 2歳未勝利,,ダ,,1700,良,レイテスツドリーム,牡,2,和田陽希,52,12,,5,,,1.5,,,,,9,9,6,5,39.8,478,平田修,,59.0,2024104493,,,0126210101,,,,,,,,106.1,,,
26,08,22,,札幌,,,2歳未勝利 2歳未勝利,,ダ,,1700,良,ファラオクィーン,牝,2,レーン,55,12,,6,,,1.5,,,,,4,3,2,3,40.6,458,牧浦充徳,,0,2024108282,,,0126210104,,,,,,,,2.7,,,
26,08,22,,札幌,,,2歳未勝利 2歳未勝利,,ダ,,1700,良,サーギュスターヴ,牡,2,丹内祐次,55,12,,7,,,3.0,,,,,10,10,6,7,41.4,484,杉浦宏昭,,0,2024106823,,,0126210103,,,,,,,,26.9,,,
26,08,22,,札幌,,,2歳未勝利 2歳未勝利,,ダ,,1700,良,サウンドエフォート,牡,2,吉田隼人,55,12,,8,,,4.0,,,,,2,3,4,6,43.0,494,安達昭夫,,0,2024102267,,,0126210111,,,,,,,,20.2,,,
26,08,22,,札幌,,,2歳未勝利 2歳未勝利,,ダ,,1700,良,ミライショウグン,牡,2,石川倭,55,12,,9,,,6.2,,,,,5,6,6,9,44.5,496,前川恭子,,0,2024105446,,,0126210112,,,,,,,,239.4,,,
26,08,22,,札幌,,,2歳未勝利 2歳未勝利,,ダ,,1700,良,マルカローゼ,牝,2,ヘルナン,55,12,,10,,,6.5,,,,,7,7,9,10,44.3,468,浜田多実,,0,2024101393,,,0126210108,,,,,,,,170.2,,,
