raceid,kind,combo,payout
06264601,単勝,8,140
06264601,複勝,8,110
06264601,複勝,4,150
06264601,複勝,15,230
06264601,枠連,3-5,370
06264601,馬連,4-8,410
06264601,ワイド,4-8,210
06264601,ワイド,8-15,350
06264601,ワイド,4-15,750
06264601,馬単,8-4,480
06264601,三連複,4-8-15,1220
06264601,三連単,8-4-15,2900
06264602,単勝,11,240
06264602,複勝,11,140
06264602,複勝,2,230
06264602,複勝,7,660
06264602,枠連,2-7,910
06264602,馬連,2-11,1060
06264602,ワイド,2-11,460
06264602,ワイド,7-11,1740
06264602,ワイド,2-7,2280
06264602,馬単,11-2,1790
06264602,三連複,2-7-11,7930
06264602,三連単,11-2-7,26410
06264603,単勝,13,190
06264603,複勝,13,120
06264603,複勝,12,420
06264603,複勝,2,280
06264603,枠連,8-8,1600
06264603,馬連,12-13,1790
06264603,ワイド,12-13,740
06264603,ワイド,2-13,580
06264603,ワイド,2-12,2700
06264603,馬単,13-12,2120
06264603,三連複,2-12-13,6130
06264603,三連単,13-12-2,17950
06264604,単勝,3,1020
06264604,複勝,3,280
06264604,複勝,10,160
06264604,複勝,4,650
06264604,枠連,2-5,760
06264604,馬連,3-10,1680
06264604,ワイド,3-10,780
06264604,ワイド,3-4,3620
06264604,ワイド,4-10,1770
06264604,馬単,3-10,4200
06264604,三連複,3-4-10,12290
06264604,三連単,3-10-4,63020
06264605,単勝,6,350
06264605,複勝,6,150
06264605,複勝,12,180
06264605,複勝,5,530
06264605,枠連,3-6,870
06264605,馬連,6-12,940
06264605,ワイド,6-12,500
06264605,ワイド,5-6,1270
06264605,ワイド,5-12,2120
06264605,馬単,6-12,1810
06264605,三連複,5-6-12,6060
06264605,三連単,6-12-5,20100
06264606,単勝,8,330
06264606,複勝,8,140
06264606,複勝,7,220
06264606,複勝,2,220
06264606,枠連,5-5,1090
06264606,馬連,7-8,1230
06264606,ワイド,7-8,430
06264606,ワイド,2-8,540
06264606,ワイド,2-7,810
06264606,馬単,8-7,1840
06264606,三連複,2-7-8,2550
06264606,三連単,8-7-2,8700
06264607,単勝,2,1440
06264607,複勝,2,490
06264607,複勝,13,750
06264607,複勝,1,410
06264607,枠連,1-7,4110
06264607,馬連,2-13,11660
06264607,ワイド,2-13,3930
06264607,ワイド,1-2,2000
06264607,ワイド,1-13,5150
06264607,馬単,2-13,33790
06264607,三連複,1-2-13,51950
06264607,三連単,2-13-1,221180
06264608,単勝,4,360
06264608,複勝,4,150
06264608,複勝,1,470
06264608,複勝,5,140
06264608,枠連,1-2,3770
06264608,馬連,1-4,5300
06264608,ワイド,1-4,1620
06264608,ワイド,4-5,270
06264608,ワイド,1-5,1550
06264608,馬単,4-1,6850
06264608,三連複,1-4-5,4720
06264608,三連単,4-1-5,27170
06264609,単勝,8,460
06264609,複勝,8,170
06264609,複勝,10,160
06264609,複勝,3,120
06264609,枠連,6-7,620
06264609,馬連,8-10,1560
06264609,ワイド,8-10,580
06264609,ワイド,3-8,400
06264609,ワイド,3-10,310
06264609,馬単,8-10,3200
06264609,三連複,3-8-10,1410
06264609,三連単,8-10-3,11470
06264610,単勝,10,4930
06264610,複勝,10,610
06264610,複勝,8,110
06264610,複勝,15,170
06264610,枠連,4-5,590
06264610,馬連,8-10,3400
06264610,ワイド,8-10,1100
06264610,ワイド,10-15,2400
06264610,ワイド,8-15,260
06264610,馬単,10-8,12190
06264610,三連複,8-10-15,4690
06264610,三連単,10-8-15,76890
06264611,単勝,8,4450
06264611,複勝,8,820
06264611,複勝,1,340
06264611,複勝,4,200
06264611,枠連,1-6,2210
06264611,馬連,1-8,30940
06264611,ワイド,1-8,5210
06264611,ワイド,4-8,2320
06264611,ワイド,1-4,620
06264611,馬単,8-1,73450
06264611,三連複,1-4-8,29440
06264611,三連単,8-1-4,383690
06264612,単勝,11,3100
06264612,複勝,11,690
06264612,複勝,13,580
06264612,複勝,1,300
06264612,枠連,6-7,2180
06264612,馬連,11-13,22180
06264612,ワイド,11-13,5240
06264612,ワイド,1-11,3630
06264612,ワイド,1-13,4810
06264612,馬単,11-13,47440
06264612,三連複,1-11-13,89150
06264612,三連単,11-13-1,716000
09264601,単勝,12,500
09264601,複勝,12,220
09264601,複勝,9,130
09264601,複勝,4,640
09264601,枠連,7-8,500
09264601,馬連,9-12,740
09264601,ワイド,9-12,410
09264601,ワイド,4-12,2410
09264601,ワイド,4-9,1390
09264601,馬単,12-9,1380
09264601,三連複,4-9-12,5710
09264601,三連単,12-9-4,27300
09264602,単勝,8,630
09264602,複勝,8,200
09264602,複勝,11,270
09264602,複勝,3,510
09264602,枠連,6-7,1280
09264602,馬連,8-11,2250
09264602,ワイド,8-11,800
09264602,ワイド,3-8,1910
09264602,ワイド,3-11,1980
09264602,馬単,8-11,4760
09264602,三連複,3-8-11,11380
09264602,三連単,8-11-3,62880
09264603,単勝,3,760
09264603,複勝,3,140
09264603,複勝,7,100
09264603,馬連,3-7,170
09264603,ワイド,3-7,130
09264603,ワイド,3-4,440
09264603,ワイド,4-7,330
09264603,馬単,3-7,750
09264603,三連複,3-4-7,490
09264603,三連単,3-7-4,3580
09264604,単勝,10,170
09264604,複勝,10,120
09264604,複勝,3,170
09264604,複勝,12,280
09264604,枠連,2-6,670
09264604,馬連,3-10,690
09264604,ワイド,3-10,330
09264604,ワイド,10-12,640
09264604,ワイド,3-12,1350
09264604,馬単,10-3,920
09264604,三連複,3-10-12,2370
09264604,三連単,10-3-12,8010
09264605,単勝,10,280
09264605,複勝,10,120
09264605,複勝,5,130
09264605,複勝,1,620
09264605,枠連,4-6,330
09264605,馬連,5-10,360
09264605,ワイド,5-10,200
09264605,ワイド,1-10,1350
09264605,ワイド,1-5,1140
09264605,馬単,10-5,740
09264605,三連複,1-5-10,4140
09264605,三連単,10-5-1,11880
09264606,単勝,10,1480
09264606,複勝,10,270
09264606,複勝,5,290
09264606,複勝,7,140
09264606,枠連,5-8,4430
09264606,馬連,5-10,7270
09264606,ワイド,5-10,1810
09264606,ワイド,7-10,700
09264606,ワイド,5-7,1000
09264606,馬単,10-5,16700
09264606,三連複,5-7-10,8530
09264606,三連単,10-5-7,97050
09264607,単勝,9,2080
09264607,複勝,9,440
09264607,複勝,11,260
09264607,複勝,1,150
09264607,枠連,7-8,6700
09264607,馬連,9-11,5820
09264607,ワイド,9-11,1670
09264607,ワイド,1-9,1340
09264607,ワイド,1-11,590
09264607,馬単,9-11,16990
09264607,三連複,1-9-11,7460
09264607,三連単,9-11-1,65650
09264608,単勝,11,230
09264608,複勝,11,110
09264608,複勝,1,200
09264608,複勝,13,160
09264608,枠連,1-6,750
09264608,馬連,1-11,1000
09264608,ワイド,1-11,370
09264608,ワイド,11-13,240
09264608,ワイド,1-13,760
09264608,馬単,11-1,1460
09264608,三連複,1-11-13,1510
09264608,三連単,11-1-13,5730
09264609,単勝,6,360
09264609,複勝,6,220
09264609,複勝,8,440
09264609,複勝,7,370
09264609,枠連,6-7,1030
09264609,馬連,6-8,1820
09264609,ワイド,6-8,650
09264609,ワイド,6-7,520
09264609,ワイド,7-8,950
09264609,馬単,6-8,2630
09264609,三連複,6-7-8,4090
09264609,三連単,6-8-7,18880
09264610,単勝,12,360
09264610,複勝,12,160
09264610,複勝,5,150
09264610,複勝,2,200
09264610,枠連,3-7,560
09264610,馬連,5-12,500
09264610,ワイド,5-12,300
09264610,ワイド,2-12,640
09264610,ワイド,2-5,560
09264610,馬単,12-5,980
09264610,三連複,2-5-12,2070
09264610,三連単,12-5-2,9270
09264611,単勝,4,640
09264611,複勝,4,200
09264611,複勝,3,590
09264611,複勝,2,260
09264611,枠連,2-2,6130
09264611,馬連,3-4,6480
09264611,ワイド,3-4,2280
09264611,ワイド,2-4,790
09264611,ワイド,2-3,3230
09264611,馬単,4-3,10280
09264611,三連複,2-3-4,15130
09264611,三連単,4-3-2,91810
09264612,単勝,3,160
09264612,複勝,3,110
09264612,複勝,5,280
09264612,複勝,1,200
09264612,枠連,2-3,1230
09264612,馬連,3-5,1300
09264612,ワイド,3-5,510
09264612,ワイド,1-3,270
09264612,ワイド,1-5,1090
09264612,馬単,3-5,1790
09264612,三連複,1-3-5,2230
09264612,三連単,3-5-1,8380
