raceid,kind,combo,payout
06264401,単勝,4,580
06264401,複勝,4,180
06264401,複勝,5,210
06264401,複勝,8,180
06264401,枠連,4-5,2090
06264401,馬連,4-5,1730
06264401,ワイド,4-5,610
06264401,ワイド,4-8,580
06264401,ワイド,5-8,710
06264401,馬単,4-5,3100
06264401,三連複,4-5-8,3630
06264401,三連単,4-5-8,17970
06264402,単勝,3,250
06264402,複勝,3,120
06264402,複勝,5,420
06264402,複勝,8,110
06264402,枠連,3-5,5490
06264402,馬連,3-5,5630
06264402,ワイド,3-5,1070
06264402,ワイド,3-8,170
06264402,ワイド,5-8,850
06264402,馬単,3-5,7600
06264402,三連複,3-5-8,1830
06264402,三連単,3-5-8,17090
06264403,単勝,7,470
06264403,複勝,7,140
06264403,複勝,4,320
06264403,複勝,6,120
06264403,枠連,2-4,1580
06264403,馬連,4-7,3230
06264403,ワイド,4-7,990
06264403,ワイド,6-7,230
06264403,ワイド,4-6,790
06264403,馬単,7-4,6410
06264403,三連複,4-6-7,1820
06264403,三連単,7-4-6,22100
06264404,単勝,6,450
06264404,複勝,6,170
06264404,複勝,8,170
06264404,複勝,2,310
06264404,枠連,3-4,610
06264404,馬連,6-8,990
06264404,ワイド,6-8,410
06264404,ワイド,2-6,830
06264404,ワイド,2-8,970
06264404,馬単,6-8,2040
06264404,三連複,2-6-8,3690
06264404,三連単,6-8-2,14160
06264405,単勝,11,290
06264405,複勝,11,160
06264405,複勝,8,220
06264405,複勝,5,160
06264405,枠連,7-8,540
06264405,馬連,8-11,1180
06264405,ワイド,8-11,460
06264405,ワイド,5-11,450
06264405,ワイド,5-8,540
06264405,馬単,11-8,1990
06264405,三連複,5-8-11,2350
06264405,三連単,11-8-5,8970
06264406,単勝,7,2380
06264406,複勝,7,780
06264406,複勝,5,1060
06264406,複勝,15,440
06264406,枠連,3-4,2980
06264406,馬連,5-7,32730
06264406,ワイド,5-7,9010
06264406,ワイド,7-15,5560
06264406,ワイド,5-15,5840
06264406,馬単,7-5,64250
06264406,三連複,5-7-15,125250
06264406,三連単,7-5-15,869070
06264407,単勝,2,1760
06264407,複勝,2,530
