raceid,kind,combo,payout
06264809,馬単,8-4,2430
06264809,三連複,2-4-8,660
06264809,三連単,8-4-2,6480
06264810,単勝,4,2900
06264810,複勝,4,600
06264810,複勝,3,340
06264810,複勝,2,220
06264810,枠連,2-2,18390
06264810,馬連,3-4,17680
06264810,ワイド,3-4,5840
06264810,ワイド,2-4,2920
06264810,ワイド,2-3,800
06264810,馬単,4-3,33100
06264810,三連複,2-3-4,22840
06264810,三連単,4-3-2,235890
06264811,単勝,2,340
06264811,複勝,2,140
06264811,複勝,3,180
06264811,複勝,8,160
06264811,枠連,2-3,580
06264811,馬連,2-3,830
06264811,ワイド,2-3,380
06264811,ワイド,2-8,370
06264811,ワイド,3-8,620
06264811,馬単,2-3,1420
06264811,三連複,2-3-8,1770
06264811,三連単,2-3-8,9860
06264812,単勝,6,1310
06264812,複勝,6,320
06264812,複勝,10,210
06264812,複勝,14,390
06264812,枠連,3-5,2510
06264812,馬連,6-10,3750
06264812,ワイド,6-10,1270
06264812,ワイド,6-14,1540
06264812,ワイド,10-14,1330
06264812,馬単,6-10,8780
06264812,三連複,6-10-14,11150
06264812,三連単,6-10-14,66600
09264801,単勝,10,170
09264801,複勝,10,110
09264801,複勝,5,130
09264801,複勝,1,740
09264801,枠連,5-8,300
09264801,馬連,5-10,320
09264801,ワイド,5-10,160
09264801,ワイド,1-10,1400
09264801,ワイド,1-5,1860
09264801,馬単,10-5,450
09264801,三連複,1-5-10,3480
09264801,三連単,10-5-1,7100
09264802,単勝,6,150
09264802,複勝,6,110
09264802,複勝,1,120
09264802,馬連,1-6,170
09264802,ワイド,1-6,110
09264802,ワイド,2-6,150
09264802,ワイド,1-2,170
09264802,馬単,6-1,240
09264802,三連複,1-2-6,230
09264802,三連単,6-1-2,650
09264803,単勝,3,350
09264803,複勝,3,140
09264803,複勝,10,210
09264803,複勝,1,130
09264803,枠連,2-6,800
09264803,馬連,3-10,1160
09264803,ワイド,3-10,470
09264803,ワイド,1-3,250
09264803,ワイド,1-10,430
09264803,馬単,3-10,2160
09264803,三連複,1-3-10,1030
09264803,三連単,3-10-1,5990
09264804,単勝,2,2790
09264804,複勝,2,790
09264804,複勝,10,250
09264804,複勝,15,890
09264804,枠連,2-6,2730
09264804,馬連,2-10,7660
09264804,ワイド,2-10,2350
09264804,ワイド,2-15,10390
09264804,ワイド,10-15,3110
09264804,馬単,2-10,19710
09264804,三連複,2-10-15,73920
09264804,三連単,2-10-15,506590
09264805,単勝,10,170
09264805,複勝,10,110
09264805,複勝,8,270
09264805,複勝,5,170
09264805,枠連,5-6,1010
09264805,馬連,8-10,1150
09264805,ワイド,8-10,520
09264805,ワイド,5-10,290
09264805,ワイド,5-8,1150
09264805,馬単,10-8,1410
09264805,三連複,5-8-10,2160
09264805,三連単,10-8-5,6970
09264806,単勝,13,440
09264806,複勝,13,190
09264806,複勝,4,380
09264806,複勝,3,360
09264806,枠連,2-7,1560
09264806,馬連,4-13,3300
09264806,ワイド,4-13,970
09264806,ワイド,3-13,1050
09264806,ワイド,3-4,2490
09264806,馬単,13-4,4910
09264806,三連複,3-4-13,11210
09264806,三連単,13-4-3,46870
09264807,単勝,1,1030
09264807,複勝,1,240
09264807,複勝,12,150
09264807,複勝,3,890
09264807,枠連,1-8,1350
09264807,馬連,1-12,1390
09264807,ワイド,1-12,520
09264807,ワイド,1-3,4030
09264807,ワイド,3-12,1910
09264807,馬単,1-12,3830
09264807,三連複,1-3-12,12500
09264807,三連単,1-12-3,65160
09264808,単勝,4,170
09264808,複勝,4,110
09264808,複勝,1,500
09264808,複勝,3,600
09264808,枠連,1-4,2540
09264808,馬連,1-4,2080
09264808,ワイド,1-4,850
09264808,ワイド,3-4,850
09264808,ワイド,1-3,5150
09264808,馬単,4-1,2830
09264808,三連複,1-3-4,12130
09264808,三連単,4-1-3,38640
09264809,単勝,3,480
09264809,複勝,3,170
09264809,複勝,8,120
09264809,複勝,2,150
09264809,馬連,3-8,950
09264809,ワイド,3-8,360
09264809,ワイド,2-3,440
09264809,ワイド,2-8,320
09264809,馬単,3-8,2010
09264809,三連複,2-3-8,1240
09264809,三連単,3-8-2,8030
09264810,単勝,1,220
09264810,複勝,1,130
09264810,複勝,2,160
09264810,複勝,11,150
09264810,枠連,1-2,650
09264810,馬連,1-2,710
09264810,ワイド,1-2,330
09264810,ワイド,1-11,300
09264810,ワイド,2-11,440
09264810,馬単,1-2,1060
09264810,三連複,1-2-11,1290
09264810,三連単,1-2-11,4590
09264811,単勝,11,1470
09264811,複勝,11,420
09264811,複勝,9,1020
09264811,複勝,12,520
09264811,枠連,5-6,2170
09264811,馬連,9-11,22870
09264811,ワイド,9-11,5720
09264811,ワイド,11-12,3970
09264811,ワイド,9-12,6010
09264811,馬単,11-9,42810
09264811,三連複,9-11-12,118680
09264811,三連単,11-9-12,699560
09264812,単勝,6,390
09264812,複勝,6,170
09264812,複勝,7,140
09264812,複勝,16,220
09264812,枠連,3-4,560
09264812,馬連,6-7,760
09264812,ワイド,6-7,340
09264812,ワイド,6-16,600
09264812,ワイド,7-16,510
09264812,馬単,6-7,1320
09264812,三連複,6-7-16,1810
09264812,三連単,6-7-16,6950
