raceid,kind,combo,payout
06264801,単勝,3,570
06264801,複勝,3,440
06264801,複勝,11,3110
06264801,複勝,10,720
06264801,枠連,3-7,5090
06264801,馬連,3-11,56410
06264801,ワイド,3-11,8830
06264801,ワイド,3-10,1600
06264801,ワイド,10-11,17790
06264801,馬単,3-11,82250
06264801,三連複,3-10-11,171890
06264801,三連単,3-11-10,1081100
06264802,単勝,11,530
06264802,複勝,11,140
06264802,複勝,10,150
06264802,複勝,8,160
06264802,枠連,7-8,790
06264802,馬連,10-11,1100
06264802,ワイド,10-11,380
06264802,ワイド,8-11,410
06264802,ワイド,8-10,440
06264802,馬単,11-10,2270
06264802,三連複,8-10-11,1720
06264802,三連単,11-10-8,8620
06264803,単勝,3,260
06264803,複勝,3,120
06264803,複勝,5,140
06264803,複勝,9,180
06264803,枠連,2-3,490
06264803,馬連,3-5,510
06264803,ワイド,3-5,230
06264803,ワイド,3-9,480
06264803,ワイド,5-9,610
06264803,馬単,3-5,930
06264803,三連複,3-5-9,1470
06264803,三連単,3-5-9,3870
06264804,単勝,5,420
06264804,複勝,5,170
06264804,複勝,3,160
06264804,馬連,3-5,620
06264804,ワイド,3-5,210
06264804,ワイド,1-5,270
06264804,ワイド,1-3,230
06264804,馬単,5-3,1230
06264804,三連複,1-3-5,650
06264804,三連単,5-3-1,3680
06264805,単勝,4,1190
06264805,複勝,4,230
06264805,複勝,12,140
06264805,複勝,6,270
06264805,枠連,3-7,1090
06264805,馬連,4-12,1320
06264805,ワイド,4-12,540
06264805,ワイド,4-6,860
06264805,ワイド,6-12,660
06264805,馬単,4-12,4110
06264805,三連複,4-6-12,4450
06264805,三連単,4-12-6,32810
06264806,単勝,3,880
06264806,複勝,3,470
06264806,複勝,4,170
06264806,馬連,3-4,1440
06264806,ワイド,3-4,440
06264806,ワイド,2-3,340
06264806,ワイド,2-4,140
06264806,馬単,3-4,2840
06264806,三連複,2-3-4,770
06264806,三連単,3-4-2,8200
06264807,単勝,6,170
06264807,複勝,6,110
06264807,複勝,13,350
06264807,複勝,16,200
06264807,枠連,3-7,1550
06264807,馬連,6-13,2120
06264807,ワイド,6-13,660
06264807,ワイド,6-16,380
06264807,ワイド,13-16,1950
06264807,馬単,6-13,2630
06264807,三連複,6-13-16,5390
06264807,三連単,6-13-16,17990
06264808,単勝,12,230
06264808,複勝,12,130
06264808,複勝,3,330
06264808,複勝,7,170
06264808,枠連,2-6,350
06264808,馬連,3-12,1680
06264808,ワイド,3-12,700
06264808,ワイド,7-12,380
06264808,ワイド,3-7,1150
06264808,馬単,12-3,2390
06264808,三連複,3-7-12,3240
06264808,三連単,12-3-7,12180
06264809,単勝,8,390
06264809,複勝,8,120
06264809,複勝,4,140
06264809,複勝,2,110
06264809,馬連,4-8,1710
06264809,ワイド,4-8,330
06264809,ワイド,2-8,150
06264809,ワイド,2-4,230
