raceid,kind,combo,payout
01261201,単勝,10,180
01261201,複勝,10,110
01261201,複勝,2,820
01261201,複勝,1,350
01261201,枠連,2 - 7,4020
01261201,馬連,2 - 10,4490
01261201,ワイド,2 - 10,1770
01261201,ワイド,1 - 10,660
01261201,ワイド,1 - 2,6210
01261201,馬単,10 → 2,6340
01261201,三連複,1 - 2 - 10,17060
01261201,三連単,10 → 2 → 1,69900
01261202,単勝,9,1570
01261202,複勝,9,280
01261202,複勝,5,180
01261202,複勝,6,130
01261202,枠連,5 - 8,1940
01261202,馬連,5 - 9,5090
01261202,ワイド,5 - 9,1120
01261202,ワイド,6 - 9,500
01261202,ワイド,5 - 6,300
01261202,馬単,9 → 5,11450
01261202,三連複,5 - 6 - 9,2240
01261202,三連単,9 → 5 → 6,27940
01261203,単勝,8,340
01261203,複勝,8,170
01261203,複勝,6,1270
01261203,複勝,11,380
01261203,枠連,3 - 4,5090
01261203,馬連,6 - 8,9120
01261203,ワイド,6 - 8,2630
01261203,ワイド,8 - 11,1050
01261203,ワイド,6 - 11,7170
01261203,馬単,8 → 6,12240
01261203,三連複,6 - 8 - 11,44190
01261203,三連単,8 → 6 → 11,167230
01261204,単勝,1,700
01261204,複勝,1,220
01261204,複勝,8,890
01261204,複勝,9,160
01261204,枠連,1 - 7,1110
01261204,馬連,1 - 8,13280
01261204,ワイド,1 - 8,3050
01261204,ワイド,1 - 9,430
01261204,ワイド,8 - 9,1860
01261204,馬単,1 → 8,16090
01261204,三連複,1 - 8 - 9,9790
01261204,三連単,1 → 8 → 9,76840
01261205,単勝,9,740
01261205,複勝,9,140
01261205,複勝,2,110
01261205,複勝,6,130
01261205,枠連,2 - 8,340
01261205,馬連,2 - 9,450
01261205,ワイド,2 - 9,200
01261205,ワイド,6 - 9,390
01261205,ワイド,2 - 6,160
01261205,馬単,9 → 2,1480
01261205,三連複,2 - 6 - 9,570
01261205,三連単,9 → 2 → 6,5140
01261206,単勝,2,280
01261206,複勝,2,120
01261206,複勝,8,180
01261206,複勝,9,120
01261206,枠連,2 - 6,1240
01261206,馬連,2 - 8,1390
01261206,ワイド,2 - 8,440
01261206,ワイド,2 - 9,180
01261206,ワイド,8 - 9,390
01261206,馬単,2 → 8,2150
01261206,三連複,2 - 8 - 9,790
01261206,三連単,2 → 8 → 9,5650
01261207,単勝,6,360
01261207,複勝,6,220
01261207,複勝,2,330
01261207,馬連,2 - 6,1750
01261207,ワイド,2 - 6,470
01261207,ワイド,4 - 6,280
01261207,ワイド,2 - 4,360
01261207,馬単,6 → 2,3210
01261207,三連複,2 - 4 - 6,1160
01261207,三連単,6 → 2 → 4,7630
01261208,単勝,1,160
01261208,複勝,1,110
01261208,複勝,2,140
01261208,複勝,8,310
01261208,枠連,1 - 2,360
01261208,馬連,1 - 2,380
