raceid,kind,combo,payout
07263404,ワイド,2-10,1580
07263404,馬単,7-2,1050
07263404,三連複,2-7-10,2570
07263404,三連単,7-2-10,5410
07263405,単勝,10,340
07263405,複勝,10,180
07263405,複勝,12,1710
07263405,複勝,11,230
07263405,枠連,7-8,7180
07263405,馬連,10-12,12350
07263405,ワイド,10-12,3810
07263405,ワイド,10-11,820
07263405,ワイド,11-12,8460
07263405,馬単,10-12,13860
07263405,三連複,10-11-12,26020
07263405,三連単,10-12-11,105620
07263406,単勝,6,130
07263406,複勝,6,110
07263406,複勝,3,220
07263406,複勝,14,310
07263406,枠連,2-3,540
07263406,馬連,3-6,590
07263406,ワイド,3-6,330
07263406,ワイド,6-14,470
07263406,ワイド,3-14,2000
07263406,馬単,6-3,710
07263406,三連複,3-6-14,2370
07263406,三連単,6-3-14,5140
07263407,単勝,9,170
07263407,複勝,9,110
07263407,複勝,4,170
07263407,複勝,7,120
07263407,枠連,4-8,730
07263407,馬連,4-9,710
07263407,ワイド,4-9,270
07263407,ワイド,7-9,160
07263407,ワイド,4-7,400
07263407,馬単,9-4,940
07263407,三連複,4-7-9,660
07263407,三連単,9-4-7,2640
07263408,単勝,7,620
07263408,複勝,7,230
07263408,複勝,3,280
07263408,複勝,8,1880
07263408,枠連,2-4,590
07263408,馬連,3-7,2760
07263408,ワイド,3-7,1230
07263408,ワイド,7-8,11190
07263408,ワイド,3-8,11970
07263408,馬単,7-3,4890
07263408,三連複,3-7-8,101160
07263408,三連単,7-3-8,332550
07263409,単勝,10,280
07263409,複勝,10,150
07263409,複勝,3,200
07263409,複勝,9,610
07263409,枠連,2-6,850
07263409,馬連,3-10,870
07263409,ワイド,3-10,330
07263409,ワイド,9-10,1330
07263409,ワイド,3-9,2210
07263409,馬単,10-3,1260
07263409,三連複,3-9-10,4710
07263409,三連単,10-3-9,16630
07263410,単勝,6,600
07263410,複勝,6,220
07263410,複勝,2,260
07263410,複勝,1,700
07263410,枠連,2-6,3060
07263410,馬連,2-6,2450
07263410,ワイド,2-6,810
07263410,ワイド,1-6,2690
07263410,ワイド,1-2,2010
07263410,馬単,6-2,5330
07263410,三連複,1-2-6,13060
07263410,三連単,6-2-1,70540
07263411,単勝,17,620
07263411,複勝,17,230
07263411,複勝,13,230
07263411,複勝,7,340
07263411,枠連,7-8,380
07263411,馬連,13-17,2640
07263411,ワイド,13-17,1010
07263411,ワイド,7-17,1490
07263411,ワイド,7-13,1350
07263411,馬単,17-13,4190
07263411,三連複,7-13-17,10070
07263411,三連単,17-13-7,52590
07263412,単勝,6,1980
07263412,複勝,6,450
07263412,複勝,11,130
07263412,複勝,1,270
07263412,枠連,4-7,1220
07263412,馬連,6-11,2840
07263412,ワイド,6-11,1100
07263412,ワイド,1-6,2790
07263412,ワイド,1-11,490
07263412,馬単,6-11,10000
07263412,三連複,1-6-11,7330
07263412,三連単,6-11-1,57020
