raceid,kind,combo,payout
01262401,単勝,1,520
01262401,複勝,1,180
01262401,複勝,4,280
01262401,複勝,7,160
01262401,枠連,1-3,2930
01262401,馬連,1-4,2840
01262401,ワイド,1-4,890
01262401,ワイド,1-7,450
01262401,ワイド,4-7,640
01262401,馬単,1-4,4920
01262401,三連複,1-4-7,3130
01262401,三連単,1-4-7,21300
01262402,単勝,13,550
01262402,複勝,13,280
01262402,複勝,8,230
01262402,複勝,5,910
01262402,枠連,5-8,680
01262402,馬連,8-13,1500
01262402,ワイド,8-13,490
01262402,ワイド,5-13,2710
01262402,ワイド,5-8,1730
01262402,馬単,13-8,3130
01262402,三連複,5-8-13,14130
01262402,三連単,13-8-5,57430
01262403,単勝,4,330
01262403,複勝,4,170
01262403,複勝,12,1320
01262403,複勝,2,350
01262403,枠連,3-7,7460
01262403,馬連,4-12,13580
01262403,ワイド,4-12,3910
01262403,ワイド,2-4,820
01262403,ワイド,2-12,10420
01262403,馬単,4-12,17530
01262403,三連複,2-4-12,41080
01262403,三連単,4-12-2,149660
01262404,単勝,4,380
01262404,複勝,4,190
01262404,複勝,14,730
01262404,複勝,15,1160
01262404,枠連,2-7,2830
01262404,馬連,4-14,6230
01262404,ワイド,4-14,2100
01262404,ワイド,4-15,3350
01262404,ワイド,14-15,9370
01262404,馬単,4-14,9220
01262404,三連複,4-14-15,60880
01262404,三連単,4-14-15,249880
01262405,単勝,3,170
01262405,複勝,3,110
01262405,複勝,6,110
01262405,複勝,5,180
01262405,馬連,3-6,190
01262405,ワイド,3-6,130
01262405,ワイド,3-5,310
01262405,ワイド,5-6,350
01262405,馬単,3-6,320
01262405,三連複,3-5-6,440
01262405,三連単,3-6-5,1520
01262406,単勝,11,610
01262406,複勝,11,150
01262406,複勝,12,120
01262406,複勝,10,170
01262406,枠連,8-8,500
01262406,馬連,11-12,530
01262406,ワイド,11-12,240
01262406,ワイド,10-11,450
01262406,ワイド,10-12,260
01262406,馬単,11-12,1520
01262406,三連複,10-11-12,800
01262406,三連単,11-12-10,5940
01262407,単勝,11,420
01262407,複勝,11,190
01262407,複勝,7,440
01262407,複勝,8,130
01262407,枠連,6-8,500
01262407,馬連,7-11,3950
01262407,ワイド,7-11,1220
01262407,ワイド,8-11,370
01262407,ワイド,7-8,1200
01262407,馬単,11-7,7910
01262407,三連複,7-8-11,4990
01262407,三連単,11-7-8,27110
01262408,単勝,12,290
01262408,複勝,12,140
01262408,複勝,14,150
01262408,複勝,6,130
01262408,枠連,7-8,740
01262408,馬連,12-14,820
01262408,ワイド,12-14,320
01262408,ワイド,6-12,250
01262408,ワイド,6-14,420
01262408,馬単,12-14,1330
01262408,三連複,6-12-14,1000
01262408,三連単,12-14-6,4330
01262409,単勝,8,450
01262409,複勝,8,150
01262409,複勝,10,150
01262409,複勝,5,280
01262409,枠連,7-8,330
01262409,馬連,8-10,720
01262409,ワイド,8-10,290
01262409,ワイド,5-8,740
01262409,ワイド,5-10,870
01262409,馬単,8-10,1400
01262409,三連複,5-8-10,2400
01262409,三連単,8-10-5,9890
01262410,単勝,16,360
01262410,複勝,16,190
01262410,複勝,11,630
01262410,複勝,5,540
01262410,枠連,6-8,530
01262410,馬連,11-16,5230
01262410,ワイド,11-16,1780
01262410,ワイド,5-16,2320
01262410,ワイド,5-11,7780
01262410,馬単,16-11,8220
01262410,三連複,5-11-16,54140
01262410,三連単,16-11-5,198580
01262411,単勝,2,1790
01262411,複勝,2,510
01262411,複勝,13,190
01262411,複勝,4,240
01262411,枠連,2-8,4080
01262411,馬連,2-13,5840
01262411,ワイド,2-13,1890
01262411,ワイド,2-4,1930
01262411,ワイド,4-13,660
01262411,馬単,2-13,13960
01262411,三連複,2-4-13,11170
01262411,三連単,2-13-4,85990
01262412,単勝,13,1110
01262412,複勝,13,280
01262412,複勝,10,210
01262412,複勝,5,400
01262412,枠連,6-8,1450
01262412,馬連,10-13,2810
01262412,ワイド,10-13,760
01262412,ワイド,5-13,1820
01262412,ワイド,5-10,1240
01262412,馬単,13-10,7690
01262412,三連複,5-10-13,9950
01262412,三連単,13-10-5,78010
04263401,単勝,9,560
04263401,複勝,9,190
04263401,複勝,13,110
04263401,複勝,6,560
04263401,枠連,6-8,440
04263401,馬連,9-13,870
04263401,ワイド,9-13,350
04263401,ワイド,6-9,1560
04263401,ワイド,6-13,980
04263401,馬単,9-13,2080
04263401,三連複,6-9-13,4150
04263401,三連単,9-13-6,23630
04263402,単勝,3,250
04263402,複勝,3,130
04263402,複勝,9,130
04263402,複勝,10,960
04263402,枠連,3-6,410
04263402,馬連,3-9,400
04263402,ワイド,3-9,220
04263402,ワイド,3-10,2240
04263402,ワイド,9-10,2650
04263402,馬単,3-9,740
04263402,三連複,3-9-10,6870
04263402,三連単,3-9-10,20990
04263403,単勝,2,6170
04263403,複勝,2,570
04263403,複勝,5,110
04263403,複勝,6,170
04263403,馬連,2-5,6510
04263403,ワイド,2-5,1200
04263403,ワイド,2-6,2300
04263403,ワイド,5-6,240
04263403,馬単,2-5,19430
04263403,三連複,2-5-6,7690
04263403,三連単,2-5-6,115940
04263404,単勝,2,170
04263404,複勝,2,110
04263404,複勝,6,120
04263404,複勝,9,150
04263404,枠連,2-6,410
04263404,馬連,2-6,440
04263404,ワイド,2-6,220
04263404,ワイド,2-9,230
04263404,ワイド,6-9,400
04263404,馬単,2-6,610
04263404,三連複,2-6-9,820
04263404,三連単,2-6-9,2230
04263405,単勝,4,2740
04263405,複勝,4,780
04263405,複勝,9,350
04263405,複勝,11,200
04263405,枠連,2-5,3760
04263405,馬連,4-9,20690
04263405,ワイド,4-9,5090
04263405,ワイド,4-11,3220
04263405,ワイド,9-11,970
04263405,馬単,4-9,40740
04263405,三連複,4-9-11,34450
04263405,三連単,4-9-11,293860
04263406,単勝,2,190
04263406,複勝,2,110
04263406,複勝,7,360
04263406,複勝,9,290
04263406,枠連,2-4,1020
04263406,馬連,2-7,1820
04263406,ワイド,2-7,760
04263406,ワイド,2-9,570
04263406,ワイド,7-9,2450
04263406,馬単,2-7,2550
04263406,三連複,2-7-9,5720
04263406,三連単,2-7-9,17910
04263407,単勝,1,900
04263407,複勝,1,220
04263407,複勝,2,540
04263407,複勝,7,150
04263407,枠連,1-2,7080
04263407,馬連,1-2,8100
04263407,ワイド,1-2,2120
04263407,ワイド,1-7,510
04263407,ワイド,2-7,1450
04263407,馬単,1-2,15780
04263407,三連複,1-2-7,7090
04263407,三連単,1-2-7,70040
04263408,単勝,5,350
04263408,複勝,5,130
04263408,複勝,3,150
04263408,複勝,8,120
04263408,枠連,3-5,920
04263408,馬連,3-5,930
04263408,ワイド,3-5,400
04263408,ワイド,5-8,220
04263408,ワイド,3-8,290
04263408,馬単,5-3,1770
04263408,三連複,3-5-8,810
04263408,三連単,5-3-8,4200
04263409,単勝,18,290
04263409,複勝,18,180
04263409,複勝,17,690
04263409,複勝,11,260
04263409,枠連,8-8,730
04263409,馬連,17-18,3350
04263409,ワイド,17-18,1460
04263409,ワイド,11-18,950
04263409,ワイド,11-17,3950
04263409,馬単,18-17,4320
04263409,三連複,11-17-18,13720
04263409,三連単,18-17-11,56060
04263410,単勝,5,610
04263410,複勝,5,200
04263410,複勝,10,130
04263410,複勝,4,390
04263410,枠連,3-6,480
04263410,馬連,5-10,490
04263410,ワイド,5-10,310
04263410,ワイド,4-5,1700
04263410,ワイド,4-10,910
04263410,馬単,5-10,1300
04263410,三連複,4-5-10,4240
04263410,三連単,5-10-4,17710
04263411,単勝,10,230
04263411,複勝,10,120
04263411,複勝,8,150
04263411,複勝,11,150
04263411,枠連,5-6,530
04263411,馬連,8-10,470
04263411,ワイド,8-10,250
04263411,ワイド,10-11,240
04263411,ワイド,8-11,540
04263411,馬単,10-8,810
04263411,三連複,8-10-11,1180
04263411,三連単,10-8-11,3930
04263412,単勝,6,250
04263412,複勝,6,110
04263412,複勝,8,120
04263412,複勝,14,170
04263412,枠連,4-5,360
04263412,馬連,6-8,390
04263412,ワイド,6-8,220
04263412,ワイド,6-14,480
04263412,ワイド,8-14,330
04263412,馬単,6-8,630
04263412,三連複,6-8-14,820
04263412,三連単,6-8-14,3160
07263401,単勝,8,150
07263401,複勝,8,110
07263401,複勝,5,190
07263401,複勝,4,270
07263401,枠連,5-7,530
07263401,馬連,5-8,550
07263401,ワイド,5-8,300
07263401,ワイド,4-8,400
07263401,ワイド,4-5,530
07263401,馬単,8-5,760
07263401,三連複,4-5-8,910
07263401,三連単,8-5-4,3090
07263402,単勝,8,1570
07263402,複勝,8,310
07263402,複勝,7,300
07263402,複勝,6,200
07263402,枠連,7-7,6320
07263402,馬連,7-8,6890
07263402,ワイド,7-8,1730
07263402,ワイド,6-8,1200
07263402,ワイド,6-7,940
07263402,馬単,8-7,13260
07263402,三連複,6-7-8,10130
07263402,三連単,8-7-6,87970
07263403,単勝,7,580
07263403,複勝,7,180
07263403,複勝,10,230
07263403,複勝,4,160
07263403,枠連,6-8,2760
07263403,馬連,7-10,3600
07263403,ワイド,7-10,1160
07263403,ワイド,4-7,600
07263403,ワイド,4-10,850
07263403,馬単,7-10,6370
07263403,三連複,4-7-10,4870
07263403,三連単,7-10-4,33630
07263404,単勝,7,150
07263404,複勝,7,110
07263404,複勝,2,260
07263404,複勝,10,220
07263404,枠連,1-4,200
07263404,馬連,2-7,770
07263404,ワイド,2-7,410
07263404,ワイド,7-10,340
