raceid,kind,combo,payout
09264701,単勝,5,1000
09264701,複勝,5,210
09264701,複勝,2,250
09264701,複勝,3,110
09264701,馬連,2-5,5360
09264701,ワイド,2-5,1100
09264701,ワイド,3-5,390
09264701,ワイド,2-3,700
09264701,馬単,5-2,10690
09264701,三連複,2-3-5,4470
09264701,三連単,5-2-3,45920
09264702,単勝,1,420
09264702,複勝,1,160
09264702,複勝,9,160
09264702,複勝,3,200
09264702,枠連,1-8,1130
09264702,馬連,1-9,1200
09264702,ワイド,1-9,470
09264702,ワイド,1-3,580
09264702,ワイド,3-9,570
09264702,馬単,1-9,2410
09264702,三連複,1-3-9,2290
09264702,三連単,1-9-3,12300
09264703,単勝,6,620
09264703,複勝,6,200
09264703,複勝,9,110
09264703,複勝,10,840
09264703,枠連,5-6,450
09264703,馬連,6-9,450
09264703,ワイド,6-9,320
09264703,ワイド,6-10,3440
09264703,ワイド,9-10,1370
09264703,馬単,6-9,1040
09264703,三連複,6-9-10,5720
09264703,三連単,6-9-10,22330
09264704,単勝,15,380
09264704,複勝,15,170
09264704,複勝,9,710
09264704,複勝,12,300
09264704,枠連,5-8,5460
09264704,馬連,9-15,5710
09264704,ワイド,9-15,1660
09264704,ワイド,12-15,680
09264704,ワイド,9-12,2580
09264704,馬単,15-9,7910
09264704,三連複,9-12-15,11550
09264704,三連単,15-9-12,54130
09264705,単勝,7,260
09264705,複勝,7,110
09264705,複勝,6,110
09264705,複勝,3,130
09264705,枠連,6-7,340
09264705,馬連,6-7,340
09264705,ワイド,6-7,160
09264705,ワイド,3-7,290
09264705,ワイド,3-6,230
09264705,馬単,7-6,730
09264705,三連複,3-6-7,460
09264705,三連単,7-6-3,1990
09264706,単勝,11,280
09264706,複勝,11,140
09264706,複勝,5,320
09264706,複勝,4,230
09264706,枠連,3-6,770
09264706,馬連,5-11,2800
09264706,ワイド,5-11,830
09264706,ワイド,4-11,720
09264706,ワイド,4-5,2410
09264706,馬単,11-5,4370
09264706,三連複,4-5-11,8100
09264706,三連単,11-5-4,36780
09264707,単勝,2,330
09264707,複勝,2,160
09264707,複勝,16,460
09264707,複勝,11,400
09264707,枠連,1-8,1130
09264707,馬連,2-16,2510
09264707,ワイド,2-16,880
09264707,ワイド,2-11,1050
09264707,ワイド,11-16,4960
09264707,馬単,2-16,3750
09264707,三連複,2-11-16,13350
09264707,三連単,2-16-11,55490
09264708,単勝,3,270
09264708,複勝,3,120
09264708,複勝,7,140
09264708,複勝,2,360
09264708,枠連,3-6,410
09264708,馬連,3-7,490
09264708,ワイド,3-7,240
09264708,ワイド,2-3,880
09264708,ワイド,2-7,1410
09264708,馬単,3-7,1000
09264708,三連複,2-3-7,3150
09264708,三連単,3-7-2,11020
09264709,単勝,14,1000
09264709,複勝,14,240
09264709,複勝,3,130
09264709,複勝,12,120
09264709,枠連,2-7,1010
09264709,馬連,3-14,2060
09264709,ワイド,3-14,740
09264709,ワイド,12-14,840
09264709,ワイド,3-12,220
09264709,馬単,14-3,4170
09264709,三連複,3-12-14,2730
09264709,三連単,14-3-12,24020
09264710,単勝,11,800
09264710,複勝,11,300
09264710,複勝,9,510
09264710,複勝,7,1070
09264710,枠連,5-6,1180
09264710,馬連,9-11,8240
09264710,ワイド,9-11,2450
09264710,ワイド,7-11,4870
09264710,ワイド,7-9,11670
09264710,馬単,11-9,17510
09264710,三連複,7-9-11,136940
09264710,三連単,11-9-7,663030
09264711,単勝,1,140
09264711,複勝,1,110
09264711,複勝,4,190
09264711,複勝,8,1060
09264711,枠連,1-4,580
09264711,馬連,1-4,590
09264711,ワイド,1-4,280
09264711,ワイド,1-8,2180
09264711,ワイド,4-8,7800
09264711,馬単,1-4,710
09264711,三連複,1-4-8,14410
09264711,三連単,1-4-8,33530
09264712,単勝,5,410
09264712,複勝,5,160
09264712,複勝,9,130
09264712,複勝,13,500
09264712,枠連,3-5,410
09264712,馬連,5-9,540
09264712,ワイド,5-9,280
09264712,ワイド,5-13,2450
09264712,ワイド,9-13,1080
09264712,馬単,5-9,1240
09264712,三連複,5-9-13,6370
09264712,三連単,5-9-13,23220
