raceid,kind,combo,payout
01261301,単勝,7,310
01261301,複勝,7,150
01261301,複勝,5,420
01261301,複勝,3,200
01261301,枠連,5-6,1110
01261301,馬連,5-7,2550
01261301,ワイド,5-7,930
01261301,ワイド,3-7,490
01261301,ワイド,3-5,1110
01261301,馬単,7-5,4290
01261301,三連複,3-5-7,4180
01261301,三連単,7-5-3,20550
01261302,単勝,6,550
01261302,複勝,6,170
01261302,複勝,4,140
01261302,複勝,2,140
01261302,枠連,4-6,1650
01261302,馬連,4-6,1310
01261302,ワイド,4-6,440
01261302,ワイド,2-6,370
01261302,ワイド,2-4,260
01261302,馬単,6-4,2060
01261302,三連複,2-4-6,1080
01261302,三連単,6-4-2,7550
01261303,単勝,8,640
01261303,複勝,8,170
01261303,複勝,11,170
01261303,複勝,5,130
01261303,枠連,7-8,1000
01261303,馬連,8-11,1570
01261303,ワイド,8-11,460
01261303,ワイド,5-8,430
01261303,ワイド,5-11,400
01261303,馬単,8-11,2960
01261303,三連複,5-8-11,1820
01261303,三連単,8-11-5,14530
01261304,単勝,7,1000
01261304,複勝,7,200
01261304,複勝,1,110
01261304,複勝,11,150
01261304,枠連,1-6,750
01261304,馬連,1-7,1220
01261304,ワイド,1-7,420
01261304,ワイド,7-11,820
01261304,ワイド,1-11,210
01261304,馬単,7-1,2860
01261304,三連複,1-7-11,1670
01261304,三連単,7-1-11,11300
01261305,単勝,7,250
01261305,複勝,7,110
01261305,複勝,5,120
01261305,複勝,3,130
01261305,枠連,4-5,440
01261305,馬連,5-7,430
01261305,ワイド,5-7,200
01261305,ワイド,3-7,240
01261305,ワイド,3-5,270
01261305,馬単,7-5,750
01261305,三連複,3-5-7,550
01261305,三連単,7-5-3,2110
01261306,単勝,8,160
01261306,複勝,8,110
01261306,複勝,7,160
01261306,複勝,4,150
01261306,枠連,7-8,540
01261306,馬連,7-8,570
01261306,ワイド,7-8,230
01261306,ワイド,4-8,250
01261306,ワイド,4-7,720
01261306,馬単,8-7,800
01261306,三連複,4-7-8,1320
01261306,三連単,8-7-4,3510
01261307,単勝,3,550
01261307,複勝,3,260
01261307,複勝,11,320
01261307,複勝,5,390
01261307,枠連,3-8,1530
01261307,馬連,3-11,4400
01261307,ワイド,3-11,1330
01261307,ワイド,3-5,1420
01261307,ワイド,5-11,1560
01261307,馬単,3-11,5970
01261307,三連複,3-5-11,15870
01261307,三連単,3-11-5,63060
01261308,単勝,4,140
01261308,複勝,4,110
01261308,複勝,10,410
01261308,複勝,8,230
01261308,枠連,4-8,260
01261308,馬連,4-10,1790
01261308,ワイド,4-10,760
01261308,ワイド,4-8,410
01261308,ワイド,8-10,3020
01261308,馬単,4-10,2240
01261308,三連複,4-8-10,5010
01261308,三連単,4-10-8,15250
01261309,単勝,7,520
01261309,複勝,7,300
01261309,複勝,5,790
01261309,馬連,5-7,5560
01261309,ワイド,5-7,1460
01261309,ワイド,1-7,800
01261309,ワイド,1-5,2290
01261309,馬単,7-5,8890
01261309,三連複,1-5-7,12110
01261309,三連単,7-5-1,59200
01261310,単勝,1,300
01261310,複勝,1,140
01261310,複勝,8,130
01261310,複勝,5,150
01261310,枠連,1-5,640
01261310,馬連,1-8,800
01261310,ワイド,1-8,310
01261310,ワイド,1-5,320
01261310,ワイド,5-8,400
01261310,馬単,1-8,1450
01261310,三連複,1-5-8,1020
01261310,三連単,1-8-5,5310
01261311,単勝,10,860
01261311,複勝,10,240
01261311,複勝,12,180
01261311,複勝,11,190
01261311,枠連,5-6,740
01261311,馬連,10-12,1690
01261311,ワイド,10-12,650
01261311,ワイド,10-11,810
01261311,ワイド,11-12,790
01261311,馬単,10-12,3430
01261311,三連複,10-11-12,3090
01261311,三連単,10-12-11,16820
01261312,単勝,1,730
01261312,複勝,1,210
01261312,複勝,3,130
01261312,複勝,6,320
01261312,馬連,1-3,1090
01261312,ワイド,1-3,440
01261312,ワイド,1-6,1430
01261312,ワイド,3-6,820
01261312,馬単,1-3,2640
01261312,三連複,1-3-6,5620
01261312,三連単,1-3-6,25760
04262301,単勝,10,210
04262301,複勝,10,130
04262301,複勝,4,380
04262301,複勝,7,430
04262301,枠連,4-8,2040
04262301,馬連,4-10,2500
04262301,ワイド,4-10,910
04262301,ワイド,7-10,1110
04262301,ワイド,4-7,4660
04262301,馬単,10-4,3370
04262301,三連複,4-7-10,12730
04262301,三連単,10-4-7,41350
04262302,単勝,3,160
04262302,複勝,3,110
04262302,複勝,4,160
04262302,複勝,2,120
04262302,馬連,3-4,820
04262302,ワイド,3-4,240
04262302,ワイド,2-3,140
04262302,ワイド,2-4,310
04262302,馬単,3-4,1480
04262302,三連複,2-3-4,630
04262302,三連単,3-4-2,3230
04262303,単勝,3,320
04262303,複勝,3,160
04262303,複勝,13,160
04262303,複勝,6,200
04262303,枠連,2-7,870
04262303,馬連,3-13,960
04262303,ワイド,3-13,400
04262303,ワイド,3-6,430
04262303,ワイド,6-13,610
04262303,馬単,3-13,1390
04262303,三連複,3-6-13,1800
04262303,三連単,3-13-6,6880
04262304,単勝,6,370
04262304,複勝,6,150
04262304,複勝,5,330
04262304,複勝,15,200
04262304,枠連,3-4,2010
04262304,馬連,5-6,2050
04262304,ワイド,5-6,800
04262304,ワイド,6-15,440
04262304,ワイド,5-15,930
04262304,馬単,6-5,3020
04262304,三連複,5-6-15,2550
04262304,三連単,6-5-15,14600
04262305,単勝,6,430
04262305,複勝,6,210
04262305,複勝,5,1050
04262305,複勝,2,220
04262305,枠連,3-4,2350
04262305,馬連,5-6,10350
04262305,ワイド,5-6,2140
04262305,ワイド,2-6,620
04262305,ワイド,2-5,4910
