26,09,12,,中山,,,２歳未勝利 4回 中山 3日目 サラ系２歳 未勝利 [指] 馬齢 12頭,,ダ,,1800,不,サクセスボーイ,牡,2,佐藤翔馬,52.0,12,,1,,,-0.3,,,,,2,2,2,2,39.6,454,相沢郁,,590,24101195,,,0626430109,,,,,,,,7.8,,,
26,09,12,,中山,,,２歳未勝利 4回 中山 3日目 サラ系２歳 未勝利 [指] 馬齢 12頭,,ダ,,1800,不,イキフン,牡,2,菊沢一樹,55.0,12,,2,,,0.3,,,,,4,4,3,3,39.8,476,平岩大典,,240,24101560,,,0626430111,,,,,,,,3.5,,,
26,09,12,,中山,,,２歳未勝利 4回 中山 3日目 サラ系２歳 未勝利 [指] 馬齢 12頭,,ダ,,1800,不,ナムラダックス,牡,2,杉原誠人,55.0,12,,3,,,0.4,,,,,10,10,9,7,38.7,472,石栗龍彦,,150,24101876,,,0626430106,,,,,,,,31.9,,,
26,09,12,,中山,,,２歳未勝利 4回 中山 3日目 サラ系２歳 未勝利 [指] 馬齢 12頭,,ダ,,1800,不,ニシノマキロイ,牡,2,野中悠太,55.0,12,,4,,,0.6,,,,,6,7,5,5,39.9,462,田中勝春,,89,2024103935,,,0626430112,,,,,,,,29.6,,,
26,09,12,,中山,,,２歳未勝利 4回 中山 3日目 サラ系２歳 未勝利 [指] 馬齢 12頭,,ダ,,1800,不,ヴィシーチェック,牝,2,原優介,55.0,12,,5,,,0.8,,,,,11,11,10,9,38.7,440,小手川準,,59,2024105829,,,0626430108,,,,,,,,4.8,,,
26,09,12,,中山,,,２歳未勝利 4回 中山 3日目 サラ系２歳 未勝利 [指] 馬齢 12頭,,ダ,,1800,不,ソラニワラエバ,牡,2,石神深道,53.0,12,,6,,,0.9,,,,,5,5,4,4,40.2,466,武井亮,,0,24101481,,,0626430102,,,,,,,,2.8,,,
26,09,12,,中山,,,２歳未勝利 4回 中山 3日目 サラ系２歳 未勝利 [指] 馬齢 12頭,,ダ,,1800,不,ゼラニウム,牡,2,丸田恭介,55.0,12,,7,,,1.1,,,,,9,8,7,8,39.6,446,平岩大典,,0,2024101169,,,0626430101,,,,,,,,15.0,,,
26,09,12,,中山,,,２歳未勝利 4回 中山 3日目 サラ系２歳 未勝利 [指] 馬齢 12頭,,ダ,,1800,不,グラスクラージュ,牡,2,木幡巧也,55.0,12,,8,,,1.9,,,,,1,1,1,1,41.6,496,牧光二,,0,24104494,,,0626430107,,,,,,,,20.9,,,
26,09,12,,中山,,,２歳未勝利 4回 中山 3日目 サラ系２歳 未勝利 [指] 馬齢 12頭,,ダ,,1800,不,ハイトラクション,牡,2,長浜鴻緒,54.0,12,,9,,,2.7,,,,,3,3,6,6,41.8,476,中舘英二,,0,24104937,,,0626430103,,,,,,,,12.8,,,
26,09,12,,中山,,,２歳未勝利 4回 中山 3日目 サラ系２歳 未勝利 [指] 馬齢 12頭,,ダ,,1800,不,シャイニーヒーロー,牡,2,小崎綾也,55.0,12,,10,,,4.1,,,,,7,6,8,10,42.3,442,畠山吉宏,,0,2024101323,,,0626430104,,,,,,,,94.4,,,
