raceid,kind,combo,payout
01262608,ワイド,2-5,2230
01262608,馬単,11-2,3350
01262608,三連複,2-5-11,5250
01262608,三連単,11-2-5,21850
01262609,単勝,10,190
01262609,複勝,10,120
01262609,複勝,12,180
01262609,複勝,6,260
01262609,枠連,6-7,390
01262609,馬連,10-12,600
01262609,ワイド,10-12,300
01262609,ワイド,6-10,530
01262609,ワイド,6-12,1390
01262609,馬単,10-12,750
01262609,三連複,6-10-12,2660
01262609,三連単,10-12-6,6550
01262610,単勝,9,260
01262610,複勝,9,130
01262610,複勝,8,260
01262610,複勝,11,320
01262610,枠連,5-6,1430
01262610,馬連,8-9,1700
01262610,ワイド,8-9,520
01262610,ワイド,9-11,680
01262610,ワイド,8-11,1880
01262610,馬単,9-8,2640
01262610,三連複,8-9-11,5070
01262610,三連単,9-8-11,23560
01262611,単勝,7,1040
01262611,複勝,7,320
01262611,複勝,12,190
01262611,複勝,8,1050
01262611,枠連,5-7,2460
01262611,馬連,7-12,3450
01262611,ワイド,7-12,1290
01262611,ワイド,7-8,7870
01262611,ワイド,8-12,5590
01262611,馬単,7-12,7330
01262611,三連複,7-8-12,53820
01262611,三連単,7-12-8,321540
01262612,単勝,4,2280
01262612,複勝,4,340
01262612,複勝,8,150
01262612,複勝,5,120
01262612,枠連,4-6,3170
01262612,馬連,4-8,4050
01262612,ワイド,4-8,1050
01262612,ワイド,4-5,780
01262612,ワイド,5-8,210
01262612,馬単,4-8,11550
01262612,三連複,4-5-8,2760
01262612,三連単,4-8-5,31400
06264201,単勝,2,400
06264201,複勝,2,140
06264201,複勝,7,190
06264201,馬連,2-7,810
06264201,ワイド,2-7,330
06264201,ワイド,2-6,360
06264201,ワイド,6-7,300
06264201,馬単,2-7,1650
06264201,三連複,2-6-7,1160
06264201,三連単,2-7-6,5650
06264202,単勝,8,2040
06264202,複勝,8,460
06264202,複勝,1,120
06264202,複勝,9,210
06264202,枠連,1-5,1220
06264202,馬連,1-8,1790
06264202,ワイド,1-8,810
06264202,ワイド,8-9,2900
06264202,ワイド,1-9,410
06264202,馬単,8-1,6760
06264202,三連複,1-8-9,6560
06264202,三連単,8-1-9,63100
06264203,単勝,4,200
06264203,複勝,4,110
06264203,複勝,11,170
06264203,複勝,9,190
06264203,枠連,3-6,460
06264203,馬連,4-11,630
06264203,ワイド,4-11,280
06264203,ワイド,4-9,310
06264203,ワイド,9-11,580
06264203,馬単,4-11,860
06264203,三連複,4-9-11,1090
06264203,三連単,4-11-9,3100
06264204,単勝,15,2810
06264204,複勝,15,460
06264204,複勝,12,170
06264204,複勝,1,440
06264204,枠連,6-8,2610
06264204,馬連,12-15,3700
06264204,ワイド,12-15,1170
06264204,ワイド,1-15,4610
06264204,ワイド,1-12,1600
06264204,馬単,15-12,10760
06264204,三連複,1-12-15,19410
06264204,三連単,15-12-1,126510
06264205,単勝,14,760
06264205,複勝,14,170
06264205,複勝,10,120
06264205,複勝,1,150
06264205,枠連,6-8,780
06264205,馬連,10-14,820
06264205,ワイド,10-14,330
06264205,ワイド,1-14,580
06264205,ワイド,1-10,280
06264205,馬単,14-10,2130
06264205,三連複,1-10-14,1330
06264205,三連単,14-10-1,8890
06264206,単勝,8,310
06264206,複勝,8,140
06264206,複勝,7,170
06264206,複勝,12,250
06264206,枠連,6-6,770
06264206,馬連,7-8,840
06264206,ワイド,7-8,340
06264206,ワイド,8-12,520
06264206,ワイド,7-12,690
06264206,馬単,8-7,1640
06264206,三連複,7-8-12,2270
06264206,三連単,8-7-12,8240
06264207,単勝,5,24490
06264207,複勝,5,8740
06264207,複勝,4,4820
06264207,複勝,13,1010
06264207,枠連,2-3,25540
06264207,馬連,4-5,394680
06264207,ワイド,4-5,67120
06264207,ワイド,5-13,41320
06264207,ワイド,4-13,38690
06264207,馬単,5-4,1876620
06264207,三連複,4-5-13,3315620
06264207,三連単,5-4-13,52948520
06264208,単勝,16,670
06264208,複勝,16,230
06264208,複勝,7,660
06264208,複勝,13,170
06264208,枠連,4-8,7170
06264208,馬連,7-16,17460
06264208,ワイド,7-16,4350
06264208,ワイド,13-16,730
06264208,ワイド,7-13,3070
06264208,馬単,16-7,33160
06264208,三連複,7-13-16,21640
06264208,三連単,16-7-13,224610
06264209,単勝,6,460
06264209,複勝,6,210
06264209,複勝,3,690
06264209,複勝,10,350
06264209,枠連,2-3,2350
06264209,馬連,3-6,6560
06264209,ワイド,3-6,2040
06264209,ワイド,6-10,1040
06264209,ワイド,3-10,5340
06264209,馬単,6-3,8890
06264209,三連複,3-6-10,25820
06264209,三連単,6-3-10,125330
06264210,単勝,6,380
06264210,複勝,6,160
06264210,複勝,8,130
06264210,複勝,2,460
06264210,枠連,6-8,510
06264210,馬連,6-8,730
06264210,ワイド,6-8,340
06264210,ワイド,2-6,1250
06264210,ワイド,2-8,1170
06264210,馬単,6-8,1210
06264210,三連複,2-6-8,3690
06264210,三連単,6-8-2,15010
06264211,単勝,4,1270
06264211,複勝,4,340
06264211,複勝,2,200
06264211,複勝,9,130
06264211,枠連,2-4,4510
06264211,馬連,2-4,3690
06264211,ワイド,2-4,1120
06264211,ワイド,4-9,730
06264211,ワイド,2-9,410
06264211,馬単,4-2,7440
06264211,三連複,2-4-9,3720
06264211,三連単,4-2-9,35360
06264212,単勝,3,450
06264212,複勝,3,210
06264212,複勝,7,270
06264212,複勝,16,380
06264212,枠連,2-4,1300
06264212,馬連,3-7,2110
06264212,ワイド,3-7,780
06264212,ワイド,3-16,1620
06264212,ワイド,7-16,1890
06264212,馬単,3-7,3600
06264212,三連複,3-7-16,10350
06264212,三連単,3-7-16,47300
09264201,単勝,1,240
09264201,複勝,1,110
09264201,複勝,3,160
09264201,複勝,8,130
09264201,枠連,1-3,620
09264201,馬連,1-3,650
09264201,ワイド,1-3,290
09264201,ワイド,1-8,240
09264201,ワイド,3-8,380
09264201,馬単,1-3,1330
09264201,三連複,1-3-8,860
09264201,三連単,1-3-8,4430
09264202,単勝,13,2310
09264202,複勝,13,550
09264202,複勝,1,730
09264202,複勝,8,160
09264202,枠連,1-7,1840
09264202,馬連,1-13,44170
09264202,ワイド,1-13,10300
09264202,ワイド,8-13,1240
09264202,ワイド,1-8,2190
09264202,馬単,13-1,73640
09264202,三連複,1-8-13,49270
09264202,三連単,13-1-8,409230
09264203,単勝,14,240
09264203,複勝,14,110
09264203,複勝,6,290
09264203,複勝,1,220
09264203,枠連,4-8,730
09264203,馬連,6-14,1920
09264203,ワイド,6-14,640
09264203,ワイド,1-14,400
09264203,ワイド,1-6,1440
09264203,馬単,14-6,3160
09264203,三連複,1-6-14,3890
09264203,三連単,14-6-1,16050
09264204,単勝,3,190
09264204,複勝,3,110
09264204,複勝,5,2860
09264204,複勝,8,250
09264204,枠連,2-3,6220
09264204,馬連,3-5,21670
09264204,ワイド,3-5,5700
09264204,ワイド,3-8,430
09264204,ワイド,5-8,17070
09264204,馬単,3-5,25380
09264204,三連複,3-5-8,38570
09264204,三連単,3-5-8,223190
09264205,単勝,1,390
09264205,複勝,1,130
09264205,複勝,9,110
09264205,複勝,4,120
09264205,枠連,1-8,350
09264205,馬連,1-9,390
09264205,ワイド,1-9,160
09264205,ワイド,1-4,270
09264205,ワイド,4-9,180
09264205,馬単,1-9,870
09264205,三連複,1-4-9,480
09264205,三連単,1-9-4,2170
09264206,単勝,7,2090
09264206,複勝,7,850
09264206,複勝,6,390
09264206,複勝,12,800
09264206,枠連,5-6,1150
09264206,馬連,6-7,3700
09264206,ワイド,6-7,840
09264206,ワイド,7-12,2180
09264206,ワイド,6-12,1240
09264206,馬単,7-6,12590
09264206,三連複,6-7-12,14690
09264206,三連単,7-6-12,135350
09264207,単勝,7,4510
09264207,複勝,7,960
09264207,複勝,1,170
09264207,複勝,5,430
09264207,枠連,1-5,1850
09264207,馬連,1-7,4830
09264207,ワイド,1-7,2410
09264207,ワイド,5-7,6240
09264207,ワイド,1-5,1010
09264207,馬単,7-1,21490
09264207,三連複,1-5-7,19850
09264207,三連単,7-1-5,225270
09264208,単勝,1,350
09264208,複勝,1,210
09264208,複勝,2,1440
09264208,馬連,1-2,4500
09264208,ワイド,1-2,1140
09264208,ワイド,1-5,660
09264208,ワイド,2-5,2830
09264208,馬単,1-2,7180
09264208,三連複,1-2-5,13920
09264208,三連単,1-2-5,52010
09264209,単勝,14,1010
09264209,複勝,14,260
09264209,複勝,11,160
09264209,複勝,3,150
09264209,枠連,6-7,1890
09264209,馬連,11-14,2230
09264209,ワイド,11-14,740
09264209,ワイド,3-14,580
09264209,ワイド,3-11,360
09264209,馬単,14-11,5590
09264209,三連複,3-11-14,2310
09264209,三連単,14-11-3,20050
09264210,単勝,4,660
09264210,複勝,4,220
09264210,複勝,10,170
09264210,複勝,12,500
09264210,枠連,4-7,340
09264210,馬連,4-10,1300
09264210,ワイド,4-10,660
09264210,ワイド,4-12,2110
09264210,ワイド,10-12,1340
09264210,馬単,4-10,2740
09264210,三連複,4-10-12,9000
09264210,三連単,4-10-12,39610
09264211,単勝,3,280
09264211,複勝,3,130
09264211,複勝,9,170
09264211,複勝,1,260
09264211,枠連,2-5,640
09264211,馬連,3-9,640
09264211,ワイド,3-9,330
09264211,ワイド,1-3,430
09264211,ワイド,1-9,690
09264211,馬単,3-9,1100
09264211,三連複,1-3-9,1560
09264211,三連単,3-9-1,5510
09264212,単勝,13,4660
09264212,複勝,13,780
09264212,複勝,10,150
09264212,複勝,16,470
09264212,枠連,5-7,3210
09264212,馬連,10-13,5850
09264212,ワイド,10-13,2180
09264212,ワイド,13-16,9910
09264212,ワイド,10-16,1020
09264212,馬単,13-10,18080
09264212,三連複,10-13-16,32040
09264212,三連単,13-10-16,410270
