26,08,08,,札幌,,,３歳未勝利 1回 札幌 5日目 サラ系３歳 未勝利 牝[指] 馬齢 14頭,,ダ,,1700,良,ルージュボニート,牝,3,横山武史,55.0,14,,1,,,-0.9,,,,,1,1,1,1,38.2,448,高柳瑞樹,,580,23106623,,,0126150106,,,,,,,,2.8,,,
26,08,08,,札幌,,,３歳未勝利 1回 札幌 5日目 サラ系３歳 未勝利 牝[指] 馬齢 14頭,,ダ,,1700,良,マーゴットクリュグ,牝,3,松本大輝,55.0,14,,2,,,0.9,,,,,5,5,4,3,38.8,466,小林真也,,230,23102909,,,0126150110,,,,,,,,10.6,,,
26,08,08,,札幌,,,３歳未勝利 1回 札幌 5日目 サラ系３歳 未勝利 牝[指] 馬齢 14頭,,ダ,,1700,良,ジェイストリーク,牝,3,岩田望来,55.0,14,,3,,,1.5,,,,,6,6,7,5,39.0,498,武幸四郎,,150,23107055,,,0126150103,,,,,,,,9.7,,,
26,08,08,,札幌,,,３歳未勝利 1回 札幌 5日目 サラ系３歳 未勝利 牝[指] 馬齢 14頭,,ダ,,1700,良,ジーティービキニ,牝,3,舟山瑠泉,54.0,14,,4,,,1.7,,,,,3,4,3,2,39.8,492,松下武士,,87,23107267,,,0126150114,,,,,,,,4.7,,,
26,08,08,,札幌,,,３歳未勝利 1回 札幌 5日目 サラ系３歳 未勝利 牝[指] 馬齢 14頭,,ダ,,1700,良,セラサイト,牝,3,小林美駒,52.0,14,,5,,,1.9,,,,,14,14,12,7,39.2,490,茶木太樹,,58,23107306,,,0126150102,,,,,,,,10.7,,,
26,08,08,,札幌,,,３歳未勝利 1回 札幌 5日目 サラ系３歳 未勝利 牝[指] 馬齢 14頭,,ダ,,1700,良,サンエンジェルス,牝,3,浜中俊,55.0,14,,6,,,1.9,,,,,13,13,13,12,38.6,412,谷潔,,0,23101315,,,0126150108,,,,,,,,12.2,,,
26,08,08,,札幌,,,３歳未勝利 1回 札幌 5日目 サラ系３歳 未勝利 牝[指] 馬齢 14頭,,ダ,,1700,良,ルージュエピック,牝,3,河原田菜,51.0,14,,7,,,2.1,,,,,11,9,9,8,39.3,486,田中克典,,0,23106616,,,0126150101,,,,,,,,11.1,,,
26,08,08,,札幌,,,３歳未勝利 1回 札幌 5日目 サラ系３歳 未勝利 牝[指] 馬齢 14頭,,ダ,,1700,良,サマースプラッシュ,牝,3,佐々木大,55.0,14,,8,,,2.6,,,,,7,7,10,10,39.8,500,石栗龍彦,,0,23106163,,,0126150105,,,,,,,,118.7,,,
26,08,08,,札幌,,,３歳未勝利 1回 札幌 5日目 サラ系３歳 未勝利 牝[指] 馬齢 14頭,,ダ,,1700,良,フィーユレアル,牝,3,斎藤新,55.0,14,,9,,,2.6,,,,,10,11,6,6,40.3,480,斎藤誠,,0,23101443,,,0126150109,,,,,,,,21.0,,,
26,08,08,,札幌,,,３歳未勝利 1回 札幌 5日目 サラ系３歳 未勝利 牝[指] 馬齢 14頭,,ダ,,1700,良,ルパピヨンブラン,牝,3,川又賢治,55.0,14,,10,,,2.7,,,,,9,8,8,9,40.1,440,杉山佳明,,0,23105228,,,0126150111,,,,,,,,46.3,,,
