raceid,kind,combo,payout
01262301,単勝,13,450
01262301,複勝,13,240
01262301,複勝,1,2370
01262301,複勝,2,210
01262301,枠連,1-8,12080
01262301,馬連,1-13,28170
01262301,ワイド,1-13,7240
01262301,ワイド,2-13,840
01262301,ワイド,1-2,10820
01262301,馬単,13-1,35340
01262301,三連複,1-2-13,53710
01262301,三連単,13-1-2,339400
01262302,単勝,5,970
01262302,複勝,5,300
01262302,複勝,12,680
01262302,複勝,6,250
01262302,枠連,4-8,3210
01262302,馬連,5-12,4480
01262302,ワイド,5-12,1770
01262302,ワイド,5-6,940
01262302,ワイド,6-12,1650
01262302,馬単,5-12,10100
01262302,三連複,5-6-12,8100
01262302,三連単,5-12-6,56720
01262303,単勝,5,1550
01262303,複勝,5,510
01262303,複勝,9,560
01262303,複勝,3,530
01262303,枠連,5-7,2950
01262303,馬連,5-9,4770
01262303,ワイド,5-9,790
01262303,ワイド,3-5,620
01262303,ワイド,3-9,750
01262303,馬単,5-9,7980
01262303,三連複,3-5-9,4470
01262303,三連単,5-9-3,40800
01262304,単勝,5,450
01262304,複勝,5,200
01262304,複勝,4,1260
01262304,複勝,3,1000
01262304,枠連,4-5,4250
01262304,馬連,4-5,10140
01262304,ワイド,4-5,3140
01262304,ワイド,3-5,2270
01262304,ワイド,3-4,12030
01262304,馬単,5-4,17330
01262304,三連複,3-4-5,75790
01262304,三連単,5-4-3,426900
01262305,単勝,1,490
01262305,複勝,1,230
01262305,複勝,5,400
01262305,複勝,12,1470
01262305,枠連,1-4,3250
01262305,馬連,1-5,4250
01262305,ワイド,1-5,1720
01262305,ワイド,1-12,4490
01262305,ワイド,5-12,5590
01262305,馬単,1-5,7430
01262305,三連複,1-5-12,43510
01262305,三連単,1-5-12,206870
01262306,単勝,11,300
01262306,複勝,11,160
01262306,複勝,7,200
01262306,複勝,1,560
01262306,枠連,5-7,450
01262306,馬連,7-11,1480
01262306,ワイド,7-11,600
01262306,ワイド,1-11,2120
01262306,ワイド,1-7,1730
01262306,馬単,11-7,2180
01262306,三連複,1-7-11,12840
01262306,三連単,11-7-1,43060
01262307,単勝,15,580
01262307,複勝,15,250
01262307,複勝,16,1000
01262307,複勝,11,3010
01262307,枠連,8-8,11530
01262307,馬連,15-16,8570
01262307,ワイド,15-16,2750
01262307,ワイド,11-15,8270
01262307,ワイド,11-16,29240
01262307,馬単,15-16,11990
01262307,三連複,11-15-16,176230
01262307,三連単,15-16-11,774290
01262308,単勝,9,720
01262308,複勝,9,210
01262308,複勝,5,120
01262308,複勝,6,150
01262308,枠連,5-7,520
01262308,馬連,5-9,1140
01262308,ワイド,5-9,420
01262308,ワイド,6-9,700
01262308,ワイド,5-6,310
01262308,馬単,9-5,2610
01262308,三連複,5-6-9,1960
01262308,三連単,9-5-6,15190
01262309,単勝,3,220
01262309,複勝,3,120
01262309,複勝,2,520
01262309,複勝,5,260
01262309,枠連,2-3,5160
01262309,馬連,2-3,4640
01262309,ワイド,2-3,1140
01262309,ワイド,3-5,470
01262309,ワイド,2-5,3440
01262309,馬単,3-2,5770
01262309,三連複,2-3-5,10750
01262309,三連単,3-2-5,51410
01262310,単勝,3,460
01262310,複勝,3,190
01262310,複勝,12,120
01262310,複勝,5,1470
01262310,枠連,3-8,560
01262310,馬連,3-12,680
01262310,ワイド,3-12,310
01262310,ワイド,3-5,5680
01262310,ワイド,5-12,3240
01262310,馬単,3-12,1540
01262310,三連複,3-5-12,15330
01262310,三連単,3-12-5,63750
01262311,単勝,8,1170
01262311,複勝,8,330
01262311,複勝,12,210
01262311,複勝,5,480
01262311,枠連,5-7,970
01262311,馬連,8-12,3270
01262311,ワイド,8-12,1130
01262311,ワイド,5-8,3250
01262311,ワイド,5-12,1830
01262311,馬単,8-12,7670
01262311,三連複,5-8-12,25940
01262311,三連単,8-12-5,182080
01262312,単勝,10,120
01262312,複勝,10,110
01262312,複勝,11,110
01262312,複勝,7,480
01262312,枠連,7-8,200
01262312,馬連,10-11,220
01262312,ワイド,10-11,140
01262312,ワイド,7-10,1060
01262312,ワイド,7-11,1390
01262312,馬単,10-11,280
01262312,三連複,7-10-11,1850
01262312,三連単,10-11-7,3780
04263301,単勝,6,640
04263301,複勝,6,220
04263301,複勝,1,220
04263301,複勝,10,250
04263301,枠連,1-5,2490
04263301,馬連,1-6,2050
04263301,ワイド,1-6,750
04263301,ワイド,6-10,710
04263301,ワイド,1-10,890
04263301,馬単,6-1,4270
04263301,三連複,1-6-10,5050
04263301,三連単,6-1-10,28180
04263302,単勝,11,450
04263302,複勝,11,150
04263302,複勝,15,150
04263302,複勝,7,130
04263302,枠連,6-8,660
04263302,馬連,11-15,580
04263302,ワイド,11-15,270
04263302,ワイド,7-11,270
04263302,ワイド,7-15,390
04263302,馬単,11-15,1210
04263302,三連複,7-11-15,1040
04263302,三連単,11-15-7,5290
04263303,単勝,11,1330
