26,08,23,,札幌,,,3歳未勝利 3歳未勝利,,ダ,,1000,良,シェイプオブユー,牝,3,川又賢治,55,12,,1,,,-0.0,,,,,1,1,0,0,35.7,486,吉村圭司,,580.0,2023100544,,,0126220105,,,,,,,,7.6,,,
26,08,23,,札幌,,,3歳未勝利 3歳未勝利,,ダ,,1000,良,アイビーミャーオ,牝,3,横山武史,55,12,,2,,,-0.0,,,,,2,2,0,0,35.6,448,小林真也,,230.0,2023101755,,,0126220103,,,,,,,,1.4,,,
26,08,23,,札幌,,,3歳未勝利 3歳未勝利,,ダ,,1000,良,メイショウマドンナ,牝,3,吉田隼人,55,12,,3,,,-0.0,,,,,5,5,0,0,35.0,478,荒川義之,,150.0,2023104999,,,0126220112,,,,,,,,7.7,,,
26,08,23,,札幌,,,3歳未勝利 3歳未勝利,,ダ,,1000,良,ペイシャクロス,牝,3,長浜鴻緒,54,12,,4,,,0.7,,,,,3,4,0,0,35.8,474,粕谷昌央,,87.0,2023102999,,,0126220109,,,,,,,,14.6,,,
26,08,23,,札幌,,,3歳未勝利 3歳未勝利,,ダ,,1000,良,ニシノギャルズ,牝,3,吉村智洋,55,12,,5,,,1.2,,,,,9,7,0,0,35.5,466,水野貴広,,58.0,2023100360,,,0126220106,,,,,,,,16.9,,,
26,08,23,,札幌,,,3歳未勝利 3歳未勝利,,ダ,,1000,良,ルーチェコメット,牝,3,松山弘平,55,12,,6,,,1.3,,,,,3,3,0,0,36.5,406,長谷川浩,,0,2023102456,,,0126220104,,,,,,,,20.4,,,
26,08,23,,札幌,,,3歳未勝利 3歳未勝利,,ダ,,1000,良,アジーザム,牝,3,和田陽希,52,12,,7,,,1.4,,,,,11,9,0,0,35.5,398,松尾卓哉,,0,2023102951,,,0126220111,,,,,,,,73.6,,,
26,08,23,,札幌,,,3歳未勝利 3歳未勝利,,ダ,,1000,良,アッシュグレイス,牝,3,古川奈穂,53,12,,8,,,2.4,,,,,9,10,0,0,36.7,446,上原博之,,0,2023102404,,,0126220102,,,,,,,,230.6,,,
26,08,23,,札幌,,,3歳未勝利 3歳未勝利,,ダ,,1000,良,トリアングルレディ,牝,3,横山琉人,55,12,,9,,,2.4,,,,,7,6,0,0,36.9,416,尾関知人,,0,2023105161,,,0126220107,,,,,,,,157.0,,,
26,08,23,,札幌,,,3歳未勝利 3歳未勝利,,ダ,,1000,良,アーミル,牝,3,小沢大仁,55,12,,10,,,3.1,,,,,7,10,0,0,37.7,416,高柳大輔,,0,2023107002,,,0126220101,,,,,,,,131.7,,,
26,08,23,,札幌,,,3歳未勝利 3歳未勝利,,ダ,,1000,良,ベルグランボヌール,牝,3,小林美駒,52,12,,11,,,3.6,,,,,6,7,0,0,38.3,436,須貝尚介,,0,2023106824,,,0126220110,,,,,,,,13.2,,,
26,08,23,,札幌,,,3歳未勝利 3歳未勝利,,ダ,,1000,良,ロングフルスペック,牝,3,古川吉洋,55,12,,12,,,3.8,,,,,12,12,0,0,37.8,458,大根田裕,,0,2023103167,,,0126220108,,,,,,,,31.8,,,
