raceid,kind,combo,payout
01261809,枠連,7-8,950
01261809,馬連,13-16,6000
01261809,ワイド,13-16,2210
01261809,ワイド,12-16,1600
01261809,ワイド,12-13,2550
01261809,馬単,16-13,10650
01261809,三連複,12-13-16,17090
01261809,三連単,16-13-12,102060
01261810,単勝,12,2370
01261810,複勝,12,490
01261810,複勝,10,160
01261810,複勝,2,290
01261810,枠連,7-8,2790
01261810,馬連,10-12,4480
01261810,ワイド,10-12,1300
01261810,ワイド,2-12,2650
01261810,ワイド,2-10,610
01261810,馬単,12-10,11510
01261810,三連複,2-10-12,10210
01261810,三連単,12-10-2,104850
01261811,単勝,15,680
01261811,複勝,15,260
01261811,複勝,8,320
01261811,複勝,14,970
01261811,枠連,4-8,690
01261811,馬連,8-15,3020
01261811,ワイド,8-15,1150
01261811,ワイド,14-15,4320
01261811,ワイド,8-14,5750
01261811,馬単,15-8,5920
01261811,三連複,8-14-15,43170
01261811,三連単,15-8-14,197490
01261812,単勝,2,120
01261812,複勝,2,110
01261812,複勝,12,140
01261812,複勝,13,270
01261812,枠連,2-7,340
01261812,馬連,2-12,360
01261812,ワイド,2-12,200
01261812,ワイド,2-13,450
01261812,ワイド,12-13,930
01261812,馬単,2-12,390
01261812,三連複,2-12-13,1490
01261812,三連単,2-12-13,2610
04262801,単勝,1,490
04262801,複勝,1,110
04262801,複勝,4,180
04262801,複勝,8,100
04262801,枠連,1-4,3270
04262801,馬連,1-4,3430
04262801,ワイド,1-4,640
04262801,ワイド,1-8,150
04262801,ワイド,4-8,280
04262801,馬単,1-4,6670
04262801,三連複,1-4-8,940
04262801,三連単,1-4-8,13450
04262802,単勝,5,850
04262802,複勝,5,210
04262802,複勝,15,130
04262802,複勝,3,290
04262802,枠連,3-8,670
04262802,馬連,5-15,970
04262802,ワイド,5-15,380
04262802,ワイド,3-5,1310
04262802,ワイド,3-15,620
04262802,馬単,5-15,3080
04262802,三連複,3-5-15,3140
04262802,三連単,5-15-3,19930
04262803,単勝,3,350
04262803,複勝,3,190
04262803,複勝,8,170
04262803,複勝,10,430
04262803,枠連,2-5,1130
04262803,馬連,3-8,1320
04262803,ワイド,3-8,540
04262803,ワイド,3-10,1650
04262803,ワイド,8-10,1440
04262803,馬単,3-8,2020
04262803,三連複,3-8-10,7640
04262803,三連単,3-8-10,22470
04262804,単勝,9,280
04262804,複勝,9,170
04262804,複勝,4,240
04262804,複勝,5,1120
04262804,枠連,4-6,1240
04262804,馬連,4-9,1190
04262804,ワイド,4-9,550
04262804,ワイド,5-9,3070
04262804,ワイド,4-5,4580
04262804,馬単,9-4,1620
04262804,三連複,4-5-9,16820
04262804,三連単,9-4-5,37030
04262805,単勝,10,470
04262805,複勝,10,190
04262805,複勝,12,330
04262805,複勝,4,210
04262805,枠連,7-8,750
04262805,馬連,10-12,2270
04262805,ワイド,10-12,640
04262805,ワイド,4-10,590
04262805,ワイド,4-12,850
04262805,馬単,10-12,4300
04262805,三連複,4-10-12,3650
04262805,三連単,10-12-4,25060
04262806,単勝,8,180
04262806,複勝,8,110
04262806,複勝,9,280
04262806,複勝,11,200
04262806,枠連,6-6,1530
04262806,馬連,8-9,1350
04262806,ワイド,8-9,550
04262806,ワイド,8-11,380
04262806,ワイド,9-11,1310
04262806,馬単,8-9,1960
04262806,三連複,8-9-11,2650
04262806,三連単,8-9-11,9640
04262807,単勝,11,1110
04262807,複勝,11,350
04262807,複勝,6,310
04262807,複勝,10,350
04262807,枠連,4-6,1420
04262807,馬連,6-11,9900
04262807,ワイド,6-11,2810
04262807,ワイド,10-11,1350
04262807,ワイド,6-10,1720
04262807,馬単,11-6,15440
04262807,三連複,6-10-11,19760
04262807,三連単,11-6-10,148420
04262808,単勝,8,9430
04262808,複勝,8,2130
04262808,複勝,10,400
04262808,複勝,6,640
04262808,枠連,6-7,13060
04262808,馬連,8-10,38160
04262808,ワイド,8-10,8480
04262808,ワイド,6-8,13970
04262808,ワイド,6-10,5050
04262808,馬単,8-10,98130
04262808,三連複,6-8-10,185200
04262808,三連単,8-10-6,1411780
04262809,単勝,5,590
04262809,複勝,5,220
04262809,複勝,4,250
04262809,複勝,12,1030
04262809,枠連,4-5,1050
04262809,馬連,4-5,2380
04262809,ワイド,4-5,790
04262809,ワイド,5-12,3390
04262809,ワイド,4-12,3890
04262809,馬単,5-4,3950
04262809,三連複,4-5-12,27320
04262809,三連単,5-4-12,109320
04262810,単勝,4,1900
04262810,複勝,4,400
04262810,複勝,10,150
04262810,複勝,13,160
04262810,枠連,3-6,2510
04262810,馬連,4-10,2280
04262810,ワイド,4-10,940
04262810,ワイド,4-13,1320
04262810,ワイド,10-13,300
04262810,馬単,4-10,7540
04262810,三連複,4-10-13,3500
04262810,三連単,4-10-13,37480
04262811,単勝,5,1590
04262811,複勝,5,420
04262811,複勝,9,160
04262811,複勝,8,790
04262811,枠連,5-8,3660
04262811,馬連,5-9,4430
04262811,ワイド,5-9,1090
04262811,ワイド,5-8,4310
04262811,ワイド,8-9,2440
04262811,馬単,5-9,11890
04262811,三連複,5-8-9,24550
04262811,三連単,5-9-8,200320
04262812,単勝,13,370
04262812,複勝,13,170
04262812,複勝,11,160
04262812,複勝,15,710
04262812,枠連,6-7,420
04262812,馬連,11-13,670
04262812,ワイド,11-13,310
04262812,ワイド,13-15,2420
04262812,ワイド,11-15,2340
04262812,馬単,13-11,1230
04262812,三連複,11-13-15,7920
04262812,三連単,13-11-15,25290
07262801,単勝,6,920
07262801,複勝,6,190
07262801,複勝,5,170
07262801,複勝,8,140
07262801,枠連,5-6,1170
07262801,馬連,5-6,1270
07262801,ワイド,5-6,390
07262801,ワイド,6-8,450
07262801,ワイド,5-8,360
07262801,馬単,6-5,2930
07262801,三連複,5-6-8,1360
07262801,三連単,6-5-8,11440
07262802,単勝,12,1650
07262802,複勝,12,340
07262802,複勝,4,190
07262802,複勝,10,630
07262802,枠連,4-8,1350
07262802,馬連,4-12,3080
07262802,ワイド,4-12,940
07262802,ワイド,10-12,3090
07262802,ワイド,4-10,1640
07262802,馬単,12-4,6860
07262802,三連複,4-10-12,18950
07262802,三連単,12-4-10,123380
07262803,単勝,8,150
07262803,複勝,8,110
07262803,複勝,5,290
07262803,複勝,7,230
07262803,馬連,5-8,2700
07262803,ワイド,5-8,750
07262803,ワイド,7-8,360
07262803,ワイド,5-7,1670
07262803,馬単,8-5,3020
07262803,三連複,5-7-8,4420
07262803,三連単,8-5-7,13670
07262804,単勝,4,740
07262804,複勝,4,250
07262804,複勝,7,240
07262804,複勝,3,430
07262804,枠連,2-4,1540
07262804,馬連,4-7,3410
07262804,ワイド,4-7,1020
07262804,ワイド,3-4,1240
07262804,ワイド,3-7,1890
07262804,馬単,4-7,5910
07262804,三連複,3-4-7,11610
07262804,三連単,4-7-3,62290
07262805,単勝,8,5830
07262805,複勝,8,1120
07262805,複勝,2,200
07262805,複勝,11,160
07262805,枠連,1-4,3680
07262805,馬連,2-8,17850
07262805,ワイド,2-8,4170
07262805,ワイド,8-11,3590
07262805,ワイド,2-11,380
07262805,馬単,8-2,38870
07262805,三連複,2-8-11,20370
07262805,三連単,8-2-11,203870
07262806,単勝,6,500
07262806,複勝,6,210
07262806,複勝,1,200
07262806,馬連,1-6,910
07262806,ワイド,1-6,330
07262806,ワイド,3-6,990
07262806,ワイド,1-3,860
07262806,馬単,6-1,2230
07262806,三連複,1-3-6,3930
07262806,三連単,6-1-3,14630
07262807,単勝,3,580
07262807,複勝,3,170
07262807,複勝,5,230
07262807,複勝,12,150
07262807,枠連,2-3,1130
07262807,馬連,3-5,1820
07262807,ワイド,3-5,620
07262807,ワイド,3-12,470
07262807,ワイド,5-12,670
07262807,馬単,3-5,4200
07262807,三連複,3-5-12,3260
07262807,三連単,3-5-12,19590
07262808,単勝,15,1890
07262808,複勝,15,370
07262808,複勝,6,170
07262808,複勝,10,150
07262808,枠連,3-8,1000
07262808,馬連,6-15,2990
07262808,ワイド,6-15,1050
07262808,ワイド,10-15,1120
07262808,ワイド,6-10,370
07262808,馬単,15-6,8050
07262808,三連複,6-10-15,5750
07262808,三連単,15-6-10,51960
07262809,単勝,3,260
07262809,複勝,3,160
07262809,複勝,12,500
07262809,複勝,9,630
07262809,枠連,2-6,1350
07262809,馬連,3-12,3420
07262809,ワイド,3-12,1270
07262809,ワイド,3-9,1730
07262809,ワイド,9-12,6650
07262809,馬単,3-12,4890
07262809,三連複,3-9-12,28650
07262809,三連単,3-12-9,72740
07262810,単勝,10,3300
07262810,複勝,10,710
07262810,複勝,11,350
07262810,複勝,7,380
07262810,枠連,5-6,5810
07262810,馬連,10-11,10500
07262810,ワイド,10-11,3090
07262810,ワイド,7-10,4450
07262810,ワイド,7-11,2560
07262810,馬単,10-11,25950
07262810,三連複,7-10-11,59130
07262810,三連単,10-11-7,454970
07262811,単勝,5,1340
07262811,単勝,15,1960
07262811,複勝,5,690
07262811,複勝,15,1010
07262811,複勝,12,380
07262811,枠連,3-8,13130
07262811,馬連,5-15,60460
07262811,ワイド,5-15,13600
07262811,ワイド,5-12,3310
07262811,ワイド,12-15,5520
07262811,馬単,5-15,57520
07262811,馬単,15-5,54310
07262811,三連複,5-12-15,219000
07262811,三連単,5-15-12,867600
07262811,三連単,15-5-12,943870
07262812,単勝,13,260
07262812,複勝,13,140
07262812,複勝,5,570
07262812,複勝,11,220
07262812,枠連,3-7,4770
07262812,馬連,5-13,6920
07262812,ワイド,5-13,1990
07262812,ワイド,11-13,400
07262812,ワイド,5-11,3090
07262812,馬単,13-5,9440
07262812,三連複,5-11-13,9140
07262812,三連単,13-5-11,43150
