raceid,kind,combo,payout
01261801,単勝,10,380
01261801,複勝,10,170
01261801,複勝,3,290
01261801,複勝,14,960
01261801,枠連,3-6,2070
01261801,馬連,3-10,2260
01261801,ワイド,3-10,720
01261801,ワイド,10-14,1990
01261801,ワイド,3-14,4480
01261801,馬単,10-3,3660
01261801,三連複,3-10-14,24150
01261801,三連単,10-3-14,78370
01261802,単勝,3,170
01261802,複勝,3,110
01261802,複勝,7,450
01261802,複勝,2,450
01261802,馬連,3-7,2460
01261802,ワイド,3-7,910
01261802,ワイド,2-3,1050
01261802,ワイド,2-7,6060
01261802,馬単,3-7,3870
01261802,三連複,2-3-7,12880
01261802,三連単,3-7-2,44150
01261803,単勝,5,260
01261803,複勝,5,130
01261803,複勝,11,220
01261803,複勝,10,190
01261803,枠連,4-7,1100
01261803,馬連,5-11,1490
01261803,ワイド,5-11,550
01261803,ワイド,5-10,360
01261803,ワイド,10-11,1080
01261803,馬単,5-11,2580
01261803,三連複,5-10-11,2770
01261803,三連単,5-11-10,12940
01261804,単勝,8,220
01261804,複勝,8,110
01261804,複勝,13,290
01261804,複勝,12,150
01261804,枠連,5-8,830
01261804,馬連,8-13,2100
01261804,ワイド,8-13,810
01261804,ワイド,8-12,270
01261804,ワイド,12-13,1140
01261804,馬単,8-13,2660
01261804,三連複,8-12-13,2840
01261804,三連単,8-13-12,11790
01261805,単勝,12,560
01261805,複勝,12,160
01261805,複勝,11,130
01261805,複勝,9,280
01261805,枠連,8-8,650
01261805,馬連,11-12,600
01261805,ワイド,11-12,300
01261805,ワイド,9-12,1150
01261805,ワイド,9-11,680
01261805,馬単,12-11,1500
01261805,三連複,9-11-12,2740
01261805,三連単,12-11-9,12490
01261806,単勝,11,690
01261806,複勝,11,220
01261806,複勝,4,190
01261806,複勝,10,200
01261806,枠連,4-8,2180
01261806,馬連,4-11,1830
01261806,ワイド,4-11,650
01261806,ワイド,10-11,470
01261806,ワイド,4-10,610
01261806,馬単,11-4,5240
01261806,三連複,4-10-11,2190
01261806,三連単,11-4-10,16660
01261807,単勝,14,330
01261807,複勝,14,160
01261807,複勝,5,330
01261807,複勝,9,930
01261807,枠連,3-7,650
01261807,馬連,5-14,2870
01261807,ワイド,5-14,980
01261807,ワイド,9-14,2650
01261807,ワイド,5-9,6160
01261807,馬単,14-5,4070
01261807,三連複,5-9-14,33180
01261807,三連単,14-5-9,112140
01261808,単勝,7,270
01261808,複勝,7,130
01261808,複勝,4,150
01261808,複勝,5,200
01261808,枠連,4-6,690
01261808,馬連,4-7,790
01261808,ワイド,4-7,320
01261808,ワイド,5-7,460
01261808,ワイド,4-5,580
01261808,馬単,7-4,1120
01261808,三連複,4-5-7,2030
01261808,三連単,7-4-5,6940
01261809,単勝,16,640
01261809,複勝,16,280
01261809,複勝,13,490
01261809,複勝,12,380
