raceid,kind,combo,payout
02261C11,馬単,5 → 9,10120
02261C11,三連複,2 - 5 - 9,11530
02261C11,三連単,5 → 9 → 2,79530
02261C12,単勝,4,330
02261C12,複勝,4,170
02261C12,複勝,1,260
02261C12,複勝,3,180
02261C12,枠連,1 - 3,950
02261C12,馬連,1 - 4,1600
02261C12,ワイド,1 - 4,570
02261C12,ワイド,3 - 4,380
02261C12,ワイド,1 - 3,670
02261C12,馬単,4 → 1,2320
02261C12,三連複,1 - 3 - 4,1890
02261C12,三連単,4 → 1 → 3,8480
03262801,単勝,1,110
03262801,複勝,1,110
03262801,複勝,6,180
03262801,複勝,10,110
03262801,枠連,1 - 6,880
03262801,馬連,1 - 6,920
03262801,ワイド,1 - 6,230
03262801,ワイド,1 - 10,150
03262801,ワイド,6 - 10,560
03262801,馬単,1 → 6,960
03262801,三連複,1 - 6 - 10,840
03262801,三連単,1 → 6 → 10,2630
03262802,単勝,16,340
03262802,複勝,16,170
03262802,複勝,15,180
03262802,複勝,13,710
03262802,枠連,8 - 8,1260
03262802,馬連,15 - 16,1480
03262802,ワイド,15 - 16,590
03262802,ワイド,13 - 16,1580
03262802,ワイド,13 - 15,2760
03262802,馬単,16 → 15,2380
03262802,三連複,13 - 15 - 16,9150
03262802,三連単,16 → 15 → 13,37800
03262803,単勝,8,190
03262803,複勝,8,130
03262803,複勝,13,250
03262803,複勝,2,1760
03262803,枠連,4 - 7,330
03262803,馬連,8 - 13,1420
03262803,ワイド,8 - 13,500
03262803,ワイド,2 - 8,3860
03262803,ワイド,2 - 13,12940
03262803,馬単,8 → 13,1990
03262803,三連複,2 - 8 - 13,39930
03262803,三連単,8 → 13 → 2,94170
03262804,単勝,2,970
03262804,複勝,2,250
03262804,複勝,5,190
03262804,複勝,9,220
03262804,枠連,2 - 3,620
03262804,馬連,2 - 5,2770
03262804,ワイド,2 - 5,800
03262804,ワイド,2 - 9,680
03262804,ワイド,5 - 9,650
03262804,馬単,2 → 5,6300
03262804,三連複,2 - 5 - 9,3230
03262804,三連単,2 → 5 → 9,23000
03262805,単勝,4,170
03262805,複勝,4,110
03262805,複勝,11,210
03262805,複勝,9,130
03262805,枠連,4 - 7,970
03262805,馬連,4 - 11,1320
03262805,ワイド,4 - 11,430
03262805,ワイド,4 - 9,160
03262805,ワイド,9 - 11,500
03262805,馬単,4 → 11,1540
03262805,三連複,4 - 9 - 11,1010
03262805,三連単,4 → 11 → 9,4780
03262806,単勝,14,270
03262806,複勝,14,150
03262806,複勝,6,190
03262806,複勝,10,390
03262806,枠連,3 - 7,700
03262806,馬連,6 - 14,980
03262806,ワイド,6 - 14,480
03262806,ワイド,10 - 14,1220
03262806,ワイド,6 - 10,1870
03262806,馬単,14 → 6,1380
03262806,三連複,6 - 10 - 14,5920
03262806,三連単,14 → 6 → 10,14500
03262807,単勝,3,270
03262807,複勝,3,150
03262807,複勝,7,310
03262807,複勝,13,220
03262807,枠連,2 - 4,2320
03262807,馬連,3 - 7,2380
03262807,ワイド,3 - 7,760
03262807,ワイド,3 - 13,490
03262807,ワイド,7 - 13,1080
03262807,馬単,3 → 7,3010
03262807,三連複,3 - 7 - 13,4180
03262807,三連単,3 → 7 → 13,20090
03262808,単勝,13,2200
03262808,複勝,13,800
03262808,複勝,3,340
03262808,複勝,6,890
03262808,枠連,2 - 7,5000
03262808,馬連,3 - 13,7960
03262808,ワイド,3 - 13,2640
03262808,ワイド,6 - 13,8490
03262808,ワイド,3 - 6,3980
03262808,馬単,13 → 3,16690
03262808,三連複,3 - 6 - 13,62120
03262808,三連単,13 → 3 → 6,261920
03262809,単勝,13,400
03262809,複勝,13,200
03262809,複勝,8,340
03262809,複勝,1,190
03262809,枠連,4 - 7,2600
03262809,馬連,8 - 13,5210
03262809,ワイド,8 - 13,1670
03262809,ワイド,1 - 13,640
03262809,ワイド,1 - 8,1610
03262809,馬単,13 → 8,7040
03262809,三連複,1 - 8 - 13,8020
03262809,三連単,13 → 8 → 1,49080
03262810,単勝,7,360
03262810,複勝,7,130
03262810,複勝,4,120
03262810,複勝,6,130
03262810,枠連,4 - 6,530
03262810,馬連,4 - 7,550
03262810,ワイド,4 - 7,220
03262810,ワイド,6 - 7,250
03262810,ワイド,4 - 6,240
03262810,馬単,7 → 4,1100
03262810,三連複,4 - 6 - 7,650
03262810,三連単,7 → 4 → 6,3220
03262811,単勝,2,2220
03262811,複勝,2,760
03262811,複勝,7,280
03262811,複勝,14,400
03262811,枠連,1 - 4,1440
03262811,馬連,2 - 7,11010
03262811,ワイド,2 - 7,3620
03262811,ワイド,2 - 14,3160
03262811,ワイド,7 - 14,1700
03262811,馬単,2 → 7,21670
03262811,三連複,2 - 7 - 14,35610
03262811,三連単,2 → 7 → 14,238390
03262812,単勝,11,360
03262812,複勝,11,150
03262812,複勝,4,330
03262812,複勝,6,220
03262812,枠連,3 - 6,3110
03262812,馬連,4 - 11,2890
03262812,ワイド,4 - 11,920
03262812,ワイド,6 - 11,460
03262812,ワイド,4 - 6,1320
03262812,馬単,11 → 4,5490
03262812,三連複,4 - 6 - 11,5430
03262812,三連単,11 → 4 → 6,30100
10262801,単勝,10,980
10262801,複勝,10,320
10262801,複勝,5,440
10262801,複勝,8,190
10262801,枠連,5 - 8,5670
10262801,馬連,5 - 10,7480
10262801,ワイド,5 - 10,1590
10262801,ワイド,8 - 10,470
10262801,ワイド,5 - 8,670
10262801,馬単,10 → 5,13060
10262801,三連複,5 - 8 - 10,5380
10262801,三連単,10 → 5 → 8,47490
10262802,単勝,2,600
10262802,複勝,2,240
10262802,複勝,3,330
10262802,複勝,5,200
10262802,枠連,1 - 2,1970
10262802,馬連,2 - 3,2450
10262802,ワイド,2 - 3,830
10262802,ワイド,2 - 5,530
10262802,ワイド,3 - 5,800
10262802,馬単,2 → 3,3870
10262802,三連複,2 - 3 - 5,3130
10262802,三連単,2 → 3 → 5,19150
10262803,単勝,12,1050
10262803,複勝,12,310
10262803,複勝,14,180
10262803,複勝,6,180
10262803,枠連,6 - 7,2060
10262803,馬連,12 - 14,3410
10262803,ワイド,12 - 14,1050
10262803,ワイド,6 - 12,990
10262803,ワイド,6 - 14,660
10262803,馬単,12 → 14,6790
10262803,三連複,6 - 12 - 14,5900
10262803,三連単,12 → 14 → 6,39050
10262804,単勝,8,350
10262804,複勝,8,110
10262804,複勝,3,160
10262804,複勝,11,110
10262804,枠連,3 - 5,640
10262804,馬連,3 - 8,810
10262804,ワイド,3 - 8,300
10262804,ワイド,8 - 11,170
10262804,ワイド,3 - 11,260
10262804,馬単,8 → 3,1380
10262804,三連複,3 - 8 - 11,450
10262804,三連単,8 → 3 → 11,3570
10262805,単勝,7,360
10262805,複勝,7,140
10262805,複勝,3,420
10262805,複勝,6,260
10262805,馬連,3 - 7,3710
10262805,ワイド,3 - 7,950
10262805,ワイド,6 - 7,400
10262805,ワイド,3 - 6,1360
10262805,馬単,7 → 3,4750
10262805,三連複,3 - 6 - 7,3770
10262805,三連単,7 → 3 → 6,23560
10262806,単勝,13,910
10262806,複勝,13,280
10262806,複勝,6,230
10262806,複勝,11,790
10262806,枠連,4 - 8,1700
10262806,馬連,6 - 13,2940
10262806,ワイド,6 - 13,1050
10262806,ワイド,11 - 13,2710
10262806,ワイド,6 - 11,2260
10262806,馬単,13 → 6,5570
10262806,三連複,6 - 11 - 13,18830
10262806,三連単,13 → 6 → 11,91460
10262807,単勝,1,450
10262807,複勝,1,180
10262807,複勝,10,200
10262807,複勝,13,360
10262807,枠連,1 - 5,610
10262807,馬連,1 - 10,1270
10262807,ワイド,1 - 10,420
10262807,ワイド,1 - 13,1660
10262807,ワイド,10 - 13,1880
10262807,馬単,1 → 10,2400
10262807,三連複,1 - 10 - 13,8110
10262807,三連単,1 → 10 → 13,37730
10262808,単勝,12,5960
10262808,複勝,12,1190
10262808,複勝,14,650
10262808,複勝,7,330
10262808,枠連,7 - 8,5790
10262808,馬連,12 - 14,53390
10262808,ワイド,12 - 14,15560
10262808,ワイド,7 - 12,6010
10262808,ワイド,7 - 14,1810
10262808,馬単,12 → 14,94840
10262808,三連複,7 - 12 - 14,93010
10262808,三連単,12 → 14 → 7,893120
10262809,単勝,7,700
10262809,複勝,7,190
10262809,複勝,3,110
10262809,複勝,6,130
10262809,馬連,3 - 7,890
10262809,ワイド,3 - 7,310
10262809,ワイド,6 - 7,530
10262809,ワイド,3 - 6,180
10262809,馬単,7 → 3,1930
10262809,三連複,3 - 6 - 7,960
10262809,三連単,7 → 3 → 6,6320
10262810,単勝,4,1700
10262810,複勝,4,560
10262810,複勝,1,220
10262810,複勝,7,660
10262810,枠連,1 - 2,2150
10262810,馬連,1 - 4,5340
10262810,ワイド,1 - 4,2170
10262810,ワイド,4 - 7,4740
10262810,ワイド,1 - 7,2720
10262810,馬単,4 → 1,10760
10262810,三連複,1 - 4 - 7,37220
10262810,三連単,4 → 1 → 7,181950
10262811,単勝,1,3310
10262811,複勝,1,600
10262811,複勝,17,150
10262811,複勝,18,420
10262811,枠連,1 - 8,840
10262811,馬連,1 - 17,5650
10262811,ワイド,1 - 17,1750
10262811,ワイド,1 - 18,4910
10262811,ワイド,17 - 18,1020
10262811,馬単,1 → 17,17030
10262811,三連複,1 - 17 - 18,22060
10262811,三連単,1 → 17 → 18,261530
10262812,単勝,7,220
10262812,複勝,7,110
10262812,複勝,2,340
10262812,複勝,4,120
10262812,枠連,2 - 7,3670
10262812,馬連,2 - 7,3570
10262812,ワイド,2 - 7,770
10262812,ワイド,4 - 7,170
10262812,ワイド,2 - 4,780
10262812,馬単,7 → 2,4680
10262812,三連複,2 - 4 - 7,1170
10262812,三連単,7 → 2 → 4,11280
