raceid,kind,combo,payout
01262101,単勝,7,180
01262101,複勝,7,110
01262101,複勝,6,540
01262101,複勝,9,760
01262101,枠連,5 - 6,2570
01262101,馬連,6 - 7,2810
01262101,ワイド,6 - 7,870
01262101,ワイド,7 - 9,920
01262101,ワイド,6 - 9,7140
01262101,馬単,7 → 6,3450
01262101,三連複,6 - 7 - 9,20090
01262101,三連単,7 → 6 → 9,48030
01262102,単勝,6,290
01262102,複勝,6,120
01262102,複勝,2,110
01262102,馬連,2 - 6,200
01262102,ワイド,2 - 6,130
01262102,ワイド,4 - 6,210
01262102,ワイド,2 - 4,150
01262102,馬単,6 → 2,520
01262102,三連複,2 - 4 - 6,280
01262102,三連単,6 → 2 → 4,1430
01262103,単勝,14,210
01262103,複勝,14,110
01262103,複勝,8,120
01262103,複勝,4,180
01262103,枠連,5 - 8,330
01262103,馬連,8 - 14,360
01262103,ワイド,8 - 14,180
01262103,ワイド,4 - 14,390
01262103,ワイド,4 - 8,460
01262103,馬単,14 → 8,600
01262103,三連複,4 - 8 - 14,900
01262103,三連単,14 → 8 → 4,2670
01262104,単勝,11,810
01262104,複勝,11,260
01262104,複勝,10,380
01262104,複勝,8,400
01262104,枠連,5 - 6,1010
01262104,馬連,10 - 11,4550
01262104,ワイド,10 - 11,1330
01262104,ワイド,8 - 11,1520
01262104,ワイド,8 - 10,2810
01262104,馬単,11 → 10,7390
01262104,三連複,8 - 10 - 11,15960
01262104,三連単,11 → 10 → 8,71020
01262105,単勝,11,310
01262105,複勝,11,160
01262105,複勝,5,280
01262105,複勝,6,360
01262105,枠連,4 - 7,1070
01262105,馬連,5 - 11,1970
01262105,ワイド,5 - 11,750
01262105,ワイド,6 - 11,930
01262105,ワイド,5 - 6,2120
01262105,馬単,11 → 5,2930
01262105,三連複,5 - 6 - 11,7280
01262105,三連単,11 → 5 → 6,26840
01262106,単勝,5,2220
01262106,複勝,5,580
01262106,複勝,12,200
01262106,複勝,10,380
01262106,枠連,4 - 7,4100
01262106,馬連,5 - 12,4850
01262106,ワイド,5 - 12,1390
01262106,ワイド,5 - 10,2820
01262106,ワイド,10 - 12,540
01262106,馬単,5 → 12,11000
01262106,三連複,5 - 10 - 12,8620
01262106,三連単,5 → 12 → 10,85510
01262107,単勝,7,470
01262107,複勝,7,180
01262107,複勝,3,270
01262107,複勝,5,150
01262107,枠連,3 - 6,2090
01262107,馬連,3 - 7,2510
01262107,ワイド,3 - 7,810
01262107,ワイド,5 - 7,430
01262107,ワイド,3 - 5,750
01262107,馬単,7 → 3,4670
01262107,三連複,3 - 5 - 7,3350
01262107,三連単,7 → 3 → 5,18690
01262108,単勝,1,330
01262108,複勝,1,120
01262108,複勝,9,160
01262108,複勝,7,130
01262108,枠連,1 - 8,590
01262108,馬連,1 - 9,1170
01262108,ワイド,1 - 9,390
01262108,ワイド,1 - 7,240
01262108,ワイド,7 - 9,360
01262108,馬単,1 → 9,2100
01262108,三連複,1 - 7 - 9,1060
01262108,三連単,1 → 9 → 7,6160
01262109,単勝,6,400
01262109,複勝,6,170
01262109,複勝,7,120
01262109,複勝,12,720
01262109,枠連,4 - 5,460
01262109,馬連,6 - 7,520
01262109,ワイド,6 - 7,290
01262109,ワイド,6 - 12,2370
01262109,ワイド,7 - 12,2060
01262109,馬単,6 → 7,1080
01262109,三連複,6 - 7 - 12,5940
01262109,三連単,6 → 7 → 12,25930
01262110,単勝,9,430
01262110,複勝,9,200
01262110,複勝,5,220
01262110,複勝,10,310
01262110,枠連,4 - 6,1010
01262110,馬連,5 - 9,1480
01262110,ワイド,5 - 9,650
01262110,ワイド,9 - 10,900
01262110,ワイド,5 - 10,1050
01262110,馬単,9 → 5,2670
01262110,三連複,5 - 9 - 10,4080
01262110,三連単,9 → 5 → 10,19530
01262111,単勝,7,620
01262111,複勝,7,230
01262111,複勝,4,1390
01262111,複勝,14,190
01262111,枠連,3 - 5,1390
01262111,馬連,4 - 7,27940
01262111,ワイド,4 - 7,8220
01262111,ワイド,7 - 14,750
01262111,ワイド,4 - 14,5240
01262111,馬単,7 → 4,38410
01262111,三連複,4 - 7 - 14,38880
01262111,三連単,7 → 4 → 14,265110
01262112,単勝,11,300
01262112,複勝,11,160
01262112,複勝,6,430
01262112,複勝,4,160
01262112,枠連,6 - 8,3350
01262112,馬連,6 - 11,7150
01262112,ワイド,6 - 11,1540
01262112,ワイド,4 - 11,300
01262112,ワイド,4 - 6,1310
01262112,馬単,11 → 6,9910
01262112,三連複,4 - 6 - 11,3970
01262112,三連単,11 → 6 → 4,29900
04263101,単勝,5,140
04263101,複勝,5,110
04263101,複勝,2,160
04263101,馬連,2 - 5,320
04263101,ワイド,2 - 5,140
04263101,ワイド,4 - 5,200
04263101,ワイド,2 - 4,370
04263101,馬単,5 → 2,400
04263101,三連複,2 - 4 - 5,540
04263101,三連単,5 → 2 → 4,2190
04263102,単勝,10,260
04263102,複勝,10,140
04263102,複勝,11,230
04263102,複勝,6,290
04263102,枠連,7 - 8,620
04263102,馬連,10 - 11,950
04263102,ワイド,10 - 11,430
04263102,ワイド,6 - 10,740
04263102,ワイド,6 - 11,1730
04263102,馬単,10 → 11,1630
04263102,三連複,6 - 10 - 11,4820
04263102,三連単,10 → 11 → 6,16230
04263103,単勝,11,170
04263103,複勝,11,120
04263103,複勝,13,1760
04263103,複勝,8,280
04263103,枠連,7 - 8,1200
04263103,馬連,11 - 13,9360
04263103,ワイド,11 - 13,3090
04263103,ワイド,8 - 11,440
04263103,ワイド,8 - 13,12270
04263103,馬単,11 → 13,13630
04263103,三連複,8 - 11 - 13,20720
04263103,三連単,11 → 13 → 8,87650
04263104,単勝,4,1060
04263104,複勝,4,380
04263104,複勝,8,290
04263104,複勝,7,120
04263104,枠連,3 - 5,2170
04263104,馬連,4 - 8,9890
04263104,ワイド,4 - 8,2640
04263104,ワイド,4 - 7,690
04263104,ワイド,7 - 8,580
04263104,馬単,4 → 8,15210
04263104,三連複,4 - 7 - 8,6080
04263104,三連単,4 → 8 → 7,48270
04263105,単勝,6,5950
04263105,複勝,6,1140
04263105,複勝,9,260
04263105,複勝,11,410
04263105,枠連,3 - 5,5380
04263105,馬連,6 - 9,11970
04263105,ワイド,6 - 9,3150
04263105,ワイド,6 - 11,6410
04263105,ワイド,9 - 11,1110
04263105,馬単,6 → 9,30990
04263105,三連複,6 - 9 - 11,39090
04263105,三連単,6 → 9 → 11,256890
04263106,単勝,12,1270
04263106,複勝,12,250
04263106,複勝,1,150
04263106,複勝,10,140
04263106,枠連,1 - 6,1290
04263106,馬連,1 - 12,2610
04263106,ワイド,1 - 12,880
04263106,ワイド,10 - 12,650
04263106,ワイド,1 - 10,270
04263106,馬単,12 → 1,8750
04263106,三連複,1 - 10 - 12,2470
04263106,三連単,12 → 1 → 10,24910
04263107,単勝,16,1240
04263107,複勝,16,510
04263107,複勝,5,1340
04263107,複勝,1,590
04263107,枠連,3 - 8,560
04263107,馬連,5 - 16,29230
04263107,ワイド,5 - 16,9010
04263107,ワイド,1 - 16,4460
04263107,ワイド,1 - 5,9640
04263107,馬単,16 → 5,46850
04263107,三連複,1 - 5 - 16,218600
04263107,三連単,16 → 5 → 1,1290170
04263108,単勝,10,140
04263108,複勝,10,110
04263108,複勝,15,190
04263108,複勝,7,360
04263108,枠連,6 - 8,310
04263108,馬連,10 - 15,580
04263108,ワイド,10 - 15,320
04263108,ワイド,7 - 10,500
04263108,ワイド,7 - 15,1620
04263108,馬単,10 → 15,740
04263108,三連複,7 - 10 - 15,2170
04263108,三連単,10 → 15 → 7,5470
04263109,単勝,12,510
04263109,複勝,12,170
04263109,複勝,6,150
04263109,複勝,8,260
04263109,枠連,4 - 7,620
04263109,馬連,6 - 12,1000
04263109,ワイド,6 - 12,410
04263109,ワイド,8 - 12,840
04263109,ワイド,6 - 8,770
04263109,馬単,12 → 6,2370
04263109,三連複,6 - 8 - 12,3510
04263109,三連単,12 → 6 → 8,15920
04263110,単勝,9,590
04263110,複勝,9,200
04263110,複勝,14,120
04263110,複勝,6,770
04263110,枠連,5 - 8,710
04263110,馬連,9 - 14,860
04263110,ワイド,9 - 14,430
04263110,ワイド,6 - 9,3530
04263110,ワイド,6 - 14,1970
04263110,馬単,9 → 14,2100
04263110,三連複,6 - 9 - 14,10730
04263110,三連単,9 → 14 → 6,46620
04263111,単勝,7,1820
04263111,複勝,7,370
04263111,複勝,5,130
04263111,複勝,3,110
04263111,枠連,5 - 6,850
04263111,馬連,5 - 7,2630
04263111,ワイド,5 - 7,1170
04263111,ワイド,3 - 7,830
04263111,ワイド,3 - 5,200
04263111,馬単,7 → 5,6450
04263111,三連複,3 - 5 - 7,2450
04263111,三連単,7 → 5 → 3,27120
04263112,単勝,10,170
04263112,複勝,10,110
04263112,複勝,12,170
04263112,複勝,15,130
04263112,枠連,6 - 7,700
04263112,馬連,10 - 12,790
04263112,ワイド,10 - 12,330
04263112,ワイド,10 - 15,210
04263112,ワイド,12 - 15,590
04263112,馬単,10 → 12,1060
04263112,三連複,10 - 12 - 15,1340
04263112,三連単,10 → 12 → 15,4130
07263101,単勝,2,450
07263101,複勝,2,110
07263101,複勝,6,110
07263101,複勝,4,140
07263101,枠連,2 - 6,360
07263101,馬連,2 - 6,340
07263101,ワイド,2 - 6,170
07263101,ワイド,2 - 4,290
07263101,ワイド,4 - 6,230
07263101,馬単,2 → 6,780
07263101,三連複,2 - 4 - 6,490
07263101,三連単,2 → 6 → 4,2890
07263102,単勝,9,1460
07263102,複勝,9,220
07263102,複勝,5,610
07263102,複勝,2,110
07263102,枠連,5 - 8,6500
07263102,馬連,5 - 9,16740
07263102,ワイド,5 - 9,2990
07263102,ワイド,2 - 9,410
07263102,ワイド,2 - 5,1080
07263102,馬単,9 → 5,40590
07263102,三連複,2 - 5 - 9,5720
07263102,三連単,9 → 5 → 2,101810
07263103,単勝,6,740
07263103,複勝,6,350
07263103,複勝,2,460
07263103,複勝,3,570
07263103,馬連,2 - 6,2390
07263103,ワイド,2 - 6,400
07263103,ワイド,3 - 6,470
07263103,ワイド,2 - 3,550
07263103,馬単,6 → 2,5020
07263103,三連複,2 - 3 - 6,3270
07263103,三連単,6 → 2 → 3,20330
07263104,単勝,9,790
07263104,複勝,9,270
07263104,複勝,12,370
07263104,複勝,3,520
07263104,枠連,5 - 6,4390
07263104,馬連,9 - 12,4970
07263104,ワイド,9 - 12,1500
07263104,ワイド,3 - 9,2450
07263104,ワイド,3 - 12,3070
07263104,馬単,9 → 12,5090
07263104,三連複,3 - 9 - 12,28630
07263104,三連単,9 → 12 → 3,120630
07263105,単勝,10,220
07263105,複勝,10,110
07263105,複勝,6,190
07263105,複勝,14,150
07263105,枠連,3 - 5,870
07263105,馬連,6 - 10,990
07263105,ワイド,6 - 10,340
07263105,ワイド,10 - 14,260
07263105,ワイド,6 - 14,670
07263105,馬単,10 → 6,1510
07263105,三連複,6 - 10 - 14,1260
07263105,三連単,10 → 6 → 14,6670
07263106,単勝,9,1090
07263106,複勝,9,280
07263106,複勝,12,180
07263106,複勝,7,1350
07263106,枠連,6 - 7,1760
07263106,馬連,9 - 12,2360
07263106,ワイド,9 - 12,760
07263106,ワイド,7 - 9,7870
07263106,ワイド,7 - 12,4990
07263106,馬単,9 → 12,5920
07263106,三連複,7 - 9 - 12,60490
07263106,三連単,9 → 12 → 7,276870
07263107,単勝,3,260
07263107,複勝,3,150
07263107,複勝,11,1780
07263107,複勝,6,280
07263107,枠連,2 - 6,2950
07263107,馬連,3 - 11,19820
07263107,ワイド,3 - 11,5300
07263107,ワイド,3 - 6,590
07263107,ワイド,6 - 11,8630
07263107,馬単,3 → 11,20360
07263107,三連複,3 - 6 - 11,38990
07263107,三連単,3 → 11 → 6,220910
07263108,単勝,4,250
07263108,複勝,4,120
07263108,複勝,8,120
07263108,複勝,5,330
07263108,枠連,4 - 7,230
07263108,馬連,4 - 8,310
07263108,ワイド,4 - 8,190
07263108,ワイド,4 - 5,770
07263108,ワイド,5 - 8,650
07263108,馬単,4 → 8,630
07263108,三連複,4 - 5 - 8,1760
07263108,三連単,4 → 8 → 5,6220
07263109,単勝,5,260
07263109,複勝,5,170
07263109,複勝,1,890
07263109,馬連,1 - 5,4170
07263109,ワイド,1 - 5,1110
07263109,ワイド,5 - 6,630
07263109,ワイド,1 - 6,1780
07263109,馬単,5 → 1,4940
07263109,三連複,1 - 5 - 6,5450
07263109,三連単,5 → 1 → 6,36860
07263110,単勝,3,370
07263110,複勝,3,190
07263110,複勝,10,490
07263110,複勝,2,400
07263110,枠連,3 - 7,820
07263110,馬連,3 - 10,2980
07263110,ワイド,3 - 10,1080
07263110,ワイド,2 - 3,880
07263110,ワイド,2 - 10,2720
07263110,馬単,3 → 10,4430
07263110,三連複,2 - 3 - 10,10750
07263110,三連単,3 → 10 → 2,53720
07263111,単勝,12,250
07263111,複勝,12,150
07263111,複勝,7,360
07263111,複勝,4,190
07263111,枠連,4 - 6,1590
07263111,馬連,7 - 12,2580
07263111,ワイド,7 - 12,1010
07263111,ワイド,4 - 12,450
07263111,ワイド,4 - 7,1270
07263111,馬単,12 → 7,3680
07263111,三連複,4 - 7 - 12,5130
07263111,三連単,12 → 7 → 4,22090
07263112,単勝,12,330
07263112,複勝,12,150
07263112,複勝,11,190
07263112,複勝,4,510
07263112,枠連,6 - 6,700
07263112,馬連,11 - 12,710
07263112,ワイド,11 - 12,310
07263112,ワイド,4 - 12,1350
07263112,ワイド,4 - 11,1680
07263112,馬単,12 → 11,1460
07263112,三連複,4 - 11 - 12,5650
07263112,三連単,12 → 11 → 4,23810
