raceid,kind,combo,payout
06264103,複勝,9,120
06264103,枠連,4-5,2130
06264103,馬連,4-5,2560
06264103,ワイド,4-5,600
06264103,ワイド,4-9,290
06264103,ワイド,5-9,240
06264103,馬単,4-5,4050
06264103,三連複,4-5-9,850
06264103,三連単,4-5-9,9430
06264104,単勝,1,290
06264104,複勝,1,270
06264104,複勝,8,530
06264104,複勝,5,450
06264104,枠連,1-7,1620
06264104,馬連,1-8,1500
06264104,ワイド,1-8,410
06264104,ワイド,1-5,330
06264104,ワイド,5-8,660
06264104,馬単,1-8,2560
06264104,三連複,1-5-8,1930
06264104,三連単,1-8-5,9660
06264105,単勝,6,410
06264105,複勝,6,160
06264105,複勝,5,210
06264105,複勝,2,140
06264105,枠連,5-6,1100
06264105,馬連,5-6,1150
06264105,ワイド,5-6,400
06264105,ワイド,2-6,330
06264105,ワイド,2-5,510
06264105,馬単,6-5,1960
06264105,三連複,2-5-6,1320
06264105,三連単,6-5-2,6380
06264106,単勝,10,180
06264106,複勝,10,110
06264106,複勝,1,150
06264106,複勝,8,430
06264106,枠連,1-6,550
06264106,馬連,1-10,540
06264106,ワイド,1-10,310
06264106,ワイド,8-10,1120
06264106,ワイド,1-8,2120
06264106,馬単,10-1,730
06264106,三連複,1-8-10,4180
06264106,三連単,10-1-8,10420
06264107,単勝,8,520
06264107,複勝,8,220
06264107,複勝,15,180
06264107,複勝,13,2090
06264107,枠連,4-8,770
06264107,馬連,8-15,850
06264107,ワイド,8-15,410
06264107,ワイド,8-13,6220
06264107,ワイド,13-15,3340
06264107,馬単,8-15,2060
06264107,三連複,8-13-15,17450
06264107,三連単,8-15-13,78860
06264108,単勝,1,590
06264108,複勝,1,220
06264108,複勝,6,150
06264108,複勝,5,570
06264108,枠連,1-3,510
06264108,馬連,1-6,1270
06264108,ワイド,1-6,500
06264108,ワイド,1-5,1960
06264108,ワイド,5-6,1130
06264108,馬単,1-6,2610
06264108,三連複,1-5-6,5780
06264108,三連単,1-6-5,28150
06264109,単勝,5,1230
06264109,複勝,5,300
06264109,複勝,7,150
06264109,複勝,2,360
06264109,枠連,3-4,1490
06264109,馬連,5-7,1960
06264109,ワイド,5-7,590
06264109,ワイド,2-5,1610
06264109,ワイド,2-7,650
06264109,馬単,5-7,5280
06264109,三連複,2-5-7,6240
06264109,三連単,5-7-2,32380
06264110,単勝,6,1400
06264110,複勝,6,210
06264110,複勝,5,110
06264110,複勝,8,130
06264110,枠連,4-5,1330
06264110,馬連,5-6,1120
06264110,ワイド,5-6,510
06264110,ワイド,6-8,920
06264110,ワイド,5-8,200
06264110,馬単,6-5,4090
06264110,三連複,5-6-8,1950
06264110,三連単,6-5-8,20290
06264111,単勝,8,1960
06264111,複勝,8,480
06264111,複勝,7,270
06264111,複勝,3,450
06264111,枠連,4-4,8000
06264111,馬連,7-8,8920
06264111,ワイド,7-8,3140
06264111,ワイド,3-8,3350
06264111,ワイド,3-7,2870
06264111,馬単,8-7,18840
06264111,三連複,3-7-8,42840
06264111,三連単,8-7-3,334980
06264112,単勝,12,500
06264112,複勝,12,180
06264112,複勝,1,1390
06264112,複勝,14,180
06264112,枠連,1-7,13860
06264112,馬連,1-12,24150
06264112,ワイド,1-12,4700
06264112,ワイド,12-14,360
06264112,ワイド,1-14,4880
06264112,馬単,12-1,27070
06264112,三連複,1-12-14,20840
06264112,三連単,12-1-14,148670
09264101,単勝,11,280
09264101,複勝,11,140
09264101,複勝,9,160
09264101,複勝,1,320
09264101,枠連,7-8,320
09264101,馬連,9-11,890
09264101,ワイド,9-11,430
09264101,ワイド,1-11,1200
09264101,ワイド,1-9,970
09264101,馬単,11-9,1460
09264101,三連複,1-9-11,4120
09264101,三連単,11-9-1,15930
09264102,単勝,2,220
09264102,複勝,2,110
09264102,複勝,4,140
09264102,馬連,2-4,320
09264102,ワイド,2-4,140
09264102,ワイド,2-3,180
09264102,ワイド,3-4,290
09264102,馬単,2-4,640
09264102,三連複,2-3-4,520
09264102,三連単,2-4-3,1790
09264103,単勝,1,350
09264103,複勝,1,140
09264103,複勝,11,150
09264103,複勝,9,110
09264103,枠連,1-7,760
09264103,馬連,1-11,1120
09264103,ワイド,1-11,350
09264103,ワイド,1-9,210
09264103,ワイド,9-11,270
09264103,馬単,1-11,1880
09264103,三連複,1-9-11,840
09264103,三連単,1-11-9,5020
09264104,単勝,17,2050
09264104,複勝,17,410
09264104,複勝,5,220
09264104,複勝,2,110
09264104,枠連,3-8,1650
09264104,馬連,5-17,10930
09264104,ワイド,5-17,2860
09264104,ワイド,2-17,740
09264104,ワイド,2-5,360
09264104,馬単,17-5,25930
09264104,三連複,2-5-17,4250
09264104,三連単,17-5-2,55500
09264105,単勝,8,370
09264105,複勝,8,130
09264105,複勝,3,270
09264105,複勝,2,120
09264105,枠連,3-6,3330
09264105,馬連,3-8,3110
09264105,ワイド,3-8,800
09264105,ワイド,2-8,240
09264105,ワイド,2-3,540
09264105,馬単,8-3,4720
09264105,三連複,2-3-8,1830
09264105,三連単,8-3-2,12980
09264106,単勝,1,3940
09264106,複勝,1,810
09264106,複勝,2,430
09264106,複勝,5,340
09264106,枠連,1-2,11540
09264106,馬連,1-2,16330
09264106,ワイド,1-2,3960
09264106,ワイド,1-5,2850
09264106,ワイド,2-5,1590
09264106,馬単,1-2,41580
09264106,三連複,1-2-5,30540
09264106,三連単,1-2-5,270590
09264107,単勝,14,810
09264107,複勝,14,260
09264107,複勝,16,140
09264107,複勝,4,160
09264107,枠連,7-8,1800
09264107,馬連,14-16,1990
09264107,ワイド,14-16,820
09264107,ワイド,4-14,850
09264107,ワイド,4-16,410
09264107,馬単,14-16,3930
09264107,三連複,4-14-16,3280
09264107,三連単,14-16-4,24240
09264108,単勝,8,2600
09264108,複勝,8,300
09264108,複勝,4,140
09264108,複勝,9,200
09264108,枠連,4-8,1270
09264108,馬連,4-8,4100
09264108,ワイド,4-8,1010
09264108,ワイド,8-9,1310
09264108,ワイド,4-9,450
09264108,馬単,8-4,11150
09264108,三連複,4-8-9,4780
09264108,三連単,8-4-9,50640
09264109,単勝,2,430
09264109,複勝,2,130
09264109,複勝,8,130
09264109,複勝,6,110
09264109,枠連,2-7,1340
09264109,馬連,2-8,2200
09264109,ワイド,2-8,440
09264109,ワイド,2-6,170
09264109,ワイド,6-8,250
09264109,馬単,2-8,3100
09264109,三連複,2-6-8,720
09264109,三連単,2-8-6,7270
09264110,単勝,3,700
09264110,複勝,3,800
09264110,複勝,6,1230
09264110,馬連,3-6,3240
09264110,ワイド,3-6,600
09264110,ワイド,3-7,150
09264110,ワイド,6-7,240
09264110,馬単,3-6,7230
09264110,三連複,3-6-7,690
09264110,三連単,3-6-7,12660
09264111,単勝,4,700
09264111,複勝,4,250
09264111,複勝,2,230
09264111,複勝,3,430
09264111,枠連,2-4,2330
09264111,馬連,2-4,2120
09264111,ワイド,2-4,790
09264111,ワイド,3-4,1290
09264111,ワイド,2-3,1410
09264111,馬単,4-2,4080
09264111,三連複,2-3-4,7600
09264111,三連単,4-2-3,35150
09264112,単勝,11,2810
09264112,複勝,11,510
09264112,複勝,12,130
09264112,複勝,8,110
09264112,枠連,8-8,3740
09264112,馬連,11-12,4220
09264112,ワイド,11-12,1200
09264112,ワイド,8-11,1390
09264112,ワイド,8-12,180
09264112,馬単,11-12,10370
09264112,三連複,8-11-12,2940
09264112,三連単,11-12-8,37860
