raceid,kind,combo,payout
01262501,単勝,11,1120
01262501,複勝,11,170
01262501,複勝,9,100
01262501,複勝,5,210
01262501,枠連,7-8,300
01262501,馬連,9-11,310
01262501,ワイド,9-11,200
01262501,ワイド,5-11,1240
01262501,ワイド,5-9,320
01262501,馬単,11-9,1360
01262501,三連複,5-9-11,1170
01262501,三連単,11-9-5,11370
01262502,単勝,11,210
01262502,複勝,11,120
01262502,複勝,9,140
01262502,複勝,4,300
01262502,枠連,7-8,410
01262502,馬連,9-11,580
01262502,ワイド,9-11,270
01262502,ワイド,4-11,620
01262502,ワイド,4-9,730
01262502,馬単,11-9,810
01262502,三連複,4-9-11,1940
01262502,三連単,11-9-4,6750
01262503,単勝,2,7530
01262503,複勝,2,1060
01262503,複勝,5,190
01262503,複勝,9,170
01262503,枠連,2-5,16310
01262503,馬連,2-5,17680
01262503,ワイド,2-5,2740
01262503,ワイド,2-9,2550
01262503,ワイド,5-9,560
01262503,馬単,2-5,47920
01262503,三連複,2-5-9,15380
01262503,三連単,2-5-9,209180
01262504,単勝,5,180
01262504,複勝,5,110
01262504,複勝,6,160
01262504,複勝,9,150
01262504,枠連,4-4,540
01262504,馬連,5-6,530
01262504,ワイド,5-6,230
01262504,ワイド,5-9,280
01262504,ワイド,6-9,390
01262504,馬単,5-6,750
01262504,三連複,5-6-9,1120
01262504,三連単,5-6-9,3060
01262505,単勝,5,2220
01262505,複勝,5,520
01262505,複勝,7,220
01262505,複勝,2,170
01262505,枠連,4-5,6320
01262505,馬連,5-7,5130
01262505,ワイド,5-7,1550
01262505,ワイド,2-5,1270
01262505,ワイド,2-7,610
01262505,馬単,5-7,11510
01262505,三連複,2-5-7,6520
01262505,三連単,5-7-2,74640
01262506,単勝,15,1780
01262506,複勝,15,480
01262506,複勝,10,370
01262506,複勝,16,450
01262506,枠連,5-8,2710
01262506,馬連,10-15,11470
01262506,ワイド,10-15,3100
01262506,ワイド,15-16,2630
01262506,ワイド,10-16,3260
01262506,馬単,15-10,25780
01262506,三連複,10-15-16,40420
01262506,三連単,15-10-16,284640
01262507,単勝,6,520
01262507,複勝,6,160
01262507,複勝,8,120
01262507,複勝,4,180
01262507,枠連,5-6,560
01262507,馬連,6-8,620
01262507,ワイド,6-8,280
01262507,ワイド,4-6,630
01262507,ワイド,4-8,350
01262507,馬単,6-8,1600
01262507,三連複,4-6-8,1210
01262507,三連単,6-8-4,8350
01262508,単勝,1,1580
01262508,複勝,1,240
01262508,複勝,7,140
01262508,複勝,11,140
01262508,枠連,1-5,1480
01262508,馬連,1-7,1790
01262508,ワイド,1-7,650
01262508,ワイド,1-11,710
01262508,ワイド,7-11,310
01262508,馬単,1-7,4690
01262508,三連複,1-7-11,2070
01262508,三連単,1-7-11,20750
01262509,単勝,6,540
01262509,複勝,6,180
01262509,複勝,2,410
01262509,複勝,9,170
01262509,枠連,2-4,2870
01262509,馬連,2-6,4690
01262509,ワイド,2-6,1190
01262509,ワイド,6-9,300
01262509,ワイド,2-9,980
01262509,馬単,6-2,9380
01262509,三連複,2-6-9,4060
01262509,三連単,6-2-9,30830
01262510,単勝,14,710
01262510,複勝,14,320
01262510,複勝,7,290
01262510,複勝,11,220
01262510,枠連,4-7,3440
01262510,馬連,7-14,3920
01262510,ワイド,7-14,1300
01262510,ワイド,11-14,900
01262510,ワイド,7-11,1060
01262510,馬単,14-7,7780
01262510,三連複,7-11-14,8270
01262510,三連単,14-7-11,47770
01262511,単勝,2,110
01262511,複勝,2,100
01262511,複勝,4,130
01262511,複勝,3,170
01262511,枠連,2-4,370
01262511,馬連,2-4,360
01262511,ワイド,2-4,160
01262511,ワイド,2-3,250
01262511,ワイド,3-4,470
01262511,馬単,2-4,380
01262511,三連複,2-3-4,760
01262511,三連単,2-4-3,1390
01262512,単勝,9,960
01262512,複勝,9,270
01262512,複勝,4,490
01262512,複勝,8,200
01262512,枠連,4-6,1860
01262512,馬連,4-9,6500
01262512,ワイド,4-9,2360
01262512,ワイド,8-9,1030
01262512,ワイド,4-8,1570
01262512,馬単,9-4,13470
01262512,三連複,4-8-9,13250
01262512,三連単,9-4-8,80720
06264101,単勝,4,180
06264101,複勝,4,110
06264101,複勝,3,180
06264101,複勝,1,230
06264101,馬連,3-4,480
06264101,ワイド,3-4,210
06264101,ワイド,1-4,290
06264101,ワイド,1-3,620
06264101,馬単,4-3,690
06264101,三連複,1-3-4,1300
06264101,三連単,4-3-1,3660
06264102,単勝,2,290
06264102,複勝,2,130
06264102,複勝,6,480
06264102,複勝,8,180
06264102,枠連,1-3,2750
06264102,馬連,2-6,3430
06264102,ワイド,2-6,960
06264102,ワイド,2-8,310
06264102,ワイド,6-8,1930
06264102,馬単,2-6,5200
06264102,三連複,2-6-8,4440
06264102,三連単,2-6-8,23040
06264103,単勝,4,710
06264103,複勝,4,170
06264103,複勝,5,150
