raceid,kind,combo,payout
09264302,馬単,5-6,350
09264302,三連複,2-5-6,420
09264302,三連単,5-6-2,1150
09264303,単勝,7,160
09264303,複勝,7,140
09264303,複勝,3,280
09264303,馬連,3-7,670
09264303,ワイド,3-7,290
09264303,ワイド,6-7,260
09264303,ワイド,3-6,510
09264303,馬単,7-3,990
09264303,三連複,3-6-7,1250
09264303,三連単,7-3-6,4000
09264304,単勝,5,3240
09264304,複勝,5,1010
09264304,複勝,6,170
09264304,複勝,15,740
09264304,枠連,3-3,6260
09264304,馬連,5-6,7120
09264304,ワイド,5-6,2060
09264304,ワイド,5-15,12870
09264304,ワイド,6-15,1470
09264304,馬単,5-6,16270
09264304,三連複,5-6-15,39010
09264304,三連単,5-6-15,264890
09264305,単勝,1,520
09264305,複勝,1,160
09264305,複勝,9,110
09264305,複勝,8,1540
09264305,枠連,1-8,420
09264305,馬連,1-9,530
09264305,ワイド,1-9,290
09264305,ワイド,1-8,5570
09264305,ワイド,8-9,3610
09264305,馬単,1-9,1150
09264305,三連複,1-8-9,11210
09264305,三連単,1-9-8,47890
09264306,単勝,3,190
09264306,複勝,3,110
09264306,複勝,8,200
09264306,複勝,6,290
09264306,馬連,3-8,840
09264306,ワイド,3-8,350
09264306,ワイド,3-6,450
09264306,ワイド,6-8,1260
09264306,馬単,3-8,1260
09264306,三連複,3-6-8,2060
09264306,三連単,3-8-6,6790
09264307,単勝,9,890
09264307,複勝,9,290
09264307,複勝,4,210
09264307,複勝,11,350
09264307,枠連,2-5,1190
09264307,馬連,4-9,2770
09264307,ワイド,4-9,920
09264307,ワイド,9-11,1620
09264307,ワイド,4-11,1170
09264307,馬単,9-4,5560
09264307,三連複,4-9-11,7960
09264307,三連単,9-4-11,50260
09264308,単勝,4,230
09264308,複勝,4,120
09264308,複勝,7,140
09264308,複勝,1,250
09264308,枠連,3-5,370
09264308,馬連,4-7,360
09264308,ワイド,4-7,200
09264308,ワイド,1-4,590
09264308,ワイド,1-7,720
09264308,馬単,4-7,540
09264308,三連複,1-4-7,1120
09264308,三連単,4-7-1,2910
09264309,単勝,2,420
09264309,複勝,2,150
09264309,複勝,8,230
09264309,複勝,4,170
09264309,枠連,2-6,2330
09264309,馬連,2-8,2290
09264309,ワイド,2-8,850
09264309,ワイド,2-4,500
09264309,ワイド,4-8,870
09264309,馬単,2-8,4200
09264309,三連複,2-4-8,3490
09264309,三連単,2-8-4,20150
09264310,単勝,5,330
09264310,複勝,5,160
09264310,複勝,2,250
09264310,複勝,10,260
09264310,枠連,2-3,1010
09264310,馬連,2-5,1720
09264310,ワイド,2-5,580
09264310,ワイド,5-10,560
09264310,ワイド,2-10,1130
09264310,馬単,5-2,2490
09264310,三連複,2-5-10,3740
09264310,三連単,5-2-10,14270
09264311,単勝,15,710
09264311,複勝,15,220
09264311,複勝,8,510
09264311,複勝,7,380
09264311,枠連,4-8,1950
09264311,馬連,8-15,4460
09264311,ワイド,8-15,1400
09264311,ワイド,7-15,1240
09264311,ワイド,7-8,2760
09264311,馬単,15-8,8370
09264311,三連複,7-8-15,16840
09264311,三連単,15-8-7,85250
09264312,単勝,10,450
09264312,複勝,10,190
09264312,複勝,14,230
09264312,複勝,16,200
09264312,枠連,5-7,540
09264312,馬連,10-14,1990
09264312,ワイド,10-14,770
09264312,ワイド,10-16,580
09264312,ワイド,14-16,950
09264312,馬単,10-14,3020
09264312,三連複,10-14-16,4630
09264312,三連単,10-14-16,16090
