raceid,kind,combo,payout
06264301,単勝,9,780
06264301,複勝,9,180
06264301,複勝,11,160
06264301,複勝,6,550
06264301,枠連,7-8,1020
06264301,馬連,9-11,1460
06264301,ワイド,9-11,550
06264301,ワイド,6-9,1550
06264301,ワイド,6-11,1150
06264301,馬単,9-11,3310
06264301,三連複,6-9-11,9750
06264301,三連単,9-11-6,46670
06264302,単勝,10,620
06264302,複勝,10,200
06264302,複勝,7,640
06264302,複勝,6,240
06264302,枠連,6-7,2240
06264302,馬連,7-10,10590
06264302,ワイド,7-10,2270
06264302,ワイド,6-10,800
06264302,ワイド,6-7,2030
06264302,馬単,10-7,15970
06264302,三連複,6-7-10,16110
06264302,三連単,10-7-6,123790
06264303,単勝,15,420
06264303,複勝,15,170
06264303,複勝,13,300
06264303,複勝,8,160
06264303,枠連,7-8,1590
06264303,馬連,13-15,3300
06264303,ワイド,13-15,1290
06264303,ワイド,8-15,490
06264303,ワイド,8-13,1380
06264303,馬単,15-13,5000
06264303,三連複,8-13-15,5250
06264303,三連単,15-13-8,26400
06264304,単勝,4,6480
06264304,複勝,4,1310
06264304,複勝,2,170
06264304,複勝,10,600
06264304,枠連,1-2,2200
06264304,馬連,2-4,6510
06264304,ワイド,2-4,2760
06264304,ワイド,4-10,11170
06264304,ワイド,2-10,1080
06264304,馬単,4-2,19370
06264304,三連複,2-4-10,37440
06264304,三連単,4-2-10,328680
06264305,単勝,8,160
06264305,複勝,8,110
06264305,複勝,4,160
06264305,複勝,1,800
06264305,枠連,4-7,370
06264305,馬連,4-8,530
06264305,ワイド,4-8,260
06264305,ワイド,1-8,1570
06264305,ワイド,1-4,3120
06264305,馬単,8-4,600
06264305,三連複,1-4-8,7070
06264305,三連単,8-4-1,19090
06264306,単勝,11,1080
06264306,複勝,11,570
06264306,複勝,3,1320
06264306,複勝,2,600
06264306,枠連,3-8,6800
06264306,馬連,3-11,11390
06264306,ワイド,3-11,2530
06264306,ワイド,2-11,1620
06264306,ワイド,2-3,3130
06264306,馬単,11-3,30100
06264306,三連複,2-3-11,30760
06264306,三連単,11-3-2,282570
06264307,単勝,14,230
06264307,複勝,14,160
06264307,複勝,7,480
06264307,複勝,2,390
06264307,枠連,4-7,920
06264307,馬連,7-14,1540
06264307,ワイド,7-14,620
06264307,ワイド,2-14,960
06264307,ワイド,2-7,3180
06264307,馬単,14-7,2170
06264307,三連複,2-7-14,8760
06264307,三連単,14-7-2,28120
06264308,単勝,5,480
06264308,複勝,5,220
06264308,複勝,12,220
06264308,複勝,2,1090
06264308,枠連,4-7,1150
06264308,馬連,5-12,1860
06264308,ワイド,5-12,810
06264308,ワイド,2-5,4420
06264308,ワイド,2-12,5260
06264308,馬単,5-12,3500
06264308,三連複,2-5-12,32730
06264308,三連単,5-12-2,122820
06264309,単勝,2,280
06264309,複勝,2,140
06264309,複勝,12,120
06264309,複勝,10,170
06264309,枠連,2-7,500
06264309,馬連,2-12,480
06264309,ワイド,2-12,290
06264309,ワイド,2-10,420
06264309,ワイド,10-12,320
06264309,馬単,2-12,850
06264309,三連複,2-10-12,1080
06264309,三連単,2-12-10,4440
06264310,単勝,5,1910
06264310,複勝,5,600
06264310,複勝,2,490
06264310,複勝,4,310
06264310,枠連,2-5,10170
06264310,馬連,2-5,10190
06264310,ワイド,2-5,2970
06264310,ワイド,4-5,2390
06264310,ワイド,2-4,1240
06264310,馬単,5-2,21290
06264310,三連複,2-4-5,18740
06264310,三連単,5-2-4,131760
06264311,単勝,15,630
06264311,複勝,15,180
06264311,複勝,5,220
06264311,複勝,16,260
06264311,枠連,3-8,950
06264311,馬連,5-15,1960
06264311,ワイド,5-15,760
06264311,ワイド,15-16,1130
06264311,ワイド,5-16,860
06264311,馬単,15-5,4000
06264311,三連複,5-15-16,6800
06264311,三連単,15-5-16,38150
06264312,単勝,8,920
06264312,複勝,8,270
06264312,複勝,12,150
06264312,複勝,9,580
06264312,枠連,4-6,900
06264312,馬連,8-12,1100
06264312,ワイド,8-12,510
06264312,ワイド,8-9,3230
06264312,ワイド,9-12,1650
06264312,馬単,8-12,2970
06264312,三連複,8-9-12,12540
06264312,三連単,8-12-9,67090
09264301,単勝,1,190
09264301,複勝,1,110
09264301,複勝,8,580
09264301,複勝,5,550
09264301,馬連,1-8,2370
09264301,ワイド,1-8,750
09264301,ワイド,1-5,940
09264301,ワイド,5-8,3840
09264301,馬単,1-8,3610
09264301,三連複,1-5-8,9370
09264301,三連単,1-8-5,32320
09264302,単勝,5,130
09264302,複勝,5,110
09264302,複勝,6,170
09264302,馬連,5-6,280
09264302,ワイド,5-6,140
09264302,ワイド,2-5,180
09264302,ワイド,2-6,260
