date,raceid,label,axis,axis_finish,P馬単M4点_cost,P馬単M4点_ret,P馬単M4点_pay,X三連単A4点_cost,X三連単A4点_ret,X三連単A4点_pay,P単勝1点_cost,P単勝1点_ret,P単勝1点_pay,P複勝1点_cost,P複勝1点_ret,P複勝1点_pay,board_at,odds_at,G馬単M4点_cost,G馬単M4点_ret,G馬単M4点_pay,Q三連単A4点_cost,Q三連単A4点_ret,Q三連単A4点_pay,in_sample,board_cutoff
2026-09-12,06264301,中山 1R ２歳未勝利,3,9,400,0,0.0,400,0,0.0,100,0,0.0,100,0,0.0,2026-09-12 09:54:47+0900,2026-09-12 09:51:16,400,0,0.0,400,0,0.0,1,10:30
