ÉåÅ[ÉXID,ãÊï™,åéì˙éûï™,ì™êî,ògòAï[êî,òg1-1,òg1-2,òg1-3,òg1-4,òg1-5,òg1-6,òg1-7,òg1-8,òg2-2,òg2-3,òg2-4,òg2-5,òg2-6,òg2-7,òg2-8,òg3-3,òg3-4,òg3-5,òg3-6,òg3-7,òg3-8,òg4-4,òg4-5,òg4-6,òg4-7,òg4-8,òg5-5,òg5-6,òg5-7,òg5-8,òg6-6,òg6-7,òg6-8,òg7-7,òg7-8,òg8-8
2026062802010601,1,06280939,8,          0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2026062802010601,1,06280901,8,          0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2026062802010601,1,06272059,8,          0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2026062802010601,4,06280956,8,          0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2026062802010602,1,06281009,14,      32219,   0.0,  80.0,  12.7,   8.9,  41.4,  28.1,  65.8,  45.2,   0.0,  57.0,  48.6, 146.8,  80.5, 179.6, 121.8,  28.4,   4.1,  18.6,  12.4,  37.4,  22.8,  61.6,  13.0,   9.6,  23.7,  17.3, 219.0,  36.6,  71.1,  42.9, 138.7,  71.9,  32.8, 342.0,  62.7, 235.5
2026062802010602,1,06280902,14,       8628,   0.0,  65.5,  13.5,  10.3,  43.9,  39.1,  48.8,  46.1,   0.0,  46.4,  42.5, 104.4,  70.3, 113.3,  67.5,  27.2,   4.4,  17.2,  15.8,  28.3,  22.9,  64.9,  12.0,  10.5,  18.9,  20.1, 222.8,  35.0,  57.6,  37.3, 167.1,  59.7,  38.2, 208.9,  38.8, 148.5
2026062802010602,1,06272100,14,        763,   0.0, 118.2,  19.0,  14.4,  23.6, 147.8,  65.7,  39.4,   0.0,  84.4,  42.2,  84.4,  53.7, 197.1,  59.1,  21.9,   3.9,  14.0,  34.7,  45.4,  15.1, 118.2,  10.3,  24.6,  14.7,  15.1, 591.3,  65.7,  39.4,  21.1,   0.0,  53.7,  26.8, 295.6,  23.6,  42.2
2026062802010602,4,06281027,14,      99492,   0.0, 111.1,  10.0,   9.3,  36.7,  22.3,  89.8,  31.1,   0.0,  58.3,  44.1, 208.3, 134.5, 253.6, 159.9,  31.1,   3.7,  19.0,  13.3,  47.6,  14.3,  81.7,  16.1,   9.9,  32.8,  16.3, 281.4,  39.6, 100.9,  50.9, 251.9,  89.8,  34.6, 579.7,  96.7, 368.9
2026062802010603,1,06281039,12,      23599,   0.0,  92.0, 110.4, 168.7,  53.7,   6.1,  25.2,  24.5,   0.0, 198.1, 314.2, 184.1,  35.1, 142.3,  86.7,   0.0, 191.8, 115.3,  46.8, 143.5, 136.0,   0.0, 236.7,  43.2, 109.7, 131.1, 405.0,  13.0,  56.0,  48.3,   3.7,   5.5,   4.6,   0.0,  19.0,  81.3
2026062802010603,1,06280902,12,       7284,   0.0,  70.6, 116.2, 150.8,  62.0,   6.4,  18.9,  27.4,   0.0, 109.4, 192.4,  97.9,  37.9, 101.4,  70.6,   0.0, 139.5,  66.4,  46.5,  99.6, 103.3,   0.0, 174.4,  44.3,  56.9, 116.2, 253.7,  12.7,  42.9,  43.9,   4.7,   4.7,   5.8,   0.0,  13.5,  76.4
