ÉåÅ[ÉXID,ãÊï™,åéì˙éûï™,ì™êî,ògòAï[êî,òg1-1,òg1-2,òg1-3,òg1-4,òg1-5,òg1-6,òg1-7,òg1-8,òg2-2,òg2-3,òg2-4,òg2-5,òg2-6,òg2-7,òg2-8,òg3-3,òg3-4,òg3-5,òg3-6,òg3-7,òg3-8,òg4-4,òg4-5,òg4-6,òg4-7,òg4-8,òg5-5,òg5-6,òg5-7,òg5-8,òg6-6,òg6-7,òg6-8,òg7-7,òg7-8,òg8-8
2026071202011003,1,07112056,14,        558,   0.0, 144.1, 432.4, 108.1, 108.1, 432.4,  54.0, 432.4,   0.0,  72.0,  48.0,  28.8,  36.0,  16.6, 108.1, 144.1,  36.0,  36.0,   8.1,  10.2, 216.2,   0.0,  43.2,  30.8,   9.8,  54.0, 144.1,  14.9,   6.7,  72.0,  48.0,   4.1,  54.0,  24.0,  18.0,   0.0
2026071202011003,4,07121058,14,     101174,   0.0, 455.8, 298.1, 753.9, 522.7, 340.9, 120.4, 664.4,   0.0,  38.9,  91.6,  45.6,  23.3,  10.1, 117.0, 108.1,  65.8,  33.2,  17.8,   7.6,  75.9, 911.7,  83.5,  32.7,  15.3, 177.8, 351.6,  21.1,   6.3, 108.3,  55.8,   2.8,  40.1,  25.8,  21.6, 526.2
2026071202011004,1,07121109,16,      26029, 517.2,  45.8,  89.6,  68.3, 156.3, 175.4,  34.9,  84.0,  19.9,  13.9,  46.0,  59.1,  30.0,   4.1,  11.1,  66.5,  76.9,  86.5,  45.6,   9.2,  21.5, 517.2, 148.3, 109.6,  27.2,  44.1, 650.7, 112.0,  33.2,  64.0, 301.0,  20.4,  38.9,  14.9,   6.1, 130.9
2026071202011004,1,07120902,16,       5687, 259.2,  41.1, 110.1, 115.9, 129.6, 163.2,  36.4,  68.8,  25.7,  14.5,  46.8,  80.1,  23.6,   4.0,  12.5, 183.6,  60.3,  75.9,  44.0,  10.3,  26.8, 367.2, 125.9,  57.2,  24.6,  41.9, 629.6,  93.7,  32.4,  46.3, 259.2,  20.5,  30.6,  13.7,   6.0, 133.5
2026071202011004,1,07112056,16,        478,   0.0,  61.7,  92.6, 123.4, 370.4,   0.0,  46.3,  92.6,  92.6,  18.5,  28.4,  52.9,   9.2,   7.1,  13.7, 370.4,  61.7, 370.4,  41.1,  10.8,  18.5,   0.0,  74.0,  30.8,  16.8,  20.5, 370.4,  92.6,  19.4,  74.0,   0.0,  17.6,  20.5,  12.7,   5.8, 370.4
2026071202011004,4,07121128,16,      89839, 953.7,  42.9, 105.1, 158.9, 246.0, 214.2,  40.2,  92.2,  27.4,  12.5,  36.3,  55.4,  35.7,   3.7,   9.2,  93.8,  81.7, 121.9,  69.8,   8.1,  22.6, 773.6, 195.5, 175.8,  29.0,  73.6,1054.9, 159.3,  37.5,  84.0, 449.1,  19.4,  52.7,  13.6,   5.7, 162.2
2026071202011005,1,07121159,10,      36538,   0.0, 101.1, 214.5,  42.8,  18.8, 126.9,  22.5,  18.2,   0.0, 286.0,  81.6,  53.0, 174.7,  29.9,  35.3,   0.0, 272.2,  97.3, 280.3,  96.9, 100.0,   0.0,  15.5, 130.4,  17.2,  15.4,   0.0,  63.4,   6.1,   5.5,   0.0,  58.0,  51.0,  18.9,   3.9,  18.0
2026071202011005,1,07120859,10,       4478,   0.0,  58.8, 150.8,  43.9,  19.1, 123.9,  24.7,  24.9,   0.0,  84.6,  55.0,  45.0,  61.9,  26.4,  41.3,   0.0,  96.4,  51.0,  78.8,  51.7,  65.4,   0.0,  16.6,  58.8,  16.0,  16.2,   0.0,  29.9,   6.7,   5.9,   0.0,  60.8,  32.7,  19.7,   4.7,  28.2
2026071202011005,1,07112057,10,        428,   0.0, 165.8,  41.4,  66.3,  36.8, 110.5,  27.6,  19.5,   0.0, 165.8,  36.8,  33.1,  66.3,  30.1,  33.1,   0.0, 165.8,  47.3, 110.5,  36.8,  66.3,   0.0,  17.4,  82.9,  12.2,  13.2,   0.0,   8.2,   8.5,   8.7,   0.0,  66.3,  36.8,  14.4,   5.1,  66.3
2026071202011005,4,07121217,10,      80599,   0.0, 102.0, 270.4,  53.6,  21.3, 214.6,  23.2,  20.6,   0.0, 433.7,  56.5,  54.7, 278.8,  34.3,  24.9,   0.0, 443.0, 171.1, 473.2, 115.4, 112.7,   0.0,  15.9, 200.2,  15.5,   9.0,   0.0,  94.7,   6.2,   5.7,   0.0,  66.3,  67.9,  17.8,   4.3,  13.2
2026071202011006,1,07121229,16,      26975,  27.1,  26.6,  12.4,  17.6,  69.2,  15.4,   3.8,  47.0, 409.9,  60.2,  59.3, 138.4,  61.1,  19.7, 131.4, 191.7,  32.7,  91.2,  26.8,   9.1,  91.6, 133.1, 122.9,  35.8,  10.6,  92.9, 674.3,  96.3,  38.7, 129.0, 232.2,   8.5,  71.5,  46.4,  23.7, 804.0
2026071202011006,1,07120903,16,       4940,  33.5,  29.0,  10.8,  17.0,  62.7,  20.3,   5.0,  43.5, 166.4,  47.2,  57.1, 123.5,  39.8,  17.8, 100.7, 159.5,  24.5,  59.8,  26.9,  10.0,  67.1, 153.1,  72.2,  33.2,  11.1,  53.9, 478.5,  69.6,  29.9,  60.7, 239.2,  10.4,  37.1,  49.0,  18.3, 478.5
2026071202011006,1,07112057,16,        476,  30.7,  52.7,   6.9,  36.8,  92.2,  17.5,   5.9,  92.2, 184.4,  36.8,  30.7,  61.4,  92.2,  11.1, 122.9, 122.9,  26.3, 184.4,  28.3,   7.2, 184.4,   0.0,  61.4,  26.3,  11.1,  46.1, 368.9,  92.2,  30.7, 184.4,   0.0,  16.0,  46.1,  33.5,  14.1,   0.0
2026071202011006,4,07121246,16,      89122,  24.8,  21.1,  11.7,  17.4,  89.9,   9.9,   4.1,  58.5, 645.5,  85.4,  81.2, 239.8,  65.1,  21.1, 199.6, 273.0,  43.7, 161.7,  32.3,   8.2, 124.4, 164.0, 176.1,  41.8,   9.8, 134.1,1114.0, 155.9,  55.1, 261.6, 341.9,   6.1, 114.1,  55.9,  29.3,1255.8
2026071202011007,1,07121259,9,      18905,   0.0,  22.5, 127.4,  80.5,  22.9,  97.0,  30.2,   6.9,   0.0,  99.6,  90.4,  21.5,  80.0,  19.3,   5.3,   0.0, 206.3, 115.3, 130.8,  92.1,  41.2,   0.0,  88.2, 133.1,  75.5,  33.5,   0.0, 103.1,  25.1,   6.0,   0.0,  85.1,  26.7,   0.0,   7.0,   6.5
2026071202011007,1,07120859,9,       3285,   0.0,  23.3, 141.4,  68.8,  26.5, 121.2,  28.9,   9.4,   0.0,  62.0,  66.9,  28.9,  41.0,  14.9,   8.7,   0.0,  77.1,  72.7,  60.6,  50.9,  36.8,   0.0,  74.8,  49.9,  35.3,  24.0,   0.0,  60.6,  21.7,   6.2,   0.0,  70.7,  24.2,   0.0,   5.7,   8.1
2026071202011007,1,07112058,9,        323,   0.0,  83.4, 125.1,  62.5,  19.2, 125.1,  22.7,   9.6,   0.0,  83.4,  27.8,  35.7,  62.5,  20.8,  13.1,   0.0, 250.3,  83.4, 125.1,  50.0,  41.7,   0.0,  41.7,  83.4,  15.6,  17.8,   0.0,  62.5,  25.0,  10.4,   0.0,  50.0,  22.7,   0.0,   3.0,  14.7
2026071202011007,4,07121318,9,      66470,   0.0,  14.9, 198.8, 151.0,  24.5, 125.3,  35.4,   7.3,   0.0, 117.0, 110.0,  17.1,  43.3,  16.3,   3.6,   0.0, 459.9, 181.3, 321.9, 185.3,  61.4,   0.0, 150.1, 278.4, 153.3,  48.0,   0.0, 111.9,  29.7,   6.8,   0.0, 117.3,  30.4,   0.0,   7.6,   7.2
2026071202011008,1,07121329,11,      19013,   0.0,  45.7, 193.8, 199.1, 124.8, 165.5,  52.8,  79.2,   0.0,  35.4,  34.3,  13.1,  20.2,   4.5,   6.0,   0.0, 188.9,  99.5,  98.2,  36.9,  59.4,   0.0,  77.9,  85.6,  32.1,  52.2,   0.0,  59.6,  13.5,  16.7, 175.4,  15.1,  24.5,  25.1,   5.8,  41.1
2026071202011008,1,07120904,11,       3422,   0.0,  35.8, 189.4,  98.2,  85.5,  88.4,  53.0,  60.2,   0.0,  34.0,  30.1,  14.4,  18.4,   6.7,   7.7,   0.0,  85.5,  58.9,  55.2,  34.4,  40.1,   0.0,  66.3,  50.0,  24.3,  35.3,   0.0,  46.5,  13.6,  15.4, 189.4,  15.5,  19.9,  24.5,   5.5,  47.3
2026071202011008,1,07112058,11,        302,   0.0,  29.2, 117.0,  58.5,  58.5, 117.0,  39.0,  58.5,   0.0,  58.5,  19.5,  15.6,  33.4,  11.7,  19.5,   0.0, 234.0,  78.0, 117.0,  39.0,  78.0,   0.0,  33.4,  78.0,  13.7,  23.4,   0.0,  46.8,  13.7,  26.0,   0.0,   5.2,  19.5,  16.7,   5.7,  33.4
2026071202011008,4,07121347,11,      72299,   0.0,  26.6, 260.6, 157.8,  81.9,  92.9,  29.4,  45.7,   0.0,  45.1,  40.8,  10.2,  21.4,   4.3,   5.6,   0.0, 293.3, 139.7, 143.3,  52.7,  65.8,   0.0, 123.4, 124.2,  43.7,  64.4,   0.0,  58.6,  13.9,  19.6, 247.9,  19.5,  31.3,  25.9,   5.6,  59.4
2026071202011009,1,07121359,14,      43648,   0.0,  76.7,  43.7,  28.1,  61.5,  38.0,  83.3,  92.9,   0.0,  40.7,  27.8,  57.6,  39.1,  68.6,  87.8,  47.6,   8.7,  17.4,   9.9,  23.4,  25.3,  47.4,   9.6,   6.5,  17.5,  22.0, 313.2,  11.8,  33.2,  43.0, 168.2,  24.2,  22.9, 125.2,  39.9, 208.8
2026071202011009,1,07120900,14,       7231,   0.0,  76.7,  42.7,  26.5,  71.8,  44.8,  83.6,  90.3,   0.0,  35.9,  32.5,  62.2,  35.9,  53.3,  73.7,  44.4,   8.9,  20.2,   9.7,  23.8,  24.4,  45.9,  12.5,   6.3,  16.9,  19.7, 280.2,  13.0,  31.4,  32.0, 215.5,  24.0,  20.6,  93.4,  32.7, 233.5
2026071202011009,1,07112054,14,        740,   0.0, 114.7,  71.6,  31.8, 143.3,  57.3,  95.5, 114.7,   0.0,  57.3,  17.9,  57.3,  44.1,  52.1,  52.1,  95.5,  11.0,  22.9,  10.4,  24.9,  22.9,  57.3,  15.9,   5.4,  10.8,  16.8, 191.1,  20.4,  22.9,  44.1, 191.1,  15.5,  19.1,  57.3,  27.3, 191.1
2026071202011009,4,07121417,14,     121339,   0.0,  44.2,  27.5,  20.3,  29.7,  24.1,  86.6,  64.6,   0.0,  35.1,  29.4,  35.0,  32.0,  76.7,  77.2,  57.0,  10.3,  17.3,  10.1,  26.7,  29.3,  57.7,  11.1,   7.3,  19.5,  26.3, 316.6,  12.2,  35.7,  38.6, 190.7,  21.9,  24.5, 182.5,  48.1, 293.8
2026071202011010,1,07121434,12,      44113,   0.0, 142.4,  53.1,  46.1,  42.4,  73.3,  35.7,  57.3,   0.0, 144.2, 152.6, 108.8, 135.6,  78.4, 146.1,   0.0,   9.9,  10.3,  42.6,   8.7,  20.3,   0.0,  12.6,  41.7,   7.6,  19.9,  38.2,  29.5,   8.1,  16.6, 151.2,  19.5,  35.3,  69.3,  10.4, 175.3
2026071202011010,1,07120901,12,       5638,   0.0,  74.0,  52.6,  53.9,  47.4,  75.3,  28.1,  56.7,   0.0,  99.3, 112.0,  70.4,  70.4,  52.0,  99.3,   0.0,  15.2,  11.5,  37.9,   9.0,  20.3,   0.0,  13.6,  45.9,   9.2,  17.7,  43.6,  24.6,   7.7,  13.6, 150.6,  23.8,  28.5,  55.3,   9.6, 150.6
2026071202011010,1,07112055,12,        593,   0.0, 114.8, 153.1,  41.7,  76.5, 229.7,  11.7,  91.9,   0.0,  91.9,  51.0,  65.6,  65.6,  76.5, 114.8,   0.0,  25.5,  17.6,  65.6,   9.5,  19.1,   0.0,  18.3,  91.9,   7.9,   8.0,  91.9,  38.2,   6.9,  13.9, 459.5,  35.3,  28.7,  65.6,   7.2, 459.5
2026071202011010,4,07121451,12,     127599,   0.0, 275.4,  34.9,  25.0,  27.9,  69.0,  14.4,  68.3,   0.0, 231.5, 229.9, 198.1, 225.2, 130.4, 239.4,   0.0,  10.7,  13.4,  63.5,   8.8,  23.5,   0.0,  10.3,  47.1,   6.6,  21.1,  54.1,  45.0,   7.4,  21.9, 283.3,  21.9,  57.3,  83.2,  10.1, 286.6
2026071202011011,1,07121509,14,     233564,   0.0,  16.4,  16.1,  47.7,  47.6,  26.8,  41.5,  39.6,   0.0,  10.3,  38.4,  36.5,  14.5,  20.8,  30.6,  34.1,  16.9,  18.2,   8.4,  14.1,  16.5, 210.9,  55.0,  31.9,  41.6,  45.3, 388.4,  23.9,  29.6,  44.4,  91.6,  20.8,  24.1, 146.9,  32.9, 114.8
2026071202011011,1,07120901,14,      28734,   0.0,  16.0,  17.6,  45.8,  54.1,  21.0,  44.8,  40.8,   0.0,  11.9,  35.8,  36.6,  14.5,  29.6,  26.9,  35.6,  22.2,  18.3,   8.0,  16.0,  15.7, 289.2,  50.1,  29.7,  43.1,  40.4, 412.3,  22.0,  31.1,  44.3,  68.9,  16.1,  20.4, 105.0,  28.4, 278.3
2026071202011011,1,07112055,14,       2555,   0.0,  25.7,  18.0,  52.1,  36.0,  17.2,  19.4,  43.0,   0.0,  14.1,  35.3,  33.0,  14.6,  30.0,  36.6,  47.1,  34.7,  20.8,   7.8,  14.2,  25.0, 660.0,  49.5,  28.6,  33.5,  40.4, 180.0,  25.3,  25.0,  63.8,  63.8,  12.8,  18.6,  63.8,  22.2, 330.0
2026071202011011,4,07121527,14,     359748,   0.0,  16.7,  16.9,  47.3,  50.3,  28.3,  47.4,  41.4,   0.0,  10.6,  19.5,  28.3,  15.8,  25.1,  30.4,  33.7,  14.4,  18.4,   9.5,  16.0,  17.2, 146.4,  34.3,  22.3,  45.4,  38.4, 427.6,  25.0,  34.4,  47.9,  71.5,  23.4,  26.0, 163.1,  37.3, 143.6
2026071202011012,1,07121554,8,          0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2026071202011012,1,07120901,8,          0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2026071202011012,1,07112055,8,          0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2026071202011012,4,07121614,8,          0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2026071203020601,1,07120954,14,      43540,   0.0,  89.7,  39.2,  40.3, 122.7, 120.9,  74.4,  67.6,   0.0,  29.2,  36.0,  92.7,  73.9,  76.5,  49.3, 117.1,   5.0,  17.6,  13.2,  12.7,   7.0,  37.7,  21.8,  20.7,  14.3,   9.6, 337.4,  49.6,  44.2,  33.2, 246.3,  38.6,  26.1, 156.2,  18.4, 111.7
2026071203020601,1,07120900,14,      15321,   0.0,  74.2,  46.7,  48.6, 110.9, 116.4,  49.8,  80.2,   0.0,  27.8,  34.9,  92.7,  58.7,  64.5,  47.6, 124.9,   5.4,  16.4,  12.0,  13.2,   7.4,  44.8,  24.6,  20.2,  13.6,  11.7, 212.0,  48.0,  30.1,  31.9, 182.6,  35.3,  23.7, 106.0,  17.5, 110.9
2026071203020601,1,07112059,14,       1271,   0.0,  70.3,  42.8,  35.1,  42.8,  46.9,  75.7,  51.8,   0.0,  27.3,  22.3,  51.8,  51.8,  33.9,  28.1, 140.7,   6.8,  10.9,  17.9,  16.1,   8.3,  70.3,  24.0,  54.7,  24.0,  11.8, 140.7,  41.0,  42.8,  25.9,  89.5,  44.7,  29.8,  70.3,  11.3,  57.9
2026071203020601,4,07121012,14,      89576,   0.0, 128.3,  45.5,  34.3, 161.4, 148.6, 106.8,  79.9,   0.0,  29.4,  34.4, 117.8,  95.8,  94.1,  53.3, 157.7,   5.0,  17.5,  13.9,  10.7,   6.7,  26.4,  18.6,  18.1,  13.2,   9.1, 521.9,  64.8,  55.5,  37.9, 356.0,  48.7,  29.9, 238.5,  20.5, 135.3
2026071203020602,1,07121029,15,      53623,   0.0,  90.5, 243.0, 164.2, 424.0, 477.6, 189.7,  35.6,  53.6,  57.6,  13.7,  93.8,  74.3,  30.7,   3.2, 483.2,  67.0, 166.2, 208.8,  98.0,  19.8, 161.0, 120.8,  60.6,  37.5,   5.2,1065.5, 173.1, 130.2,  29.5, 848.1, 130.6,  22.6, 183.0,   8.6,   4.9
2026071203020602,1,07120857,15,      11662,   0.0,  67.9, 180.7, 125.5, 177.2, 376.5, 105.0,  32.8,  52.5,  48.5,  15.7,  72.3,  49.3,  27.5,   3.9, 334.7,  56.8, 139.0, 143.4,  68.4,  19.6, 225.9, 110.2,  64.0,  32.7,   5.9, 430.3, 139.0,  67.4,  26.5, 531.6,  80.6,  14.7,  96.1,   9.2,   5.1
2026071203020602,1,07112059,15,        870,   0.0, 112.3, 168.5,  74.9, 224.7, 337.1, 168.5,  22.4,  28.0,  28.0,  10.2,  39.6,  32.1,  26.9,   5.0, 134.8,  48.1, 112.3,  96.3,  67.4,  16.8, 224.7,  61.2,  67.4,  19.8,   6.1, 674.2,  96.3, 168.5,  22.4, 674.2, 134.8,  19.8,  84.2,   9.1,   7.6
2026071203020602,4,07121047,15,     146031,   0.0,  95.0, 335.8, 193.1, 661.8, 707.3, 278.0,  29.2,  43.1,  71.1,  14.2, 122.3, 104.6,  32.1,   3.2, 632.2,  60.7, 274.6, 327.0, 145.4,  21.5, 151.1, 157.1,  98.6,  36.3,   4.9,1741.1, 314.3, 220.6,  36.5,1414.6, 200.3,  28.7, 318.8,   8.9,   4.0
2026071203020603,1,07121059,16,      37670, 211.5,  58.3,  36.4, 105.7,  10.2,  86.1,  69.5,  40.1, 470.8,  44.0, 118.1,  11.1,  71.0,  57.8,  47.0, 251.6,  50.5,   4.9,  36.8,  38.8,  22.2, 621.1,  13.4,  76.2,  87.9,  64.7,  47.8,  11.2,  11.2,   5.6, 310.5,  84.1,  37.9, 160.4,  29.8,  78.9
2026071203020603,1,07120902,16,       8959, 187.6,  45.6,  47.5,  93.8,  12.6, 106.8,  68.0,  44.5, 289.3,  42.0,  78.9,  11.3,  48.2,  53.0,  53.0, 247.9,  45.6,   5.5,  35.9,  41.5,  25.6, 408.4,  10.1,  53.8,  52.6,  48.5,  51.8,  12.8,  11.9,   5.9, 267.0,  65.5,  31.5,  85.7,  24.7, 105.2
2026071203020603,1,07112056,16,        550,   0.0, 106.5,  71.0,  47.3,  17.0, 213.1,  71.0,  32.7, 213.1,  85.2,  42.6,  11.5,  32.7,  53.2,  42.6, 426.2,  53.2,   8.1,  42.6,  53.2,  22.4,   0.0,  19.3,  71.0,  18.5,  38.7,  28.4,  12.5,   8.8,   5.2, 426.2,  38.7,  30.4,  47.3,  17.0, 213.1
2026071203020603,4,07121118,16,     109630, 274.0,  73.1,  41.8, 141.3,   8.8, 102.8,  86.5,  45.5, 726.1,  47.1, 186.3,   9.6,  94.2,  99.3,  55.4, 339.8,  78.6,   4.2,  49.9,  41.5,  26.4, 999.5,  16.8, 138.6, 147.7,  84.3,  52.8,   9.4,   8.8,   5.2, 352.5, 117.5,  46.0, 325.5,  46.2,  90.0
2026071203020604,1,07121129,10,      22502,   0.0,  21.9, 155.7,  53.4,  25.0,  35.6,  29.9,  35.3,   0.0,  93.7,  33.9,   7.7,  15.1,   8.3,  16.1,   0.0, 122.8,  77.8, 114.7,  83.8,  78.5,   0.0,  37.1,  47.7,  33.0,  46.1,   0.0,  14.6,   8.1,  12.7,   0.0,  16.2,  23.4,  33.9,  10.5,  46.1
2026071203020604,1,07120902,10,       5573,   0.0,  22.4, 100.4,  48.5,  28.7,  38.5,  28.4,  41.5,   0.0,  59.1,  36.2,   8.8,  15.8,   7.9,  18.6,   0.0, 100.4,  63.5,  83.0,  53.9,  65.4,   0.0,  34.8,  37.5,  26.8,  41.1,   0.0,  15.1,   7.9,  15.7,   0.0,  15.8,  17.2,  39.2,  10.6,  89.9
2026071203020604,1,07112056,10,        446,   0.0,  38.4,  86.4,  43.2,  49.3,  49.3,  31.4,  38.4,   0.0,  57.6,  18.1,   9.8,  13.2,   8.6,  19.2,   0.0,  57.6,  69.1,  57.6,  43.2,  43.2,   0.0,  28.8,  38.4,  10.4,  26.5,   0.0,  21.6,  12.3,  20.3,   0.0,  15.7,  19.2,  34.5,  10.4, 115.2
2026071203020604,4,07121146,10,      81744,   0.0,  28.3, 309.0,  85.6,  35.8,  56.9,  40.6,  52.4,   0.0, 147.6,  42.7,   6.7,  11.0,   9.9,   7.0,   0.0, 318.3, 148.0, 239.0, 147.6, 133.3,   0.0,  50.7,  65.7,  43.0,  64.3,   0.0,  12.0,   9.3,   6.6,   0.0,  17.0,  26.6,  58.2,  14.2,  71.8
2026071203020605,1,07121219,16,      77762, 621.2,  62.6, 116.7,  72.2, 204.9,  25.3, 151.8, 207.0,  56.6,  29.7,  13.6,  50.6,   3.7,  53.1,  81.2, 288.3,  34.5,  90.4,  11.7,  96.8, 145.2,  58.2,  59.0,   5.3,  55.2,  78.5, 515.0,  18.0, 109.3, 122.4,   5.6,  18.8,  27.3, 255.3,  99.4, 558.0
2026071203020605,1,07120902,16,      13101, 534.3,  66.7, 110.3,  81.8, 166.4,  32.4, 122.3, 153.8,  86.0,  29.8,  14.3,  39.2,   2.8,  57.0,  79.9, 362.6,  40.4,  58.0,  11.4,  79.3,  86.0,  81.8,  67.6,   6.6,  57.6,  74.6, 290.0,  25.0,  72.5,  92.3,   6.3,  28.6,  32.7, 153.8,  60.4, 307.6
2026071203020605,1,07112056,16,        752, 582.8,  97.1,  83.2,  44.8, 145.7,  16.1,  72.8,  48.5, 145.7,  41.6,  21.5,  29.1,   5.0,  97.1,  72.8, 582.8,  23.3,  83.2,   9.8,  97.1,  58.2, 145.7,  26.4,   8.3,  23.3,  29.1, 291.4,  11.8,  83.2,  41.6,   8.8,  20.8,  21.5,  72.8,  32.3, 291.4
