ÉåÅ[ÉXID,ãÊï™,åéì˙éûï™,ì™êî,ògòAï[êî,òg1-1,òg1-2,òg1-3,òg1-4,òg1-5,òg1-6,òg1-7,òg1-8,òg2-2,òg2-3,òg2-4,òg2-5,òg2-6,òg2-7,òg2-8,òg3-3,òg3-4,òg3-5,òg3-6,òg3-7,òg3-8,òg4-4,òg4-5,òg4-6,òg4-7,òg4-8,òg5-5,òg5-6,òg5-7,òg5-8,òg6-6,òg6-7,òg6-8,òg7-7,òg7-8,òg8-8
2026062702010501,1,06270939,16,      58314,  29.2,  55.5,  10.2,  15.5,   8.3,  50.6,  18.9,   4.0, 706.1, 137.3, 148.6, 104.8, 177.2, 150.6,  66.4, 344.9,  54.2,  28.9, 104.3,  38.5,  13.1, 269.0,  39.9, 103.8,  58.3,  18.5, 278.9,  90.7,  41.8,   8.5, 586.9, 135.3,  52.8, 525.5,  18.2,  15.5
2026062702010501,1,06270901,16,      27268,  32.6,  46.1,   9.7,  17.6,   8.4,  46.2,  21.4,   4.3, 459.4, 106.7, 112.4,  86.9, 142.7, 118.7,  61.6, 245.7,  51.4,  26.4,  99.6,  35.2,  12.6, 248.6,  38.2,  92.6,  59.3,  19.7, 264.1,  71.3,  46.9,   8.4, 440.2, 121.4,  45.7, 503.1,  18.9,  14.9
2026062702010501,1,06262058,16,       1955,  38.8,  22.6,  27.0,  17.4,  10.7,  44.5,  24.4,   5.1, 168.3,  50.5,  34.4,  25.6,  75.7,  50.5,  34.4,   0.0,  52.2,  34.4,  84.1,  75.7,  17.8, 757.5,  36.0,  84.1,  37.8,  15.9, 378.7,  52.2,  54.1,   8.2, 378.7,  72.1,  24.4, 757.5,  12.5,  16.6
2026062702010501,4,06270955,16,     111561,  33.4,  60.2,  10.1,  14.6,   8.0,  58.4,  18.2,   3.7, 982.4, 181.6, 177.9, 140.5, 255.7, 171.5,  60.6, 459.8,  46.6,  32.4, 143.6,  42.8,  13.2, 199.6,  41.0, 122.8,  61.7,  17.2, 355.8, 121.0,  47.0,   8.5, 765.1, 175.3,  58.6, 631.0,  17.0,  15.9
2026062702010502,1,06271009,12,      33813,   0.0,  61.3, 188.5, 189.8,  74.6,  74.0,  69.6,  78.6,   0.0, 150.6,  93.5,   8.1,  10.9,   7.0,  18.1,   0.0, 223.9,  77.5,  80.1,  95.2, 141.6,   0.0,  67.3,  67.0,  58.4, 112.4,  28.5,   8.1,   7.1,  15.2,  48.1,   7.7,  16.7,  61.2,  12.8,  90.3
2026062702010502,1,06270901,12,       9710,   0.0,  43.2, 183.5, 107.5,  76.7,  60.2,  57.0,  94.0,   0.0, 107.5,  69.0,   8.3,  11.7,   7.8,  21.3,   0.0, 121.3,  54.5,  54.5,  74.5, 134.3,   0.0,  61.6,  39.3,  38.3, 101.6,  28.7,   8.0,   6.5,  16.3,  46.7,   9.6,  19.0,  52.6,  13.9, 129.7
2026062702010502,1,06262053,12,        735,   0.0,  14.9, 189.8, 113.9,  37.9,  47.4,  51.7,  94.9,   0.0,  81.3,  18.3,  12.9,  14.9,   7.2,  43.8,   0.0, 142.4, 142.4, 189.8,  81.3, 189.8,   0.0,  71.2,  71.2,  18.3,  63.2,  63.2,  12.3,   3.7,  19.6, 113.9,  13.2,  33.5,  37.9,  14.9, 284.8
2026062702010502,4,06271026,12,      88990,   0.0,  85.1, 370.7, 289.7,  81.4,  88.4,  82.2,  99.0,   0.0, 201.0, 108.9,   7.3,  10.6,   6.8,  18.3,   0.0, 428.3, 113.4, 130.6, 111.0, 201.0,   0.0,  82.5,  91.2,  84.4, 130.8,  27.1,   7.6,   6.1,  15.4,  51.5,   7.2,  17.4,  74.5,  13.5,  91.8
2026062702010503,1,06271039,12,      21870,   0.0,  51.8,  78.1,  59.4,  50.5,  55.7,   3.8,  24.2,   0.0, 155.4, 111.5, 117.7, 100.2,  17.2, 100.2,   0.0, 143.6,  93.6, 102.7,  22.6,  93.6,   0.0, 113.7,  97.4,  12.3,  62.5, 434.5,  68.6,   9.3,  46.5, 206.6,   8.6,  46.8,  22.4,   3.7, 225.9
2026062702010503,1,06270857,12,       6448,   0.0,  39.0,  75.7,  60.9,  54.3,  43.8,   4.0,  26.5,   0.0, 116.2,  79.3,  92.5,  61.6,  19.1,  96.1,   0.0,  89.2,  60.9,  62.4,  23.1,  84.6,   0.0, 124.9,  71.3,  15.2,  39.9, 333.1,  50.9,  10.7,  45.4, 106.3,   8.4,  35.4,  26.0,   4.0, 208.2
2026062702010503,1,06262054,12,        495,   0.0,  12.7,  54.8,  47.9,  76.7,  25.5,   4.9,  25.5,   0.0,  95.9,  14.7, 191.8,  76.7,  27.4, 127.8,   0.0, 127.8,  95.9,  76.7,  31.9, 191.8,   0.0, 127.8, 127.8,  13.2,  42.6, 191.8,  25.5,  25.5,  38.3,  95.9,   8.9,  15.3,  63.9,   4.2, 191.8
2026062702010503,4,06271057,12,      76849,   0.0, 111.3, 134.1,  94.5,  69.4,  94.8,   2.8,  38.9,   0.0, 372.2, 246.1, 229.0, 232.6,  20.0, 166.3,   0.0, 321.9, 226.4, 216.5,  16.0, 147.7,   0.0, 199.1, 200.5,  14.4, 113.6, 804.8, 122.5,   8.7,  75.3, 509.0,   9.7,  80.2,  15.8,   3.2, 484.2
2026062702010504,1,06271109,16,      26172,  49.1,  20.8,  18.2,  15.4,  68.5,   7.5,  13.9,  40.7, 321.9,  32.9,  38.6,  94.7,  14.9,  25.2,  70.4, 307.3,  29.6,  95.2,  11.7,  23.3,  75.9, 116.5,  77.7,  10.8,  20.8,  52.6, 460.9,  45.4,  64.3,  72.9,  26.1,   7.7,  27.4, 142.8,  32.8, 266.8
2026062702010504,1,06270902,16,       7442,  37.9,  20.0,  21.6,  14.3,  54.9,   7.2,  16.6,  50.1, 230.7,  40.0,  32.9,  90.1,  15.0,  24.6,  75.8, 320.4,  31.5,  75.8,  13.0,  30.5,  91.5,  75.8,  81.2,   9.8,  21.4,  46.5, 360.4,  39.2,  55.9,  73.0,  22.6,   8.5,  25.4, 125.3,  29.1, 213.6
2026062702010504,1,06262054,16,        582,  45.1,  11.2,  16.7,  20.5,  50.1,   8.3,  13.6,  37.5, 150.3,  30.0,  13.6,  90.2,  23.7,  30.0,  90.2,   0.0,  64.4, 112.7,  19.6,  37.5,  90.2, 150.3,  56.3,  20.5,  17.3,  32.2,   0.0,  25.0,  64.4,  45.1,  28.1,   8.3,  16.1,   0.0,  20.5, 451.0
2026062702010504,4,06271127,16,      83644,  26.4,  19.2,  16.1,  11.0,  45.7,   7.8,  11.7,  27.7, 483.7,  35.4,  40.3, 153.6,  19.5,  26.6,  99.7, 397.6,  29.0, 117.2,  14.1,  23.2,  70.0,  84.4,  65.9,  12.7,  18.7,  41.0, 876.0,  46.2,  96.7, 109.3,  38.6,   7.7,  28.2, 185.2,  47.7, 327.3
2026062702010505,1,06271159,8,          0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2026062702010505,1,06270858,8,          0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2026062702010505,1,06262055,8,          0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2026062702010505,4,06271215,8,          0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2026062702010506,1,06271229,11,      23788,   0.0,  82.3,  24.3, 124.5,  41.1,  37.4,  52.8, 113.8,   0.0,  46.3, 126.2,  70.0,  46.7,  68.5, 137.5,   0.0,  20.8,   3.5,   6.5,  13.0,  28.4,   0.0,  13.3,  34.9,  47.6, 111.7,   0.0,   9.9,  14.7,  45.1,  39.0,  20.0,  35.6,  86.9,  38.2, 275.1
2026062702010506,1,06270903,11,       3539,   0.0,  31.1,  25.8,  78.3,  42.8,  40.3,  59.6,  94.5,   0.0,  34.7,  48.1,  54.8,  40.9,  39.7, 101.5,   0.0,  19.1,   3.8,   7.1,  16.6,  27.7,   0.0,  17.8,  35.1,  37.0,  72.1,   0.0,  11.0,  20.0,  32.2,  44.2,  22.6,  33.8, 210.9,  19.3, 210.9
