年,月,日,場所,R,略レース名,条件表記,芝・ダート,距離,頭数,レース印１
8,,14,,,,,コパノフラメンコ,,牝,2,,柴田大知,55,,(美),上原博之,,小林祥晃,大北牧場,栗毛,3月18日
年,月,日,場所,R,略レース名,条件表記,芝・ダート,距離,頭数,レース印１
2026,07,25,新潟,3,新馬・牝,２歳・新馬(馬齢)(牝)[指定],芝,1600,8,
枠番,B,番,印,M2,M3,M4,  馬名,Ｃ,性別,年齢,替,騎手,斤量,減M,所属,調教師,馬記号, 馬主, 生産者,毛色,誕生
1,,1,,,,,トルタパスカリーナ,,牝,2,,戸崎圭太,55,,(美),黒岩陽一,,吉田勝己,ノーザンファーム,鹿毛,2月21日
2,,2,,,,,リーベラーリア,,牝,2,,今村聖奈,53,◇,(栗),高橋義忠,,OHEレーシング,ノーザンファーム,栗毛,2月24日
3,,3,,,,,スターマイン,,牝,2,,菊沢一樹,55,,(美),大竹正博,,飯田正剛,千代田牧場,鹿毛,3月27日
4,,4,,,,,セプタードアイル,,牝,2,,荻野極,55,,(美),矢嶋大樹,,吉田勝己,ノーザンファーム,鹿毛,2月22日
5,,5,,,,,サトノスプレマシー,,牝,2,,田辺裕信,55,,(美),久保田貴,,里見治,千代田牧場,黒鹿,4月14日
6,,6,,,,,スイートアリッサム,,牝,2,,杉原誠人,55,,(美),大和田成,,ミルファーム,静内フアーム,鹿毛,1月30日
7,,7,,,,,プレママドンナ,,牝,2,,丸山元気,55,,(美),手塚貴徳,,二木英実,社台ファーム,鹿毛,4月18日
8,,8,,,,,マリアンデール,,牝,2,,斎藤新,55,,(栗),中村直也,,森永聡,森永聡,黒鹿,2月10日
年,月,日,場所,R,略レース名,条件表記,芝・ダート,距離,頭数,レース印１
2026,07,25,新潟,4,未勝利,３歳・未勝利(馬齢)[指定],ダート,1200,15,
枠番,B,番,印,M2,M3,M4,  馬名,Ｃ,性別,年齢,替,騎手,斤量,減M,所属,調教師,馬記号, 馬主, 生産者,毛色,誕生
1,,1,,,,,サンマルオブウォー,,牡,3,,上里直汰,54,▲,(美),中川公成,,相馬勇,三木田牧場,鹿毛,3月10日
2,,2,,,,,パチクリベスクリ,,牡,3,*,丸田恭介,57,,(美),清水英克,,河本尚吾,HARUNOファーム,鹿毛,4月22日
2,,3,,,,,プリプリプリン,,牝,3,,佐藤翔馬,52,▲,(美),伊藤圭三,,是枝浩平,グランド牧場,栗毛,3月 2日
3,B,4,,,,,スノーランス,,牝,3,*,石橋脩,55,,(美),上原佑紀,,堀江貞幸,追分ファーム,鹿毛,2月15日
3,B,5,,,,,シャインネージュ,,牝,3,*,谷原柚希,51,★,(美),小野次郎,,皆川博文,上野正恵,芦毛,3月 7日
4,,6,,,,,ナーシリーヤ,,牡,3,*,松岡正海,57,,(美),田中剛,,ゴドルフィン,ダーレー・ジャパン・ファーム,栗毛,4月18日
4,B,7,,,,,セイウンヤオヨロズ,,牡,3,*,石神深道,55,△,(美),上原博之,,西山茂行,稲葉牧場,鹿毛,3月 6日
5,,8,,,,,メイショウバリスタ,,牡,3,*,菊沢一樹,57,,(美),西田雄一,,松本好隆,太陽牧場,鹿毛,3月14日
5,,9,,,,,ロジザボード,,牝,3,*,斎藤新,55,,(美),古賀慎明,,久米田正明,オリエント牧場,黒鹿,3月23日
6,,10,,,,,スウィートラキ,,牝,3,,木幡初也,55,,(美),堀内岳志,,ヒダカ・ブリーダーズ・ユニオン,槇本牧場,栗毛,3月 8日
6,,11,,,,,スウェーバック,,牝,3,,野中悠太,55,,(美),天間昭一,,手嶋美季,佐竹牧場,鹿毛,4月21日
7,,12,,,,,ジョイベル,,牝,3,*,木幡育也,55,,(美),本間忍,,トール&ワイド,富塚ファーム,鹿毛,4月20日
7,,13,,,,,フジテンクウ,,牝,3,*,石田拓郎,52,▲,(美),竹内正洋,,荒木誠,中村雅明,鹿毛,3月26日
8,,14,,,,,マナイアカラニ,,牡,3,*,戸崎圭太,57,,(美),田中勝春,,吉田勝己,ノーザンファーム,鹿毛,4月13日
8,,15,,,,,オレンジキャンパス,,牝,3,,武藤雅,55,,(美),武藤善則,,ノースヒルズ,ノースヒルズ,鹿毛,3月 8日
年,月,日,場所,R,略レース名,条件表記,芝・ダート,距離,頭数,レース印１
2026,07,25,新潟,5,１勝ｸﾗｽ,３歳以上・１勝クラス/500万下(定量)(混)(特指),芝,1800,11,
枠番,B,番,印,M2,M3,M4,  馬名,Ｃ,性別,年齢,替,騎手,斤量,減M,所属,調教師,馬記号, 馬主, 生産者,毛色,誕生
1,,1,,,,,スワローシチー,,牡,4,*,田辺裕信,58,,(美),相沢郁,,友駿ホースクラブ,カミイスタット,黒鹿,4月18日
2,,2,,,,,コスモナエマ,,牝,3,*,石神深道,51,△,(美),手塚貴久,,ビッグレッドファーム,ビッグレッドファーム,黒鹿,3月20日
3,B,3,,,,,メイショウキンタイ,,牡,4,*,佐藤翔馬,55,▲,(栗),高橋亮,,松本好隆,大島牧場,黒鹿,3月19日
4,,4,,,,,ケイツールピア,,牝,5,,石田拓郎,53,▲,(美),蛯名利弘,,楠本勝美,道見牧場,栗毛,4月13日
5,,5,,,,,フィールドノート,,牡,4,*,戸崎圭太,58,,(美),木村哲也,,サンデーレーシング,ノーザンファーム,鹿毛,4月26日
6,,6,,,,,カリーン,,牝,4,*,大野拓弥,56,,(美),蛯名正義,,菅野隆志,社台ファーム,鹿毛,3月17日
6,,7,,,,,オルグジェシダ,,牝,4,*,丸山元気,56,,(美),宮田敬介,,サンデーレーシング,ノーザンファーム,青鹿,3月24日
7,,8,,,,,トラストモアリズム,,牝,4,,今村聖奈,54,◇,(美),高橋文雅,,菅波雅巳,ダーレー・ジャパン・ファーム,鹿毛,5月13日
7,,9,,,,,リアルセンター,,牝,5,,原優介,56,,(美),千葉直人,,岡田牧雄,岡田スタツド,芦毛,4月10日
8,,10,,,,,ヴァリスマリネリス,,牝,3,*,荻野極,53,,(美),中舘英二,,社台レースホース,社台ファーム,栗毛,3月19日
8,B,11,,,,,キシダンチョウ,,牡,3,*,石川裕紀,55,,(栗),吉岡辰弥,,田畑利彦,ノーザンファーム,鹿毛,1月30日
年,月,日,場所,R,略レース名,条件表記,芝・ダート,距離,頭数,レース印１
2026,07,25,新潟,6,豊栄特別･2勝,３歳以上・２勝クラス/1000万下(定量)(混)(特指),芝,1600,15,
枠番,B,番,印,M2,M3,M4,  馬名,Ｃ,性別,年齢,替,騎手,斤量,減M,所属,調教師,馬記号, 馬主, 生産者,毛色,誕生
1,,1,,,,,ゴールドスター,,牡,5,*,丸田恭介,58,,(美),奥村武,,井山登,岡田スタツド,黒鹿,3月18日
2,,2,,,,,ナファロア,,セ,5,*,小崎綾也,58,,(美),菊沢隆徳,,村野康司,社台ファーム,芦毛,4月 9日
2,,3,,,,,ラビットアイ,,牝,5,,田口貫太,56,,(栗),鈴木孝志,,ライオンレースホース,浦河日成牧場,鹿毛,3月10日
3,,4,,,,,ケイケイ,,セ,5,,木幡巧也,58,,(美),杉浦宏昭,,桑野克己,坂本智広,栗毛,2月24日
3,,5,,,,,ナグルファル,,セ,4,*,大野拓弥,58,,(美),中舘英二,転厩初戦,社台レースホース,社台ファーム,鹿毛,4月 7日
4,,6,,,,,ドリームクルーズ,,牝,5,,吉田豊,56,,(美),戸田博文,,DMMドリームクラブ,社台コーポレーション白老ファーム,栗毛,1月23日
4,,7,,,,,ガリレア,,牡,3,*,杉原誠人,55,,(美),清水英克,,井高義光,ヴェルサイユファーム,栗毛,4月18日
5,B,8,,,,,ルナルーチェット,,牝,4,,田辺裕信,56,,(美),松尾卓哉,,社台レースホース,社台ファーム,黒鹿,4月15日
5,,9,,,,,ジーネキング,,牡,3,*,斎藤新,55,,(美),斎藤誠,,山口雄司,酒井牧場,黒鹿,3月28日
6,,10,,,,,メランジェ,,牝,4,*,原優介,56,,(美),田中剛,,シルクレーシング,ノーザンファーム,鹿毛,4月17日
6,B,11,,,,,ソニックライン,,セ,5,*,石川裕紀,58,,(美),浅利英明,,サンデーレーシング,ノーザンファーム,青鹿,2月27日
7,,12,,,,,ギフテッド,,牝,4,,今村聖奈,56,,(美),武井亮,,谷川牧場,谷川牧場,黒鹿,4月18日
7,,13,,,,,ミッキースターダム,,セ,5,*,菊沢一樹,58,,(栗),前川恭子,,野田みづき,ノーザンファーム,鹿毛,2月12日
8,,14,,,,,シャンソンドール,,牝,4,*,戸崎圭太,56,,(美),奥村武,,キャロットファーム,ノーザンファーム,黒鹿,4月 7日
8,,15,,,,,コルドンブルー,,牝,4,*,石橋脩,56,,(栗),松永幹夫,,ノースヒルズ,ノースヒルズ,青鹿,4月28日
年,月,日,場所,R,略レース名,条件表記,芝・ダート,距離,頭数,レース印１
2026,07,25,新潟,7,新潟日報･3勝,３歳以上・３勝クラス/1600万下(定量)(混)(特指),芝,1400,18,
枠番,B,番,印,M2,M3,M4,  馬名,Ｃ,性別,年齢,替,騎手,斤量,減M,所属,調教師,馬記号, 馬主, 生産者,毛色,誕生
1,B,1,,,,,ポッドロワール,,牡,4,,荻野極,58,,(美),畠山吉宏,,小川眞査雄,スマイルファーム,鹿毛,4月11日
1,,2,,,,,コートアリシアン,,牝,4,*,戸崎圭太,56,,(美),伊藤大士,,吉田照哉,社台ファーム,栗毛,2月24日
2,B,3,,,,,エマヌエーレ,,牡,6,*,菊沢一樹,58,,(栗),平田修,,丸山担,ノーザンファーム,鹿毛,2月15日
2,,4,,,,,スマイルアップ,,牝,7,,松岡正海,56,,(美),萱野浩二,,馬目勇,辻牧場,芦毛,3月29日
3,,5,,,,,エイムフォーエース,,牡,5,*,木幡巧也,58,,(美),武井亮,(地),KHレーシング,千代田牧場,鹿毛,5月12日
3,,6,,,,,ピコローズ,,牝,4,*,田辺裕信,56,,(美),伊藤大士,,ビジュピコ,チャンピオンズファーム,鹿毛,5月10日
4,,7,,,,,アームテイル,,牝,6,*,大野拓弥,56,,(美),和田勇介,,三嶋牧場,三嶋牧場,鹿毛,3月 2日
4,,8,,,,,ボンヌソワレ,,牝,4,*,杉原誠人,56,,(美),宮田敬介,,社台レースホース,社台ファーム,栗毛,2月14日
5,,9,,,,,モンテシート,,牡,4,*,田口貫太,58,,(栗),牧田和弥,,吉田勝己,ノーザンファーム,鹿毛,2月25日
5,,10,,,,,チューラワンサ,,牝,4,*,今村聖奈,56,,(栗),高野友和,,キャロットファーム,ノーザンファーム,栗毛,4月14日
6,,11,,,,,ヴェサリウス,,牡,5,*,小崎綾也,58,,(美),菊沢隆徳,,福盛訓之,フジワラフアーム,栗毛,4月22日
6,,12,,,,,ミストレス,,牝,4,*,吉田豊,56,,(栗),矢作芳人,,前田晋二,グランド牧場,黒鹿,2月 2日
7,,13,,,,,スティールブルー,,牝,5,*,横山典弘,56,,(美),田中勝春,,シルクレーシング,ノーザンファーム,鹿毛,2月12日
7,,14,,,,,ルミノメテオール,,牝,6,*,江田照男,56,,(美),金成貴史,,尾上松壽,タイヘイ牧場,黒鹿,3月31日
7,,15,,,,,ウナギノボリ,,牡,7,*,石川裕紀,58,,(美),本間忍,,小田切有一,中原牧場,黒鹿,4月17日
8,,16,,,,,キタサンダムール,,牝,6,*,石橋脩,56,,(栗),清水久詞,,大野商事,ヤナガワ牧場,黒鹿,2月12日
8,,17,,,,,モジャーリオ,,牡,4,*,斎藤新,58,,(美),斎藤誠,,MOJA,錦岡牧場,青鹿,3月13日
8,,18,,,,,フライングブレード,,牡,6,*,原優介,58,,(栗),飯田祐史,,中辻明,バンブー牧場,鹿毛,4月 9日
年,月,日,場所,R,略レース名,条件表記,芝・ダート,距離,頭数,レース印１
2026,07,25,新潟,8,清津峡特･1勝,３歳以上・１勝クラス/500万下(定量)(混)[指定],ダート,1800,13,
枠番,B,番,印,M2,M3,M4,  馬名,Ｃ,性別,年齢,替,騎手,斤量,減M,所属,調教師,馬記号, 馬主, 生産者,毛色,誕生
1,,1,,,,,ヴィエントデコラ,,牡,3,*,菊沢一樹,55,,(栗),寺島良,,G1レーシング,追分ファーム,黒鹿,4月30日
2,,2,,,,,ライヴスプーン,,牝,4,*,木幡巧也,56,,(美),尾形和幸,,澤田孝之,野坂牧場,鹿毛,3月30日
3,,3,,,,,ケルピー,,セ,4,*,江田照男,58,,(美),小野次郎,(地),鈴木淳人,中川欽一,鹿毛,5月 1日
4,,4,,,,,メトロポリターナ,,牝,5,,丸田恭介,56,,(美),粕谷昌央,(外)(地),庄司修二,Godolphin,栗毛,4月 9日
4,,5,,,,,イリュストル,,牡,4,*,杉原誠人,58,,(美),大竹正博,,ライオンレースホース,ノーザンファーム,鹿毛,4月21日
5,,6,,,,,ロケットパンチ,,セ,3,,武藤雅,55,,(美),武藤善則,,子安裕樹RC,清水牧場,鹿毛,4月19日
5,,7,,,,,ハルノアラシ,,牡,4,,石川裕紀,58,,(美),相沢郁,,河内孝夫,大狩部牧場,鹿毛,3月 7日
6,,8,,,,,コッレヴェッキオ,,セ,5,*,丸山元気,58,,(美),高橋文雅,,吉田勝己,ノーザンファーム,鹿毛,3月16日
6,B,9,,,,,アヴァランチ,,牡,3,*,田辺裕信,55,,(美),加藤士津,,藤本栄史,槇本牧場,鹿毛,4月16日
7,,10,,,,,パイオニアスクエア,,牡,4,*,荻野極,58,,(栗),茶木太樹,,社台レースホース,社台ファーム,黒鹿,2月28日
7,,11,,,,,インナーパッション,,牡,3,*,斎藤新,55,,(美),斎藤誠,,平井裕,追分ファーム,黒鹿,2月11日
8,,12,,,,,バッカステソーロ,,牡,3,*,石橋脩,55,,(美),牧光二,(地),了徳寺健二ホールディングス,リョーケンファーム,鹿毛,5月 8日
8,,13,,,,,ブレスドナイル,,牝,4,*,田口貫太,56,,(美),金成貴史,(外)(地),飯田正剛,"Chiyoda Farm",鹿毛,3月16日
年,月,日,場所,R,略レース名,条件表記,芝・ダート,距離,頭数,レース印１
2026,07,25,新潟,9,障害・オープ,障害３歳以上・オープン(別定)(混),障害,2850,10,
枠番,B,番,印,M2,M3,M4,  馬名,Ｃ,性別,年齢,替,騎手,斤量,減M,所属,調教師,馬記号, 馬主, 生産者,毛色,誕生
1,,1,,,,,ウォーターリーダー,,牡,6,,高田潤,60,,(栗),藤野健太,,山岡正人,伏木田牧場,鹿毛,3月 5日
2,B,2,,,,,コスモチプリア,,牝,6,*,土田真翔,57,▲,(美),松永康利,,ビッグレッドファーム,ビッグレッドファーム,芦毛,3月13日
3,,3,,,,,スコラーリ,,牡,7,,伴啓太,60,,(美),古賀大生,転厩初戦,吉田和美,ヒカル牧場,栗毛,4月29日
4,,4,,,,,サングラデーション,,セ,6,,上野翔,60,,(美),千葉直人,(地),社台レースホース,社台ファーム,黒鹿,3月17日
5,,5,,,,,サルサロッサ,,牝,7,*,水沼元輝,57,▲,(美),高柳瑞樹,,岡田牧雄,タガミファーム,鹿毛,3月10日
6,,6,,,,,パープルアドミラル,,牡,6,,金子光希,62,,(美),堀内岳志,,岡田牧雄,聖心台牧場,鹿毛,3月25日
7,,7,,,,,ダノンロッキー,,牡,5,,五十嵐雄,60,,(美),古賀大生,転厩初戦,ダノックス,ノーザンファーム,黒鹿,1月21日
7,B,8,,,,,モンツァフレイバー,,牡,4,,草野太郎,60,,(美),久保田貴,,尾田信夫,丸幸小林牧場,鹿毛,5月25日
8,,9,,,,,ローンウルフ,,牡,5,,大江原圭,60,,(美),武市康男,,飯田正剛,千代田牧場,栗毛,3月 9日
8,,10,,,,,アメリカンピース,,セ,8,,小坂忠士,60,,(栗),東田明士,(外),吉澤ホールディングス,"Don Alberto Corporation",芦毛,4月15日
年,月,日,場所,R,略レース名,条件表記,芝・ダート,距離,頭数,レース印１
2026,07,25,新潟,10,未勝利・牝,３歳・未勝利(馬齢)(牝)[指定],ダート,1800,15,
枠番,B,番,印,M2,M3,M4,  馬名,Ｃ,性別,年齢,替,騎手,斤量,減M,所属,調教師,馬記号, 馬主, 生産者,毛色,誕生
1,,1,,,,,シェリーシュシュ,,牝,3,*,荻野極,55,,(美),大竹正博,,DMMドリームクラブ,パカパカファーム,芦毛,3月31日
2,,2,,,,,ミウ,,牝,3,,木幡巧也,55,,(美),加藤征弘,,広尾レース,木村秀則,鹿毛,2月19日
2,,3,,,,,ベアエクスプレス,,牝,3,*,田口貫太,55,,(美),柄崎将寿,,熊木浩,橋本牧場,栗毛,4月18日
3,,4,,,,,マイトリックスター,,牝,3,*,小崎綾也,55,,(美),和田勇介,,ターフ・スポート,高昭牧場,黒鹿,4月11日
3,,5,,,,,ナツミカンチャン,,牝,3,*,菊沢一樹,55,,(美),千葉直人,,河野洋平,高昭牧場,鹿毛,2月15日
4,,6,,,,,ディレクティオ,,牝,3,*,上里直汰,52,▲,(美),金成貴史,,尾上寿夫,タイヘイ牧場,栗毛,3月31日
4,B,7,,,,,ミュージックレイン,,牝,3,,江田照男,55,,(美),村田一誠,,阿南雅浩,スイートフアーム,鹿毛,4月27日
5,B,8,,,,,メジロピオラ,,牝,3,*,今村聖奈,53,◇,(美),武井亮,,フィールドレーシング,レイクヴィラファーム,青毛,3月11日
5,,9,,,,,ゴールドビリーヴ,,牝,3,*,石神深道,53,△,(美),鈴木慎太,,居城寿与,北勝ファーム,黒鹿,3月31日
6,,10,,,,,ナックレジーナ,,牝,3,,吉田豊,55,,(美),小野次郎,,小松欣也,宮内牧場,芦毛,2月26日
6,,11,,,,,オリエンタルガール,,牝,3,,石田拓郎,52,▲,(美),相沢郁,,田村彰夫,門別山際牧場,栗毛,3月17日
7,,12,,,,,カーボフリオ,,牝,3,,佐藤翔馬,52,▲,(美),高木登,,吉田千津,社台ファーム,黒鹿,4月25日
7,,13,,,,,アドバンスジェンヌ,,牝,3,*,原優介,55,,(美),小手川準,,アドバンス・サッポロ,マリオステーブル,鹿毛,4月28日
8,,14,,,,,バーヴァンシー,,牝,3,,横山典弘,55,,(美),村田一誠,,ノースヒルズ,ノースヒルズ,黒鹿,5月 4日
8,,15,,,,,アジャイブ,,牝,3,*,水沼元輝,52,▲,(美),小笠倫弘,,根岸朋弘,佐竹牧場,鹿毛,3月20日
年,月,日,場所,R,略レース名,条件表記,芝・ダート,距離,頭数,レース印１
2026,07,25,新潟,11,未勝利,３歳・未勝利(馬齢)[指定],芝,1000,18,
枠番,B,番,印,M2,M3,M4,  馬名,Ｃ,性別,年齢,替,騎手,斤量,減M,所属,調教師,馬記号, 馬主, 生産者,毛色,誕生
1,,1,,,,,ユニベールクイーン,,牝,3,*,杉原誠人,55,,(美),武市康男,,住宅データ,静内山田牧場,鹿毛,3月 3日
1,,2,,,,,ルディドゥゲンジ,,牝,3,*,嶋田純次,55,,(美),蛯名利弘,,ミルファーム,安達牧場,鹿毛,4月30日
2,,3,,,,,アリアファブラ,,牝,3,*,斎藤新,55,,(美),尾関知人,,林正道,ヤナガワ牧場,黒鹿,2月25日
2,B,4,,,,,リオクリスハーレー,,牝,3,,荻野極,55,,(美),矢野英一,,小林照弘,服部牧場,鹿毛,2月17日
3,B,5,,,,,ムーンシェイド,,牝,3,*,木幡巧也,55,,(美),牧光二,,KHレーシング,沼田照秋,鹿毛,4月10日
3,,6,,,,,マイエラ,,牡,3,*,小崎綾也,57,,(美),蛯名正義,,諸江幸祐,新井昭二牧場,黒鹿,4月27日
4,,7,,,,,アイファーアイドル,,牡,3,*,松岡正海,57,,(美),蛯名利弘,,中島稔,アースファーム,鹿毛,4月14日
4,,8,,,,,ソレム,,牝,3,*,石神深道,53,△,(美),稲垣幸雄,,シルクレーシング,ノーザンファーム,鹿毛,2月27日
5,,9,,,,,セランディア,,牝,3,*,菊沢一樹,55,,(美),小野次郎,,日下部勝徳,ディアレストクラブ,栗毛,2月24日
5,,10,,,,,ノーブルラホーヤ,,牝,3,,石田拓郎,52,▲,(美),深山雅史,,ヒダカ・ブリーダーズ・ユニオン,藤原牧場,黒鹿,4月 9日
6,,11,,,,,ミヤザキムスメ,,牝,3,*,柴田大知,55,,(美),和田雄二,,福田光博,福田米造,栗毛,6月12日
6,,12,,,,,タツナナイロ,,牝,3,*,野中悠太,55,,(美),的場均,,鈴木伸幸,ニッコウファーム,栃栗,3月24日
7,,13,,,,,ケイツーキップ,,牝,3,*,水沼元輝,52,▲,(美),清水英克,,楠本勝美,プログレスファーム,黒鹿,2月14日
7,,14,,,,,ユイノササヤキ,,牡,3,*,木幡初也,57,,(美),深山雅史,,由井健太郎,社台コーポレーション白老ファーム,栗毛,3月13日
7,,15,,,,,テラシエスタ,,牡,3,*,佐藤翔馬,54,▲,(美),黒岩陽一,,キヨタケ牧場,キヨタケ牧場,鹿毛,3月25日
8,,16,,,,,シルバーアックス,,牡,3,,横山典弘,57,,(美),村田一誠,,浅田次郎,ハクレイファーム,黒鹿,3月17日
8,,17,,,,,リオハリソンメリー,,牝,3,*,上里直汰,52,▲,(美),加藤征弘,,小林照弘,奥山ファーム,青鹿,2月17日
8,,18,,,,,ジョイアミーア,,牝,3,*,武藤雅,55,,(美),高柳瑞樹,,キャロットファーム,ノーザンファーム,黒鹿,3月16日
年,月,日,場所,R,略レース名,条件表記,芝・ダート,距離,頭数,レース印１
2026,07,25,新潟,12,１勝ｸﾗｽ・牝,３歳以上・１勝クラス/500万下(定量)(牝)[指定],芝,1400,17,
枠番,B,番,印,M2,M3,M4,  馬名,Ｃ,性別,年齢,替,騎手,斤量,減M,所属,調教師,馬記号, 馬主, 生産者,毛色,誕生
1,,1,,,,,ミスバレンシア,,牝,3,*,今村聖奈,51,◇,(美),武井亮,,吉田照哉,社台ファーム,鹿毛,4月 9日
1,,2,,,,,リラ,,牝,3,*,戸崎圭太,53,,(美),蛯名正義,,前田幸大,ノースヒルズ,黒鹿,3月15日
2,,3,,,,,クリールスル,,牝,4,*,菊沢一樹,56,,(美),矢野英一,,永見貴昭,岡田スタツド,黒鹿,2月16日
2,,4,,,,,ルージュダリア,,牝,3,,荻野極,53,,(美),林徹,,東京ホースレーシング,ノーザンファーム,黒鹿,2月 6日
3,,5,,,,,リアライズリバティ,,牝,3,*,石川裕紀,53,,(美),池上昌和,,今福洋介,長浜牧場,黒鹿,2月12日
3,,6,,,,,ショウナンマリーナ,,牝,4,,石橋脩,56,,(美),森一誠,,国本哲秀,木村牧場,鹿毛,4月12日
4,,7,,,,,ロジャリーマイン,,牝,4,*,大野拓弥,56,,(美),久保田貴,,キャロットファーム,ノーザンファーム,黒鹿,3月 7日
4,,8,,,,,ウインロゼライト,,牝,4,*,木幡巧也,56,,(美),矢嶋大樹,(地),ウイン,コスモヴューファーム,鹿毛,4月15日
5,,9,,,,,カフェラバー,,牝,3,*,石神深道,51,△,(美),和田正一,,吉田和美,ノーザンファーム,鹿毛,2月28日
5,,10,,,,,リラベガ,,牝,3,,丸山元気,53,,(美),岩戸孝樹,,川崎賢二,パカパカファーム,鹿毛,5月 5日
6,,11,,,,,ガラク,,牝,4,,田辺裕信,56,,(美),伊坂重信,,石田勇,谷岡牧場,鹿毛,4月14日
6,,12,,,,,ワディアルリヤハ,,牝,3,*,武藤雅,53,,(美),中舘英二,転厩初戦,吉田勝己,ノーザンファーム,鹿毛,4月26日
7,B,13,,,,,ジョワイユノエル,,牝,4,*,小崎綾也,56,,(栗),辻野泰之,,G1レーシング,追分ファーム,鹿毛,1月30日
7,,14,,,,,テンハートビート,,牝,3,*,杉原誠人,53,,(美),西田雄一,,天白泰司,隆栄牧場,黒鹿,2月10日
8,,15,,,,,タイセイフレッサ,,牝,3,*,斎藤新,53,,(美),斎藤誠,,田中成奉,下河辺牧場,黒鹿,2月22日
8,,16,,,,,ブルバンビーナ,,牝,4,*,石田拓郎,53,▲,(美),尾形和幸,,高田秀信,チャンピオンズファーム,黒鹿,4月20日
8,,17,,,,,メイリー,,牝,4,,吉田豊,56,,(美),鈴木慎太,,フクキタル,パカパカファーム,鹿毛,2月22日
年,月,日,場所,R,略レース名,条件表記,芝・ダート,距離,頭数,レース印１
2026,07,25,中京,1,未勝利*,２歳・未勝利(馬齢)(混)[指定],ダート,1200,9,
枠番,B,番,印,M2,M3,M4,  馬名,Ｃ,性別,年齢,替,騎手,斤量,減M,所属,調教師,馬記号, 馬主, 生産者,毛色,誕生
1,,1,,,,,レッドネビュラ,,牡,2,,吉村誠之,55,,(栗),四位洋文,,東京ホースレーシング,ノーザンファーム,栗毛,2月20日
2,,2,,,,,ワイドアイリー,,牝,2,,幸英明,55,,(栗),藤野健太,,幅田京子,宮内牧場,栗毛,4月13日
3,,3,,,,,アースグリッパー,,牝,2,*,松山弘平,55,,(栗),秋山真一,,中越達也,チャンピオンズファーム,鹿毛,2月25日
4,,4,,,,,シャインロード,,牡,2,,松若風馬,55,,(栗),井上智史,,MRS,パカパカファーム,鹿毛,3月22日
5,,5,,,,,エルダークローネ,,牡,2,,田山旺佑,54,☆,(栗),西村真幸,,京都ホースレーシング,イワミ牧場,黒鹿,3月26日
6,,6,,,,,エコロメジャー,,牡,2,*,岩田望来,55,,(栗),牧浦充徳,,原村正紀,社台ファーム,黒鹿,3月29日
7,,7,,,,,テーオージャスミン,,牝,2,*,西塚洸二,55,,(栗),藤野健太,,小笹公也,ヤナガワ牧場,鹿毛,2月28日
8,,8,,,,,クイーンズアイ,,牝,2,,太宰啓介,55,,(栗),昆貢,,高村勇一,"Blooming Farm",鹿毛,4月14日
8,,9,,,,,トム,,牡,2,*,永島まな,53,◇,(美),石栗龍彦,,江川伸夫,信岡牧場,芦毛,3月10日
年,月,日,場所,R,略レース名,条件表記,芝・ダート,距離,頭数,レース印１
2026,07,25,中京,2,新馬,２歳・新馬(馬齢)[指定],芝,1400,13,
枠番,B,番,印,M2,M3,M4,  馬名,Ｃ,性別,年齢,替,騎手,斤量,減M,所属,調教師,馬記号, 馬主, 生産者,毛色,誕生
1,,1,,,,,エアロクリスタ,,牡,2,,松山弘平,55,,(栗),池添学,,福本純,三村卓也,黒鹿,4月 9日
2,,2,,,,,タガノレクシア,,牡,2,,幸英明,55,,(栗),鈴木孝志,,八木良司,新冠タガノファーム,栗毛,4月11日
3,,3,,,,,コスモルミナ,,牡,2,,松若風馬,55,,(栗),宮地貴稔,,ブルースターズファーム,ブルースターズファーム,鹿毛,4月 2日
4,,4,,,,,リアルメッセージ,,牡,2,,城戸義政,55,,(栗),小林真也,,井内康之,社台ファーム,鹿毛,3月23日
4,,5,,,,,テーオーライガ,,牡,2,,団野大成,55,,(栗),浜田多実,,小笹公也,ヤナガワ牧場,黒鹿,3月20日
5,,6,,,,,ヤマトデュノール,,牡,2,,森田誠也,52,▲,(栗),安達昭夫,,サン,橋本牧場,栗毛,4月28日
5,,7,,,,,ノトコンゴウ,,牡,2,,角田大和,55,,(栗),中尾秀正,,吉田千津,社台ファーム,鹿毛,2月12日
6,,8,,,,,ソリドゥス,,牡,2,,秋山稔樹,55,,(栗),安達昭夫,,京都ホースレーシング,高橋フアーム,鹿毛,4月21日
6,,9,,,,,レッドレヴェリー,,牡,2,,富田暁,55,,(栗),武幸四郎,,東京ホースレーシング,社台ファーム,栗毛,4月22日
7,,10,,,,,ロンリーマン,,牡,2,,田山旺佑,54,☆,(栗),荒川義之,,酒井孝敏,大林ファーム,鹿毛,3月11日
7,,11,,,,,ブレイクアウェイ,,牡,2,,岩田望来,55,,(栗),上村洋行,,ライオンレースホース,社台ファーム,鹿毛,4月 3日
8,,12,,,,,ラインエレガント,,牝,2,,吉村誠之,55,,(栗),牧田和弥,,大澤繁昌,日高大洋牧場,黒鹿,2月20日
8,,13,,,,,ベルヴェール,,牡,2,,西村淳也,55,,(栗),石坂公一,,シルクレーシング,ノーザンファーム,栗毛,3月18日
年,月,日,場所,R,略レース名,条件表記,芝・ダート,距離,頭数,レース印１
2026,07,25,中京,3,未勝利,３歳・未勝利(馬齢)[指定],芝,2000,12,
