13,07,27,2,小倉,1,01,未勝利*,7,芝,0,1200,良,エドノチャーム    ,牝,2,和田翼,51.0,15,01,13,13,0,1.8,15,70,"1100",0,0,0,14,15,35.2,398,梅田智之,栗,0,11101216,01146,01084,1013210101,遠藤喜松,沖田忠幸,タニノギムレット,ドリームサラ,トウケイニセイ,鹿毛,110128,  458.4,  ,    ,48.9
13,07,27,2,小倉,1,01,未勝利*,7,芝,0,1200,良,カシノステイタス  ,牡,2,太宰啓介,54.0,15,02,7,7,0,0.7,14,68.9,"1089",0,0,0,10,11,34.7,428,梅内忍,栗,0,11104744,01037,00398,1013210102,柏木務,今野活博,シルクフェイマス,ライトミー,トレボロ,栗毛,110408,  275.4,  ,    ,48.6
13,07,27,2,小倉,1,01,未勝利*,7,芝,0,1200,良,クリノカメハメハ  ,牡,2,松山弘平,54.0,15,03,9,9,0,0.9,9,69.1,"1091",0,0,0,9,8,35.2,442,池添兼雄,栗,0,11102965,01126,01021,1013210103,栗本博晴,様似渡辺牧場,キングカメハメハ,ハッピーシャトル,タイキシャトル,鹿毛,110405,   46.9,  ,    ,46.3
13,07,27,2,小倉,1,01,未勝利*,7,芝,0,1200,良,シゲルトカチ      ,牡,2,藤懸貴志,51.0,15,04,14,14,0,2.2,13,70.4,"1104",0,0,0,13,14,35.8,460,飯田明弘,栗,0,11100649,01138,00389,1013210104,森中蕃,出口牧場,マイネルラヴ,パッションメイト,アグネスタキオン,青鹿,110328,  245.6,  ,    ,46.6
13,07,27,2,小倉,1,01,未勝利*,7,芝,0,1200,良,ベラフォレスタ    ,牝,2,浜中俊,54.0,15,05,8,8,0,0.8,4,69,"1090",0,0,0,14,12,34.2,452,石坂正,栗,0,11104475,01115,01022,1013210105,社台レースホース,社台ファーム,ゼンノロブロイ,ラスリングカプス,Woodman,黒鹿,110323,   11.0,  ,    ,51.8
13,07,27,2,小倉,1,01,未勝利*,7,芝,0,1200,良,エイシンソルティー,牝,2,酒井学,54.0,15,06,3,3,0,0.3,1,68.5,"1085",0,0,0,6,5,35,470,西園正都,栗,130,11110049,01034,01028,1013210106,栄進堂,"Redmon Farm LLC",Tapit,Eightyfivebroadst,"Unbridled's Song",芦毛,110124,    1.9,  ,    ,45.7
13,07,27,2,小倉,1,01,未勝利*,7,芝,0,1200,良,シゲルカワチ      ,牝,2,川田将雅,54.0,15,07,2,2,0,0.2,2,68.4,"1084",0,0,0,3,3,35.2,458,服部利之,栗,200,11101181,01088,01040,1013210107,森中蕃,乾皆雄,ダイワメジャー,フェアバンクス,Bering,栗毛,110406,    4.4,  ,    ,44.3
13,07,27,2,小倉,1,01,未勝利*,7,芝,0,1200,良,トップランナウェイ,牡,2,高倉稜,54.0,15,08,12,12,0,1.6,11,69.8,"1098",0,0,0,12,12,35.4,414,坂口正則,栗,0,11105371,01130,00356,1013210108,コオロ,ムラカミファーム,サクラバクシンオー,ユーワオトメ,ナリタブライアン,鹿毛,110315,  161.3,  ,    ,47.2
13,07,27,2,小倉,1,01,未勝利*,7,芝,0,1200,良,ハッシュ          ,牝,2,藤岡康太,54.0,15,09,1,1,0,-0.2,6,68.2,"1082",0,0,0,4,4,34.9,452,高橋義忠,栗,500,11100540,01116,01129,1013210109,H.H.シェイク・モハ,ダーレー・ジャパン,コマンズ,サイレント,サンデーサイレンス,芦毛,110330,   23.7,  ,    ,45.4
13,07,27,2,小倉,1,01,未勝利*,7,芝,0,1200,良,トップザサブライ  ,牡,2,和田竜二,54.0,15,10,11,11,0,1.2,12,69.4,"1094",0,0,0,8,6,35.7,416,鈴木孝志,栗,0,11101067,01018,01111,1013210110,宮内牧場,協栄組合,サムライハート,トキオシンフォニー,Danzig,黒鹿,110123,  228.0,  ,    ,44.4
