14,08,02,2,新潟,1,01,未勝利*,7,ダ,1,1200,良,カインドネス      ,牝,2,蛯名正義,54.0,15,01,12,12,0,2,3,75,"1150",0,0,0,15,15,37.7,450,伊藤圭三,美,0,12101588,00663,01023,0414210101,ゴドルフィン,ダーレー・ジャパン,コマンズ,フレイミングスカイ2,"Red Ransom",鹿毛,120213,    8.9,  ,    ,48.9
14,08,02,2,新潟,1,01,未勝利*,7,ダ,1,1200,良,ヘットロー        ,牡,2,柴田大知,54.0,15,02,10,10,0,1.9,8,74.9,"1149",0,0,0,1,1,40.1,462,杉浦宏昭,美,0,12105347,01009,01008,0414210102,谷川牧場,谷川牧場,スタチューオブリバティ,アペルドールン,マンハッタンカフェ,青鹿,120423,   57.8,  ,    ,36.8
14,08,02,2,新潟,1,01,未勝利*,7,ダ,1,1200,良,ドラゴンゲート    ,牡,2,田辺裕信,54.0,15,03,1,1,0,-0.1,1,73,"1130",0,0,0,3,3,38,442,小西一男,美,500,12102984,01075,00405,0414210103,平本敏夫,静内フジカワ牧場,メイショウボーラー,デュークタイフーン,フジキセキ,栗毛,120316,    1.7,  ,    ,42.1
14,08,02,2,新潟,1,01,未勝利*,7,ダ,1,1200,良,オーロラッシュ    ,牡,2,吉田豊,54.0,15,04,5,5,0,0.9,2,73.9,"1139",0,0,0,9,9,38.1,424,土田稔,美,50,12100401,00733,00417,0414210104,山口敦広,大作ステーブル,パーソナルラッシュ,モエレサンタマリア,ゴールドヘイロー,鹿毛,120310,    4.3,  ,    ,44.0
14,08,02,2,新潟,1,01,未勝利*,7,ダ,1,1200,良,デルタタイム      ,牡,2,大庭和弥,54.0,15,05,6,6,0,1.2,14,74.2,"1142",0,0,0,11,10,38.2,436,蛯名利弘,美,0,12100141,01061,01131,0414210105,平本敏夫,川上悦夫,オリオンザサンクス,タイトルタイム,ブライアンズタイム,鹿毛,120514,  156.5,  ,    ,44.2
14,08,02,2,新潟,1,01,未勝利*,7,ダ,1,1200,良,ダンガンコゾウ    ,牡,2,内田博幸,54.0,15,06,9,9,0,1.9,11,74.9,"1149",0,0,0,13,13,38.4,456,高橋義博,美,0,12103648,00422,01036,0414210106,海谷幸司,岡田スタツド,タイムパラドックス,タマヒカル,パラダイスクリーク,栗毛,120412,   88.3,  ,    ,45.1
14,08,02,2,新潟,1,01,未勝利*,7,ダ,1,1200,良,ロックフォール    ,牡,2,柴田善臣,54.0,15,07,3,3,0,0.7,5,73.7,"1137",0,0,0,9,10,37.9,426,田中剛,美,130,12104476,00641,01119,0414210107,四本昭弘,社台ファーム,マンハッタンカフェ,レイクサイドカップ,"Salt Lake",黒鹿,120312,   14.9,  ,    ,44.5
14,08,02,2,新潟,1,01,未勝利*,7,ダ,1,1200,良,ムサ              ,牝,2,嘉藤貴行,54.0,15,08,2,2,0,0.1,4,73.1,"1131",0,0,0,2,2,38.2,450,大和田成,美,200,12104460,01051,01124,0414210108,ミルファーム,社台コーポレーショ,フレンチデピュティ,ラブリープリンセス,エンドスウィープ,鹿毛,120117,   12.4,  ,    ,41.4
14,08,02,2,新潟,1,01,未勝利*,7,ダ,1,1200,良,ナイトウォッチ    ,牡,2,武士沢友,54.0,15,09,13,13,0,2.1,9,75.1,"1151",0,0,0,5,5,39.8,472,粕谷昌央,美,0,12101237,01029,01096,0414210109,ミルファーム,小西ファーム,スターリングローズ,ビービーイリューム,スペシャルウィーク,栗毛,120430,   61.6,  ,    ,38.7
14,08,02,2,新潟,1,01,未勝利*,7,ダ,1,1200,良,アラマサファスリ  ,牝,2,的場勇人,54.0,15,10,8,8,0,1.8,15,74.8,"1148",0,0,0,7,7,39.3,474,的場均,美,0,12100045,01108,01063,0414210110,アラキファーム,アラキフアーム,ファスリエフ,ゴーンスペクター,"Gone West",鹿毛,120404,  239.7,  ,    ,40.3
14,08,02,2,新潟,1,01,未勝利*,7,ダ,1,1200,良,ワイルドテイスト  ,牡,2,戸崎圭太,54.0,15,11,7,7,0,1.7,7,74.7,"1147",0,0,0,4,3,39.5,486,黒岩陽一,美,0,12104012,05386,01133,0414210111,G1レーシング,追分ファーム,ワイルドラッシュ,ティークリッパー,トニービン,栗毛,120210,   20.1,  ,    ,39.1
14,08,02,2,新潟,1,01,未勝利*,7,ダ,1,1200,良,カシノキングダム  ,牡,2,二本柳壮,54.0,15,12,14,14,0,2.4,13,75.4,"1154",0,0,0,11,12,39.4,438,二本柳俊,美,0,12102008,01049,00370,0414210112,柏木務,門別牧場,サウスヴィグラス,レースミストレス,サンデーサイレンス,鹿毛,120509,  127.2,  ,    ,41.4
14,08,02,2,新潟,1,01,未勝利*,7,ダ,1,1200,良,ナンゴクオージ    ,牡,2,木幡初也,51.0,15,13,11,11,0,2,12,75,"1150",0,0,0,14,14,38.3,474,加藤和宏,美,0,12106424,01153,01077,0414210113,平本敏夫,川上牧場,パイロ,セイウンヒメラギ,コマンダーインチーフ,黒鹿,120427,   88.3,  ,    ,45.8
14,08,02,2,新潟,1,01,未勝利*,7,ダ,1,1200,良,タカラドリーム    ,牝,2,伊藤工真,54.0,15,14,15,15,0,2.6,10,75.6,"1156",0,0,0,5,5,40.3,448,藤原辰雄,美,0,12100387,01119,00435,0414210114,村山義男,大栄牧場,ゴールドアリュール,リブユアドリームス,"Mt. Livermore",栗毛,120426,   79.9,  ,    ,37.6
14,08,02,2,新潟,1,01,未勝利*,7,ダ,1,1200,良,ブラックブリーズ  ,牡,2,エスポジ,54.0,15,15,4,4,0,0.8,6,73.8,"1138",0,0,0,7,7,38.3,450,斎藤誠,美,75,12100056,05511,01086,0414210115,臼倉勲,石郷岡雅樹,カネヒキリ,ケイアイリード,フォーティナイナー,青鹿,120224,   16.0,  ,    ,42.7
14,08,02,2,新潟,1,02,未勝利*,7,芝,8,1600,良,マイネルリード    ,牡,2,嘉藤貴行,54.0,18,01,6,6,0,1.1,13,95.8,"1358",0,0,0,7,7,35.1,466,萱野浩二,美,0,12100691,01051,01024,0414210201,サラブレッドクラブ,ビッグレッドファー,コンデュイット,コスモミール,ヘクタープロテクター,鹿毛,120207,  139.5,  ,    ,53.8
